################## FYI, April 2017 values
### Lats,Lons,PIOMAS SIT,PIOMAS Snow,CS2U SIT,CS2C SIT
72.447 298.698 1.536 0.157 1.021 0.275
61.118 187.431 0.664 0.016 1.473 0.275
79.224 108.812 1.533 0.055 1.073 0.275
73.579 69.582 0.928 0.042 0.931 0.276
80.475 89.326 1.260 0.042 1.054 0.276
72.778 183.366 1.957 0.068 1.332 0.276
79.080 107.319 1.582 0.053 0.988 0.276
76.487 119.332 1.247 0.040 0.895 0.276
81.367 92.231 1.310 0.050 1.416 0.277
79.509 108.048 1.541 0.055 1.129 0.277
79.722 108.435 1.519 0.056 1.067 0.277
75.775 80.463 1.107 0.037 0.959 0.278
67.472 185.454 nan nan 1.417 0.278
72.421 59.664 0.845 0.051 0.993 0.278
71.940 188.231 1.717 0.066 1.308 0.278
71.839 65.497 0.995 0.045 1.261 0.278
71.331 65.442 0.964 0.039 0.903 0.279
71.160 189.968 1.610 0.072 1.379 0.279
70.982 210.964 1.883 0.056 1.387 0.280
73.892 85.601 nan nan 1.012 0.280
76.844 78.690 1.158 0.052 1.198 0.280
80.700 111.930 1.527 0.064 1.239 0.280
67.050 192.193 1.323 0.047 0.983 0.280
75.620 82.376 0.862 0.028 1.478 0.280
79.990 111.682 1.511 0.062 1.193 0.280
77.266 95.560 1.317 0.036 1.032 0.280
71.724 342.457 0.950 0.027 1.500 0.280
77.014 19.687 0.670 0.038 1.011 0.281
78.806 119.389 1.503 0.057 1.084 0.281
82.630 73.217 1.513 0.077 1.228 0.281
71.293 300.727 1.399 0.131 0.898 0.281
69.817 63.864 nan nan 1.013 0.281
68.799 296.157 1.348 0.037 1.286 0.281
81.688 52.667 1.686 0.088 1.323 0.282
79.304 38.191 1.186 0.127 1.015 0.282
78.014 70.887 1.237 0.094 1.095 0.282
71.419 183.122 1.647 0.044 1.153 0.282
76.983 137.095 1.718 0.046 1.041 0.282
67.838 193.824 0.513 0.019 1.473 0.282
77.262 39.999 0.848 0.065 0.988 0.282
73.610 78.536 0.800 0.028 0.760 0.282
63.449 190.545 0.680 0.018 0.890 0.283
74.995 285.180 1.386 0.074 1.106 0.283
77.510 117.255 1.314 0.044 1.152 0.283
70.936 302.471 1.353 0.132 1.097 0.283
79.576 73.124 1.425 0.102 1.343 0.283
72.944 156.306 1.466 0.025 0.971 0.283
79.920 118.560 1.599 0.065 1.145 0.283
70.744 57.888 0.760 0.019 0.924 0.284
78.438 70.159 1.255 0.097 1.251 0.284
77.539 87.421 1.239 0.045 1.068 0.284
81.598 47.161 1.784 0.108 1.246 0.284
69.483 305.172 nan nan 1.513 0.284
67.894 301.665 1.214 0.059 1.163 0.284
73.722 73.566 nan nan 1.402 0.284
72.225 299.970 1.497 0.149 0.938 0.285
79.280 68.532 1.277 0.097 1.078 0.285
80.245 88.025 1.322 0.051 1.278 0.286
70.763 178.995 0.472 0.013 1.238 0.286
78.386 120.774 1.459 0.054 1.069 0.286
78.278 111.903 1.419 0.053 1.005 0.286
75.511 159.600 1.559 0.047 1.126 0.286
70.816 299.120 1.391 0.110 1.116 0.286
64.265 196.049 nan nan 1.538 0.286
74.437 73.657 0.976 0.043 1.303 0.286
62.503 272.121 1.282 0.029 0.545 0.287
78.717 25.292 0.861 0.038 1.095 0.287
73.936 59.311 1.304 0.101 1.065 0.287
69.180 299.476 1.358 0.066 1.044 0.287
80.328 63.138 1.049 0.053 1.163 0.287
71.724 162.457 1.765 0.040 0.978 0.287
76.081 286.390 1.240 0.071 1.208 0.288
70.917 293.997 1.428 0.069 1.112 0.288
77.100 118.571 1.294 0.042 0.877 0.288
77.018 83.550 1.123 0.043 1.028 0.288
73.151 155.999 1.490 0.027 0.965 0.288
72.953 298.761 1.604 0.171 0.972 0.288
68.286 304.432 1.232 0.102 0.789 0.288
77.938 196.750 1.926 0.077 1.581 0.288
72.864 296.061 1.583 0.164 0.979 0.288
76.596 118.496 1.223 0.038 0.873 0.288
80.470 87.979 1.351 0.052 1.155 0.289
70.225 190.159 1.578 0.079 1.127 0.289
71.250 302.260 1.441 0.139 1.272 0.289
71.875 58.183 0.760 0.033 1.308 0.289
79.361 110.344 1.507 0.059 1.113 0.290
68.308 191.077 1.816 0.078 0.946 0.290
77.230 141.419 1.382 0.036 0.950 0.290
75.584 65.630 nan nan 1.077 0.290
73.450 293.607 1.626 0.157 0.904 0.290
76.991 135.699 1.815 0.051 1.048 0.290
77.454 132.101 1.748 0.058 1.063 0.291
74.082 122.905 1.207 0.050 1.137 0.291
78.192 112.913 1.402 0.051 1.043 0.291
77.381 120.440 1.362 0.047 1.064 0.291
77.041 84.536 1.122 0.042 1.027 0.291
75.609 128.032 1.575 0.055 0.933 0.291
68.932 192.031 1.710 0.074 1.705 0.291
74.934 127.126 1.377 0.049 0.788 0.292
76.829 144.008 1.161 0.028 1.198 0.292
78.901 113.199 1.479 0.059 1.129 0.292
76.794 28.960 0.917 0.047 1.008 0.292
76.261 149.036 1.020 0.024 1.095 0.292
78.107 61.260 1.138 0.085 1.114 0.292
78.069 111.501 1.400 0.051 1.111 0.292
70.901 300.038 1.382 0.119 1.111 0.293
73.121 157.703 1.525 0.029 1.254 0.293
76.063 142.853 nan nan 0.916 0.293
75.399 213.079 1.871 0.046 1.419 0.294
75.790 114.744 0.824 0.018 0.860 0.294
73.260 298.457 1.600 0.171 1.041 0.294
73.456 303.366 nan nan 1.656 0.294
78.360 110.879 1.435 0.053 0.949 0.295
73.747 156.801 1.535 0.033 1.117 0.295
72.346 268.176 1.617 0.092 1.670 0.295
77.526 33.261 0.893 0.065 1.079 0.295
70.936 175.601 2.354 0.070 1.292 0.295
72.139 298.985 1.494 0.149 1.041 0.295
70.832 297.618 1.406 0.097 0.981 0.295
82.699 138.731 1.825 0.095 1.271 0.295
74.369 65.829 1.002 0.076 1.175 0.296
59.305 189.567 0.788 0.015 1.437 0.296
57.983 162.464 nan nan 0.758 0.296
72.291 196.595 2.017 0.067 1.097 0.296
72.354 152.292 1.058 0.013 0.936 0.297
77.238 77.307 1.185 0.061 1.381 0.297
78.847 50.711 0.917 0.050 0.993 0.297
75.172 156.346 1.481 0.041 1.190 0.297
76.294 155.323 1.359 0.039 1.197 0.297
74.585 116.378 nan nan 0.774 0.297
70.617 294.334 1.355 0.061 1.108 0.297
69.064 190.222 1.688 0.082 1.195 0.297
73.654 79.308 0.796 0.026 0.760 0.297
82.078 56.535 1.671 0.080 1.158 0.297
72.028 299.612 1.476 0.145 1.019 0.298
70.504 197.808 1.032 0.030 1.343 0.298
76.902 123.826 1.402 0.052 1.095 0.298
79.437 70.796 1.342 0.100 1.144 0.298
66.994 300.964 1.203 0.041 0.937 0.298
71.646 207.350 1.696 0.054 1.324 0.298
72.748 166.054 1.637 0.046 1.376 0.298
72.458 297.058 1.539 0.156 0.986 0.298
70.872 173.585 2.431 0.076 1.257 0.299
81.915 79.624 1.537 0.079 1.502 0.299
79.210 55.154 0.988 0.050 1.458 0.299
59.091 191.640 0.838 0.012 1.135 0.300
77.206 117.688 1.287 0.041 0.956 0.300
81.013 54.130 1.867 0.095 1.715 0.300
76.198 90.466 0.988 0.027 1.013 0.300
78.026 56.459 1.054 0.081 1.316 0.300
70.217 298.168 1.402 0.083 1.036 0.300
81.426 72.512 1.575 0.094 1.169 0.300
76.771 112.433 nan nan 0.942 0.300
70.499 303.232 1.387 0.143 1.278 0.301
79.624 63.712 1.342 0.081 1.144 0.301
60.398 187.696 0.744 0.018 1.341 0.301
79.537 44.132 1.174 0.072 1.041 0.301
76.817 137.759 1.455 0.038 0.908 0.302
77.262 140.001 1.479 0.039 0.959 0.302
75.673 84.155 1.131 0.036 0.973 0.302
74.717 282.301 1.278 0.048 1.240 0.302
74.975 128.326 1.523 0.052 0.948 0.302
81.280 42.917 1.541 0.110 1.554 0.302
81.767 75.018 1.551 0.088 1.238 0.302
75.926 74.745 1.093 0.056 1.106 0.303
67.635 190.744 1.815 0.077 0.974 0.303
81.834 63.083 0.800 0.033 1.175 0.303
74.424 291.571 1.546 0.138 0.960 0.303
75.285 155.194 1.460 0.039 1.064 0.303
72.572 290.772 1.555 0.101 0.999 0.303
78.770 31.945 1.143 0.133 1.368 0.303
70.864 301.541 1.355 0.125 0.937 0.303
69.575 184.108 1.561 0.057 1.365 0.303
72.701 158.268 1.519 0.026 0.993 0.303
77.620 132.797 1.750 0.058 1.032 0.303
73.920 291.727 1.659 0.150 1.043 0.303
80.683 86.553 1.419 0.061 1.199 0.303
70.070 162.588 1.347 0.033 0.926 0.304
75.843 131.143 2.070 0.063 1.414 0.304
74.887 131.386 1.927 0.064 1.263 0.304
74.162 156.161 1.565 0.037 1.057 0.304
81.568 70.602 1.639 0.091 1.138 0.304
79.698 30.750 1.399 0.194 1.107 0.305
76.991 97.431 1.202 0.032 0.968 0.305
72.360 192.885 1.837 0.071 1.269 0.305
67.871 298.261 1.392 0.038 1.019 0.305
71.940 298.639 1.472 0.142 0.993 0.305
79.925 115.710 1.564 0.065 1.178 0.305
76.875 198.435 1.930 0.062 1.268 0.305
80.629 41.121 1.389 0.115 1.081 0.306
78.920 64.213 1.206 0.089 1.288 0.306
79.108 113.663 1.496 0.060 1.103 0.306
70.925 298.530 1.396 0.108 1.006 0.306
80.491 111.425 1.519 0.063 1.156 0.306
67.360 298.223 1.366 0.036 0.967 0.307
78.530 39.447 1.018 0.088 1.184 0.307
77.993 78.690 1.240 0.068 1.259 0.307
77.325 36.363 0.856 0.062 1.322 0.308
70.813 303.038 1.364 0.137 1.219 0.308
74.764 281.476 1.226 0.043 1.248 0.308
72.034 165.877 1.798 0.050 1.155 0.308
76.454 129.623 1.749 0.059 1.017 0.308
79.935 52.237 0.909 0.033 1.231 0.308
76.875 108.435 nan nan 0.858 0.309
72.305 300.964 1.522 0.152 0.952 0.309
79.389 58.829 1.088 0.059 1.280 0.309
68.811 186.407 1.544 0.067 1.218 0.309
77.329 79.287 1.185 0.057 1.305 0.309
77.579 129.872 1.639 0.058 1.238 0.309
75.897 84.063 1.125 0.037 1.037 0.309
74.480 295.267 1.597 0.164 0.975 0.310
71.198 170.707 2.251 0.073 1.266 0.310
77.018 96.450 1.234 0.034 0.896 0.310
75.818 129.864 1.868 0.060 1.068 0.310
70.475 300.851 1.365 0.112 0.897 0.310
72.458 62.942 0.973 0.064 1.038 0.311
78.739 80.256 1.352 0.077 1.161 0.311
72.926 59.554 0.891 0.063 1.144 0.311
71.098 173.509 2.539 0.080 1.101 0.311
83.279 79.439 1.506 0.072 1.741 0.312
78.386 30.774 1.041 0.097 1.064 0.312
62.375 185.874 0.451 0.008 1.014 0.312
71.342 63.898 0.956 0.049 1.051 0.312
69.378 299.784 1.363 0.074 0.943 0.313
74.340 284.534 1.430 0.066 0.908 0.313
73.573 153.610 1.660 0.035 0.967 0.313
75.800 160.133 1.577 0.049 1.330 0.313
65.072 23.199 nan nan 0.918 0.313
76.446 287.835 1.040 0.055 1.139 0.313
69.217 306.187 nan nan 1.162 0.313
74.379 297.854 1.558 0.164 0.949 0.313
76.261 120.964 1.289 0.044 1.011 0.313
79.826 49.467 0.947 0.036 1.224 0.314
82.078 46.146 1.439 0.096 1.237 0.314
75.797 296.768 1.738 0.152 1.060 0.314
81.286 45.000 1.787 0.108 1.378 0.314
70.657 193.794 1.714 0.076 1.363 0.314
70.109 171.870 1.291 0.041 0.999 0.314
77.310 134.284 1.806 0.055 1.349 0.314
76.016 287.272 1.189 0.072 1.458 0.315
78.526 146.155 1.604 0.053 1.195 0.315
69.942 186.766 1.547 0.068 1.403 0.316
78.897 35.134 1.161 0.142 1.237 0.316
72.291 286.595 1.069 0.044 0.997 0.316
71.541 297.970 1.443 0.126 0.913 0.316
78.086 35.036 0.961 0.081 1.169 0.316
78.694 67.249 1.250 0.098 1.317 0.316
72.528 193.768 1.891 0.070 1.485 0.317
80.422 118.664 1.615 0.066 1.241 0.317
79.002 60.038 1.181 0.075 1.198 0.317
70.238 238.029 1.270 0.055 1.966 0.317
75.872 120.027 1.217 0.040 0.882 0.317
68.596 302.101 1.247 0.078 1.145 0.317
72.256 63.273 0.981 0.062 1.272 0.317
70.845 172.917 2.409 0.076 1.456 0.317
79.905 67.135 1.384 0.094 1.179 0.318
75.378 155.993 1.453 0.040 1.120 0.318
70.976 230.758 1.811 0.060 1.857 0.318
74.372 287.133 1.512 0.094 0.965 0.318
71.718 299.876 1.446 0.136 0.984 0.318
70.001 161.973 1.267 0.028 1.000 0.318
75.070 126.439 1.352 0.049 0.938 0.318
69.590 183.478 1.587 0.055 1.551 0.318
77.369 99.713 0.929 0.025 1.520 0.318
79.361 48.417 0.940 0.044 1.259 0.319
74.343 85.475 nan nan 0.863 0.319
74.965 156.689 1.508 0.041 1.116 0.319
72.125 181.081 1.542 0.044 1.154 0.320
76.570 83.766 1.122 0.041 1.060 0.320
75.962 129.161 1.779 0.059 0.962 0.320
73.741 300.285 1.543 0.159 1.092 0.320
75.800 289.867 1.069 0.070 1.109 0.320
75.758 120.809 1.247 0.043 0.869 0.321
76.913 38.737 0.813 0.060 1.113 0.321
77.947 45.754 0.836 0.059 1.199 0.321
84.262 72.979 1.539 0.081 1.586 0.321
77.369 37.786 0.854 0.062 1.120 0.321
76.398 118.045 1.184 0.035 0.924 0.321
79.025 145.823 1.681 0.059 1.297 0.321
73.518 288.682 1.633 0.107 1.039 0.322
74.717 77.699 1.043 0.036 1.127 0.322
78.820 63.178 1.203 0.086 1.302 0.322
71.822 303.395 1.713 0.167 1.185 0.322
72.660 297.395 1.566 0.163 1.198 0.323
75.883 126.597 1.478 0.054 0.940 0.323
80.459 77.106 1.615 0.102 1.471 0.323
70.622 302.675 1.350 0.128 1.156 0.323
80.459 40.236 1.351 0.122 1.050 0.323
76.906 115.907 1.183 0.033 1.029 0.323
75.850 291.886 0.951 0.076 1.190 0.323
77.434 40.657 0.866 0.065 1.164 0.324
75.518 287.592 1.258 0.080 1.184 0.324
76.187 92.328 0.676 0.018 1.103 0.324
82.617 67.714 1.685 0.079 1.413 0.324
72.011 289.341 1.473 0.065 1.193 0.324
74.281 296.748 1.604 0.170 1.128 0.324
75.427 77.998 1.083 0.040 1.102 0.325
77.116 130.764 1.723 0.059 1.091 0.325
70.525 297.897 1.403 0.090 0.971 0.325
72.273 185.458 1.790 0.061 1.529 0.325
74.388 271.236 nan nan 1.378 0.325
76.829 136.380 1.819 0.049 1.261 0.326
75.347 67.954 0.890 0.067 1.377 0.326
73.977 297.104 1.633 0.176 0.970 0.326
79.826 63.153 1.402 0.076 1.065 0.326
73.459 298.828 1.588 0.169 0.991 0.326
71.934 290.014 1.427 0.066 1.261 0.326
71.340 62.354 0.887 0.048 1.431 0.326
74.549 292.652 1.538 0.144 1.008 0.327
77.302 199.075 1.923 0.064 1.123 0.327
77.286 131.424 1.735 0.059 1.181 0.328
79.002 29.962 1.168 0.130 1.275 0.328
76.646 88.556 1.115 0.035 1.741 0.328
79.196 112.574 1.497 0.060 1.060 0.328
72.804 181.123 1.867 0.065 1.311 0.328
72.153 297.372 1.499 0.147 1.018 0.328
70.394 173.079 1.864 0.058 1.308 0.328
73.747 293.199 1.640 0.159 1.053 0.328
77.813 100.069 0.519 0.015 1.336 0.328
71.946 57.200 0.786 0.035 1.016 0.328
74.044 292.775 1.642 0.159 0.990 0.328
80.819 66.251 1.977 0.092 1.043 0.328
72.692 165.332 1.654 0.045 1.469 0.329
78.386 59.226 1.111 0.078 1.200 0.329
73.735 346.827 0.961 0.026 1.179 0.329
70.712 170.263 1.801 0.058 1.266 0.329
71.491 188.032 1.640 0.065 1.255 0.329
75.087 70.201 0.983 0.061 1.197 0.329
77.768 121.504 1.405 0.051 1.125 0.330
71.593 166.218 1.926 0.056 1.249 0.330
77.077 93.483 1.219 0.034 1.492 0.331
79.210 47.526 0.931 0.048 0.989 0.331
74.050 276.875 nan nan 1.041 0.331
73.061 298.095 1.613 0.174 1.099 0.332
80.406 112.671 1.531 0.064 1.205 0.332
68.166 46.672 nan nan 0.750 0.332
64.890 190.098 1.189 0.026 1.011 0.332
67.028 299.710 1.267 0.031 1.240 0.332
69.613 295.858 1.330 0.048 1.147 0.332
78.014 109.113 1.428 0.053 1.332 0.332
81.166 77.550 1.634 0.096 1.179 0.332
77.620 137.203 1.727 0.051 1.085 0.332
73.657 293.923 1.634 0.163 1.027 0.332
76.836 122.471 1.370 0.050 1.059 0.332
71.041 194.778 1.749 0.070 1.258 0.332
61.807 187.610 0.579 0.011 1.353 0.332
78.360 187.193 1.885 0.094 1.325 0.333
69.853 162.780 nan nan 0.951 0.333
71.521 60.471 0.818 0.039 1.584 0.333
76.646 144.574 1.099 0.025 1.175 0.333
69.856 340.755 0.960 0.033 1.168 0.333
78.579 121.350 1.491 0.055 1.120 0.333
77.751 49.456 0.883 0.068 0.817 0.333
74.178 117.474 0.652 0.022 0.860 0.333
77.405 81.293 1.188 0.053 1.019 0.333
77.575 59.036 1.130 0.066 1.132 0.333
70.522 182.317 1.487 0.042 1.263 0.334
77.135 132.173 1.787 0.058 1.241 0.334
77.955 35.910 0.933 0.073 1.263 0.334
75.158 257.330 nan nan 1.122 0.334
77.896 156.523 1.585 0.049 1.183 0.334
76.103 141.557 nan nan 1.086 0.334
70.808 191.837 1.631 0.078 1.315 0.335
72.337 182.553 1.765 0.054 1.359 0.335
74.401 80.470 0.961 0.025 1.016 0.336
69.091 298.635 1.351 0.057 1.085 0.336
71.799 173.972 2.240 0.073 1.204 0.336
61.548 190.774 0.673 0.012 1.300 0.336
69.924 302.176 1.323 0.112 0.946 0.336
73.370 296.046 1.619 0.172 0.964 0.336
79.149 289.933 nan nan 1.050 0.337
79.380 45.000 1.088 0.063 0.997 0.337
74.395 283.736 1.402 0.060 1.054 0.337
77.226 73.156 1.187 0.077 1.257 0.337
70.184 236.581 1.163 0.048 0.967 0.337
75.800 72.997 1.078 0.063 1.190 0.337
71.076 168.690 2.155 0.066 1.156 0.337
70.789 342.626 1.037 0.044 0.963 0.337
78.412 61.699 1.164 0.085 1.239 0.338
73.901 284.133 1.443 0.060 1.398 0.338
81.408 67.782 1.912 0.091 1.294 0.338
76.257 188.924 1.939 0.085 1.332 0.338
73.441 286.960 1.556 0.082 1.066 0.338
77.494 150.446 1.363 0.039 1.258 0.338
71.632 298.918 1.446 0.133 1.049 0.338
70.551 301.759 1.344 0.120 0.981 0.338
81.115 48.066 2.267 0.129 1.197 0.338
78.811 52.326 0.957 0.055 1.066 0.339
70.075 181.618 1.605 0.048 1.638 0.339
72.068 302.196 1.610 0.157 1.134 0.339
77.838 122.957 1.425 0.052 1.096 0.339
78.486 112.319 1.439 0.055 0.983 0.339
76.180 156.557 1.422 0.042 1.242 0.339
80.891 121.931 1.651 0.066 1.366 0.339
81.234 51.226 1.987 0.103 1.335 0.339
77.302 132.852 1.793 0.058 1.170 0.340
70.308 179.018 1.258 0.035 1.462 0.340
74.965 113.311 nan nan 0.829 0.340
72.389 188.440 1.805 0.067 1.371 0.340
74.089 287.668 1.591 0.103 1.060 0.341
77.714 123.835 1.437 0.053 1.365 0.341
77.510 27.255 0.945 0.058 1.309 0.341
68.639 300.757 1.288 0.065 1.026 0.342
76.737 81.733 1.150 0.045 1.253 0.342
77.567 285.164 1.386 0.065 1.012 0.342
77.628 134.265 1.769 0.056 1.380 0.342
70.984 268.305 1.676 0.109 1.294 0.343
74.073 298.191 1.585 0.169 1.038 0.343
73.450 156.393 1.511 0.030 1.025 0.344
81.332 116.896 1.614 0.069 1.376 0.344
75.595 296.365 1.603 0.146 1.719 0.344
76.767 82.694 1.135 0.043 1.099 0.344
83.385 87.089 1.511 0.070 1.293 0.344
78.856 84.806 1.459 0.070 1.376 0.344
74.134 273.652 nan nan 1.047 0.344
78.610 208.835 1.972 0.067 1.487 0.344
69.425 304.299 1.365 0.146 1.077 0.344
75.261 292.855 nan nan 1.199 0.344
77.624 284.162 0.752 0.036 1.280 0.345
73.197 301.884 1.621 0.162 1.253 0.345
77.604 131.332 1.698 0.058 1.136 0.345
79.361 290.344 0.953 0.048 1.155 0.345
77.649 147.609 1.409 0.041 1.246 0.345
73.589 287.939 1.609 0.099 0.982 0.345
78.574 42.614 0.963 0.069 1.170 0.345
81.730 61.699 1.685 0.066 1.209 0.345
74.130 301.103 1.402 0.136 1.219 0.346
61.859 189.955 0.616 0.010 1.024 0.346
66.005 299.578 0.821 0.017 1.228 0.346
74.578 298.244 1.521 0.157 1.066 0.347
82.135 79.330 1.524 0.077 1.267 0.347
71.741 298.301 1.458 0.134 1.391 0.347
83.484 70.942 1.507 0.076 1.425 0.347
70.381 194.275 1.715 0.070 1.318 0.347
74.780 155.136 1.529 0.039 1.049 0.347
73.626 165.296 1.587 0.045 1.220 0.347
71.546 296.409 1.459 0.116 0.971 0.347
79.620 37.983 1.239 0.138 1.325 0.348
77.401 145.886 1.339 0.038 1.228 0.348
82.887 56.560 1.525 0.081 1.244 0.348
62.199 188.658 0.616 0.008 1.024 0.348
68.944 67.687 nan nan 0.670 0.349
73.270 63.263 0.995 0.074 1.056 0.349
60.763 185.556 0.682 0.016 1.279 0.349
74.447 282.933 1.361 0.054 0.969 0.349
77.494 119.554 1.345 0.046 1.013 0.349
81.779 70.084 1.672 0.088 1.248 0.350
78.192 59.783 1.105 0.081 1.191 0.350
78.988 51.613 0.938 0.049 1.142 0.350
67.190 301.255 1.203 0.047 1.153 0.350
72.911 67.989 0.958 0.041 1.037 0.351
73.040 60.208 0.932 0.068 1.115 0.351
73.407 284.507 1.429 0.057 1.066 0.351
74.227 347.250 1.002 0.024 1.330 0.351
74.204 212.221 1.885 0.048 1.391 0.351
72.110 67.463 0.969 0.035 0.954 0.351
79.480 38.946 1.211 0.123 1.178 0.352
79.016 65.266 1.208 0.091 1.221 0.352
70.285 177.056 2.094 0.057 1.290 0.352
67.962 299.055 1.280 0.038 1.107 0.352
78.308 114.353 1.408 0.052 1.179 0.352
81.822 53.915 1.622 0.084 1.349 0.352
75.299 200.095 1.876 0.051 1.468 0.352
68.246 300.150 1.254 0.051 1.108 0.353
75.080 294.444 1.451 0.141 1.034 0.353
71.241 296.719 1.437 0.105 1.111 0.353
67.050 298.453 1.359 0.033 1.272 0.353
71.296 230.856 1.896 0.057 1.514 0.354
82.065 48.434 1.457 0.090 1.377 0.354
64.142 198.593 nan nan 0.940 0.354
76.638 74.914 1.137 0.062 1.863 0.354
76.627 130.236 1.783 0.060 1.019 0.354
73.508 301.633 1.543 0.151 1.340 0.354
77.710 115.396 1.321 0.044 1.011 0.354
76.499 154.926 1.352 0.039 1.214 0.354
78.888 59.036 1.154 0.072 1.460 0.354
59.682 190.554 0.815 0.014 1.258 0.355
73.990 278.471 nan nan 1.153 0.355
67.651 186.659 1.283 0.049 1.276 0.355
79.262 53.489 0.967 0.047 1.233 0.355
71.212 299.787 1.403 0.125 1.013 0.355
68.857 185.194 1.531 0.062 1.480 0.355
70.617 298.796 1.394 0.101 1.055 0.355
75.584 294.370 0.871 0.082 1.215 0.355
82.264 55.620 1.609 0.081 1.278 0.355
74.214 68.728 0.930 0.052 1.298 0.355
79.811 29.667 1.453 0.195 1.381 0.356
74.661 289.231 1.484 0.112 1.061 0.356
69.688 299.548 1.376 0.081 1.125 0.356
59.181 190.814 0.828 0.013 1.047 0.356
77.214 97.561 1.334 0.036 1.070 0.356
74.118 85.539 nan nan 1.218 0.356
72.843 299.419 1.582 0.167 1.002 0.357
76.925 80.618 1.153 0.048 1.381 0.357
72.110 177.479 2.055 0.061 1.580 0.357
78.192 30.217 0.999 0.081 1.248 0.357
80.112 113.369 1.535 0.064 1.145 0.358
66.876 301.443 1.189 0.046 1.488 0.358
72.660 64.265 0.994 0.063 1.621 0.358
71.163 175.549 2.391 0.072 1.306 0.358
72.008 197.076 2.037 0.068 1.342 0.359
73.505 286.213 1.518 0.075 1.018 0.359
69.815 189.305 1.576 0.078 1.434 0.359
77.073 149.207 1.228 0.034 1.119 0.359
81.455 55.685 1.563 0.077 1.285 0.359
70.295 182.291 1.650 0.047 1.227 0.359
76.242 142.289 nan nan 0.805 0.360
82.535 62.281 1.734 0.077 1.355 0.360
80.224 115.096 1.565 0.066 1.253 0.360
72.406 67.859 0.948 0.036 1.152 0.360
78.256 79.548 1.275 0.070 1.208 0.360
73.373 342.300 0.902 0.013 1.327 0.360
72.320 292.816 1.521 0.112 1.192 0.360
73.673 297.446 1.626 0.175 1.091 0.360
74.178 295.656 1.633 0.172 1.030 0.361
73.955 156.485 1.560 0.035 1.067 0.361
70.483 175.703 1.790 0.052 1.331 0.361
77.187 150.068 1.270 0.035 1.288 0.361
70.835 296.114 1.425 0.085 1.162 0.362
76.890 113.714 nan nan 1.083 0.362
68.879 50.625 nan nan 1.072 0.362
78.386 40.301 0.971 0.075 1.179 0.362
76.401 86.689 1.089 0.036 1.398 0.362
79.722 71.565 1.401 0.101 1.323 0.362
77.959 85.192 1.285 0.053 1.129 0.363
71.370 174.806 2.404 0.075 1.234 0.363
73.076 290.601 1.644 0.121 1.218 0.363
75.694 85.050 1.095 0.035 1.054 0.363
70.308 299.055 1.392 0.094 1.078 0.363
76.664 137.045 1.734 0.044 1.012 0.364
71.192 183.085 1.638 0.042 0.978 0.364
72.528 293.102 1.546 0.125 1.174 0.364
72.885 302.125 1.676 0.169 1.244 0.364
76.863 92.447 1.092 0.031 1.048 0.364
76.309 282.783 1.180 0.052 1.248 0.364
77.147 133.586 1.823 0.057 1.124 0.365
71.892 268.221 1.738 0.102 1.309 0.365
79.816 114.027 1.534 0.064 1.299 0.365
72.701 291.732 1.582 0.118 1.043 0.365
69.613 297.272 1.380 0.059 1.120 0.365
82.356 50.947 1.479 0.086 1.533 0.365
73.769 155.031 1.589 0.034 1.102 0.365
78.495 52.125 0.956 0.062 1.303 0.365
69.291 298.934 1.363 0.065 1.158 0.366
79.698 112.380 1.512 0.062 1.185 0.366
74.717 291.098 1.471 0.126 0.997 0.366
72.415 164.809 1.725 0.045 1.256 0.366
73.431 300.564 1.563 0.162 0.967 0.366
82.028 85.972 1.465 0.066 1.370 0.367
77.649 57.609 1.115 0.069 1.079 0.367
71.348 185.882 1.602 0.056 1.360 0.367
70.757 181.675 1.046 0.030 1.231 0.367
70.081 180.971 1.589 0.046 1.627 0.367
78.605 113.791 1.447 0.056 1.038 0.367
73.974 295.308 1.655 0.174 1.045 0.367
81.126 43.977 1.636 0.105 1.452 0.368
77.191 142.829 1.308 0.034 1.186 0.368
59.821 191.479 0.907 0.015 1.044 0.368
66.090 300.315 1.030 0.026 1.042 0.368
74.667 293.749 1.560 0.152 1.025 0.368
75.765 67.276 0.723 0.058 1.073 0.368
71.842 184.616 1.699 0.053 1.379 0.368
77.661 82.164 1.212 0.055 1.418 0.368
72.499 301.342 1.569 0.158 1.077 0.368
76.593 155.794 1.406 0.041 1.235 0.368
71.057 201.233 1.408 0.032 1.531 0.368
76.012 290.179 nan nan 1.374 0.368
78.360 69.121 1.267 0.100 1.275 0.369
75.392 154.026 1.424 0.037 1.182 0.369
77.230 38.581 0.844 0.063 0.965 0.369
76.798 77.735 1.159 0.055 1.231 0.369
80.066 11.056 2.201 0.158 1.818 0.369
73.487 270.390 1.451 0.080 1.289 0.370
73.263 295.017 1.610 0.166 1.006 0.370
71.138 62.671 0.895 0.047 1.306 0.370
76.480 189.072 1.940 0.087 1.227 0.370
77.274 112.270 0.932 0.029 1.119 0.371
81.315 96.667 1.708 0.053 1.298 0.371
81.761 46.102 1.552 0.099 1.321 0.371
79.509 40.668 1.212 0.107 1.294 0.371
80.112 66.631 1.473 0.093 1.126 0.372
77.896 50.262 0.904 0.067 1.246 0.372
71.370 185.194 1.624 0.053 1.289 0.372
71.632 56.991 0.661 0.027 1.112 0.372
72.534 299.699 1.539 0.158 1.063 0.372
