################## FYI, April 2016 values
### Lats,Lons,PIOMAS SIT,CS2U SIT,CS2C SIT
78.408 94.994 1.119 1.997 1.202
78.408 138.136 1.814 1.862 1.202
80.716 162.440 2.101 2.060 1.202
81.834 116.917 1.851 1.941 1.202
84.737 156.161 2.095 1.977 1.203
81.927 119.055 1.874 1.914 1.203
76.748 166.787 2.168 1.982 1.203
75.595 63.635 nan 1.681 1.204
72.631 130.802 nan 1.860 1.204
83.037 152.199 2.088 2.026 1.204
81.426 17.488 1.484 1.992 1.204
78.154 162.937 2.173 2.100 1.205
69.590 189.203 3.062 2.050 1.205
74.585 176.241 2.580 2.108 1.205
74.121 165.669 2.547 2.069 1.205
78.650 159.775 2.124 2.009 1.205
84.324 75.141 1.628 1.979 1.205
83.183 47.663 1.520 1.970 1.205
83.484 109.058 1.828 1.989 1.205
81.853 161.565 2.086 1.955 1.205
73.623 126.634 nan 1.787 1.206
75.019 197.892 1.962 1.964 1.206
82.845 72.699 1.553 1.885 1.206
84.727 183.652 2.202 2.071 1.206
83.037 117.801 1.897 2.134 1.206
68.336 283.530 0.110 1.578 1.207
81.508 149.036 2.057 2.030 1.207
83.183 165.735 2.067 1.917 1.207
73.776 153.258 3.014 2.016 1.207
79.610 203.523 2.199 2.141 1.207
75.673 174.155 2.470 1.943 1.207
70.538 167.651 2.159 1.945 1.208
81.332 165.784 2.085 1.895 1.208
83.272 161.565 2.078 1.931 1.208
70.896 169.484 2.143 2.100 1.208
83.146 94.686 1.757 2.037 1.208
81.321 203.587 2.266 1.933 1.209
83.554 72.824 1.583 2.028 1.209
81.373 89.256 1.097 2.275 1.209
84.315 122.125 1.956 1.968 1.209
81.443 136.061 1.974 1.910 1.210
83.939 101.725 1.792 2.033 1.210
75.563 239.647 nan 1.782 1.210
77.764 177.374 2.258 1.970 1.210
71.079 160.919 2.818 1.869 1.210
74.614 346.065 1.001 1.781 1.210
82.409 201.644 2.290 2.109 1.210
84.504 93.504 1.773 1.971 1.210
78.901 134.182 1.846 1.924 1.211
78.920 64.213 1.313 1.924 1.211
82.576 146.070 2.073 2.024 1.211
75.514 169.735 2.389 1.969 1.211
76.387 156.181 1.969 1.897 1.211
81.816 120.426 1.885 1.939 1.211
82.775 71.003 1.519 2.118 1.212
80.219 4.600 2.352 2.185 1.212
80.507 149.500 2.041 2.029 1.213
72.675 136.051 1.909 1.747 1.213
71.643 159.567 2.593 1.958 1.213
69.140 189.005 3.135 1.796 1.213
78.330 171.714 2.223 1.976 1.213
84.236 97.815 1.783 2.032 1.214
81.952 124.796 1.926 2.017 1.214
81.211 162.951 2.090 2.053 1.214
70.936 170.149 2.061 2.000 1.214
75.790 155.256 2.142 1.970 1.214
74.118 184.461 2.390 1.797 1.214
74.506 159.201 2.510 1.953 1.214
72.995 158.691 2.842 1.931 1.214
80.841 172.266 2.094 1.872 1.214
76.027 223.047 2.333 2.063 1.215
84.596 39.958 1.554 2.039 1.215
83.824 112.380 1.870 2.071 1.216
79.403 156.961 2.101 1.986 1.216
81.432 138.180 1.981 1.993 1.216
83.235 61.314 1.484 2.018 1.216
82.323 23.199 1.367 2.117 1.216
85.531 157.932 2.120 2.100 1.216
75.302 342.672 0.889 1.789 1.216
84.107 75.700 1.614 2.011 1.216
74.887 64.006 1.753 1.975 1.216
82.415 106.294 1.772 2.001 1.216
82.489 87.436 1.557 2.019 1.217
83.161 92.816 1.763 2.016 1.217
78.892 137.454 1.878 1.892 1.217
83.037 27.801 1.459 2.225 1.217
69.817 176.483 nan 1.943 1.218
76.346 173.868 2.401 1.982 1.218
75.138 301.409 nan 1.722 1.218
74.797 159.692 2.433 2.090 1.218
80.422 83.956 1.274 2.037 1.218
76.991 172.569 2.333 1.940 1.218
70.272 183.597 3.455 1.934 1.218
81.640 162.051 2.086 1.922 1.218
73.230 176.543 2.665 1.973 1.219
80.318 203.895 2.229 1.964 1.219
71.892 178.221 2.007 1.988 1.219
73.573 172.535 2.611 1.996 1.219
83.430 119.624 1.922 1.996 1.219
75.694 168.690 2.341 1.918 1.219
62.354 279.655 1.345 1.477 1.219
83.339 153.004 2.088 2.097 1.220
72.950 185.673 2.471 1.960 1.220
82.028 114.044 1.827 2.043 1.220
78.149 122.638 1.656 2.075 1.220
83.430 150.376 2.083 2.019 1.220
77.947 192.355 2.131 1.812 1.220
71.163 184.451 3.555 2.014 1.220
80.646 136.941 1.948 1.978 1.220
82.549 132.563 1.989 1.969 1.220
76.096 173.047 2.413 2.025 1.220
79.925 205.710 2.235 1.973 1.220
70.638 163.460 2.635 2.025 1.221
81.694 169.902 2.079 1.957 1.221
73.892 184.399 2.419 1.838 1.221
71.724 162.457 2.705 1.913 1.221
81.508 126.416 1.926 2.011 1.221
74.294 159.492 2.562 1.925 1.221
71.422 170.595 2.268 2.073 1.222
84.440 154.983 2.090 1.985 1.222
85.398 175.815 2.187 2.074 1.222
72.784 338.962 0.613 2.419 1.222
81.385 167.229 2.083 2.259 1.222
82.429 82.349 1.481 2.242 1.223
74.359 176.295 2.595 2.010 1.223
84.689 108.435 1.878 2.100 1.223
80.880 127.011 1.912 1.973 1.224
82.135 35.727 1.480 2.168 1.225
84.039 151.991 2.082 2.008 1.225
72.285 219.852 1.552 1.909 1.225
73.294 167.179 2.639 2.070 1.225
70.993 269.661 1.714 1.885 1.226
74.166 180.406 2.651 1.925 1.226
84.377 144.728 2.077 2.035 1.226
83.059 190.222 2.178 1.966 1.226
79.826 153.153 2.072 1.927 1.227
84.289 91.123 1.763 2.043 1.227
74.884 171.027 2.497 2.109 1.228
78.988 157.874 2.110 1.899 1.228
78.103 133.472 1.720 2.210 1.229
79.816 155.973 2.095 1.928 1.229
81.532 152.418 2.079 1.941 1.229
72.360 167.115 2.585 1.989 1.230
84.422 128.480 1.991 1.987 1.230
70.001 169.955 0.632 1.882 1.230
79.960 123.158 1.867 1.988 1.230
85.621 175.601 2.207 2.195 1.230
78.183 94.899 1.333 2.248 1.230
82.930 150.593 2.086 2.054 1.231
79.011 161.565 2.186 2.001 1.231
71.991 220.950 1.463 2.172 1.231
70.011 184.844 3.524 1.995 1.231
83.816 121.675 1.944 1.996 1.231
74.734 161.565 2.418 1.875 1.231
72.578 178.891 2.626 2.024 1.231
82.908 158.703 2.087 1.994 1.231
83.881 124.563 1.962 2.057 1.231
80.328 133.122 1.927 1.915 1.232
76.729 162.790 2.066 1.941 1.232
73.936 178.798 2.707 2.023 1.232
80.565 142.722 1.966 1.975 1.232
74.834 177.879 2.577 1.977 1.232
72.354 164.105 2.632 1.988 1.232
72.552 183.323 2.989 2.024 1.232
84.048 73.610 1.592 2.024 1.232
83.059 100.222 1.742 1.994 1.232
73.478 181.948 2.723 1.969 1.232
82.489 182.564 2.114 2.019 1.233
82.651 97.883 1.730 2.019 1.233
73.367 339.852 nan 2.078 1.233
71.994 211.209 1.589 1.956 1.233
85.809 124.114 2.016 2.063 1.233
73.710 68.565 0.952 2.067 1.233
82.435 154.573 2.092 2.061 1.233
73.456 183.504 2.609 1.961 1.233
70.942 218.290 1.556 1.893 1.234
68.381 185.681 4.008 2.283 1.234
70.308 240.945 1.898 1.809 1.234
85.143 154.026 2.103 2.000 1.235
79.905 157.135 2.104 2.032 1.235
72.354 189.162 2.351 1.954 1.235
75.969 271.375 nan 2.060 1.235
79.461 122.845 1.833 1.931 1.235
81.688 142.667 2.022 2.075 1.235
83.981 189.638 2.213 2.186 1.235
80.507 168.425 2.105 2.006 1.235
83.832 93.122 1.748 2.102 1.236
80.026 179.356 2.144 1.909 1.236
83.881 34.563 1.512 2.188 1.237
73.735 193.173 2.004 2.044 1.237
80.142 130.389 1.911 1.988 1.237
79.995 131.367 1.911 1.750 1.237
84.596 50.042 1.613 2.115 1.237
82.509 121.551 1.918 2.054 1.237
80.147 146.129 1.991 1.933 1.238
84.377 77.347 1.661 2.017 1.238
82.277 199.486 2.255 1.994 1.238
81.730 171.431 2.082 1.841 1.239
81.730 204.829 2.296 1.945 1.239
81.822 113.405 1.816 2.013 1.239
83.719 101.310 1.777 2.103 1.239
71.918 164.495 2.613 2.185 1.239
84.324 165.141 2.080 2.102 1.239
74.418 132.079 1.735 1.998 1.240
81.927 150.945 2.076 1.967 1.240
82.336 26.940 1.396 2.086 1.240
74.661 171.158 2.520 1.974 1.240
72.578 181.109 2.927 2.065 1.240
80.991 21.140 1.523 1.909 1.241
75.271 165.434 2.349 1.915 1.241
83.317 81.327 1.668 2.068 1.241
81.275 195.642 2.192 2.094 1.241
69.037 186.476 3.672 1.969 1.241
76.544 172.816 2.372 1.979 1.241
74.757 134.403 1.556 1.783 1.241
73.462 193.753 1.987 2.005 1.241
82.091 192.265 2.175 2.070 1.242
82.576 33.930 1.526 1.977 1.242
79.518 155.353 2.079 1.902 1.242
75.973 156.922 2.050 1.945 1.243
73.564 167.768 2.625 1.970 1.243
72.048 185.389 2.900 2.069 1.243
84.107 104.300 1.821 2.120 1.244
74.810 176.186 2.565 2.088 1.244
84.843 152.879 2.096 1.995 1.244
75.708 164.982 2.254 1.983 1.244
84.236 155.924 2.086 2.084 1.244
75.282 298.715 1.363 1.857 1.245
79.489 201.915 2.176 2.005 1.245
83.752 126.254 1.970 2.044 1.245
84.124 149.036 2.081 1.988 1.245
77.108 153.658 1.857 1.975 1.245
83.832 183.122 2.139 2.019 1.246
72.351 178.905 2.539 1.949 1.246
86.106 71.565 1.836 2.203 1.246
71.003 289.722 1.130 1.685 1.247
83.981 108.435 1.844 1.969 1.247
80.312 119.827 1.841 1.939 1.247
76.748 346.787 1.044 2.219 1.248
73.484 178.831 2.759 2.090 1.248
79.509 139.332 1.922 1.978 1.248
80.613 203.199 2.235 1.917 1.248
72.165 188.334 2.492 1.921 1.248
71.491 188.032 2.857 2.082 1.248
76.195 178.603 2.387 1.974 1.249
76.309 347.217 1.052 1.685 1.249
73.251 178.078 2.742 1.984 1.249
71.934 218.938 1.493 1.972 1.249
84.642 169.160 2.094 2.105 1.250
73.682 193.941 1.986 2.004 1.250
78.947 216.754 2.404 2.093 1.250
75.648 167.811 2.325 2.003 1.250
71.665 178.243 1.622 2.319 1.250
74.359 60.306 nan 2.193 1.250
83.890 166.218 2.069 2.051 1.250
73.601 173.313 2.599 2.060 1.250
83.438 53.326 1.517 2.161 1.250
72.346 132.936 1.472 2.294 1.251
69.538 301.504 1.319 1.926 1.251
80.173 82.794 1.330 2.142 1.251
79.698 149.250 2.017 2.013 1.251
83.616 178.995 2.110 2.138 1.251
77.938 174.130 2.258 2.008 1.251
80.683 86.553 1.142 2.288 1.252
78.892 47.454 0.605 2.415 1.252
80.422 151.336 2.062 1.973 1.252
76.875 89.510 0.947 2.043 1.252
81.915 132.754 1.978 1.962 1.252
75.151 343.757 0.941 2.522 1.252
75.292 169.891 2.423 2.006 1.252
71.699 164.683 2.593 2.148 1.253
84.065 144.211 2.072 1.994 1.253
75.800 160.133 2.183 1.950 1.254
81.706 163.523 2.083 1.946 1.254
70.045 238.371 1.537 1.866 1.254
83.696 56.592 1.544 2.348 1.254
71.480 164.867 2.573 2.181 1.255
80.328 206.862 2.266 1.942 1.255
83.499 100.923 1.762 2.044 1.255
66.782 194.913 nan 2.110 1.255
84.056 176.760 2.102 2.142 1.255
82.123 150.154 2.074 2.017 1.255
71.856 339.319 0.667 2.192 1.256
71.342 169.232 2.324 2.056 1.256
82.930 60.593 1.446 2.084 1.256
84.614 159.305 2.091 2.124 1.256
80.250 89.341 1.152 2.123 1.256
72.438 160.174 2.791 1.990 1.256
70.512 177.022 1.615 2.058 1.257
75.872 226.287 2.427 1.999 1.257
84.193 123.996 1.964 2.062 1.257
75.620 172.376 2.448 2.129 1.257
78.838 56.470 0.831 2.127 1.257
83.197 147.095 2.083 2.056 1.258
81.622 29.650 1.486 1.894 1.258
71.632 183.861 3.420 1.962 1.258
67.676 190.176 2.959 2.080 1.259
76.320 172.933 2.393 1.984 1.259
80.163 132.230 1.919 2.025 1.259
80.219 85.400 1.283 2.042 1.259
85.227 140.711 2.073 2.188 1.259
72.995 136.071 1.909 1.842 1.259
82.944 125.961 1.959 2.077 1.259
73.710 178.815 2.733 2.146 1.259
73.589 162.061 2.581 2.001 1.259
81.538 173.157 2.088 1.956 1.260
70.691 185.013 3.550 1.976 1.260
82.356 140.947 2.042 1.961 1.260
83.816 174.806 2.088 2.068 1.260
83.339 163.393 2.072 2.108 1.260
74.661 160.769 2.434 2.049 1.261
82.232 28.413 1.426 2.110 1.261
75.107 170.893 2.471 2.010 1.261
83.538 62.103 1.511 2.158 1.261
79.722 207.962 2.263 1.859 1.261
85.082 138.691 2.056 2.092 1.261
81.234 128.774 1.936 2.043 1.261
83.841 117.031 1.909 2.088 1.261
75.500 176.894 2.488 2.135 1.261
71.138 290.596 1.311 2.120 1.261
85.237 66.448 1.662 2.057 1.262
72.581 166.950 2.613 2.039 1.262
84.342 62.928 1.562 1.958 1.262
84.843 62.879 1.594 2.077 1.262
83.816 132.064 1.993 2.017 1.262
81.990 110.462 1.798 2.062 1.262
82.987 141.483 2.068 1.982 1.263
79.518 204.647 2.208 1.979 1.263
82.475 104.657 1.759 2.054 1.264
72.456 168.546 2.583 1.946 1.264
83.279 169.439 2.067 2.178 1.264
71.009 171.486 2.040 2.042 1.264
82.415 163.706 2.076 2.006 1.265
72.748 166.054 2.626 2.100 1.265
73.031 178.862 2.807 2.097 1.265
80.858 199.323 2.216 2.167 1.265
80.896 166.477 2.094 2.138 1.266
71.392 224.021 1.306 1.793 1.267
73.157 197.468 1.909 1.996 1.267
83.369 94.844 1.753 2.011 1.267
72.728 160.622 2.750 2.097 1.267
74.961 214.046 2.014 1.988 1.267
82.065 18.947 1.398 2.287 1.267
79.262 166.109 2.200 2.141 1.267
79.062 135.000 1.872 1.936 1.268
82.091 102.265 1.735 1.969 1.268
82.733 28.540 1.446 2.131 1.268
85.679 73.443 1.776 2.036 1.268
84.006 147.200 2.077 2.088 1.268
84.141 116.075 1.909 2.172 1.269
71.323 186.569 3.157 2.025 1.269
83.030 66.318 1.535 2.045 1.269
85.185 162.408 2.109 2.133 1.269
84.202 79.992 1.678 2.161 1.270
84.431 149.826 2.086 2.104 1.270
84.596 103.173 1.842 2.285 1.270
75.087 160.201 2.357 2.061 1.270
74.985 348.354 1.185 2.239 1.270
73.990 171.529 2.586 1.918 1.270
79.313 155.854 2.084 2.006 1.270
81.143 18.435 1.502 2.010 1.270
83.117 158.025 2.087 1.912 1.271
70.373 213.781 1.100 2.049 1.271
83.161 140.315 2.056 1.993 1.271
84.458 45.000 1.596 2.128 1.271
85.497 145.125 2.099 2.094 1.271
84.931 59.470 1.605 2.032 1.271
83.124 142.943 2.077 2.049 1.272
84.377 102.653 1.825 2.185 1.272
74.568 175.409 2.579 2.075 1.272
83.015 77.969 1.612 2.136 1.272
85.031 67.479 1.625 2.195 1.273
81.822 143.915 2.039 2.142 1.273
77.325 126.363 1.597 1.903 1.273
74.944 300.964 1.202 2.072 1.273
71.474 167.735 2.428 2.413 1.273
85.821 159.624 2.135 2.063 1.274
80.743 141.882 1.966 2.049 1.274
72.885 57.875 1.289 2.437 1.274
83.369 85.156 1.720 2.064 1.274
84.289 178.877 2.126 2.199 1.275
83.235 65.556 1.523 1.994 1.275
84.476 72.300 1.619 2.066 1.275
73.373 162.300 2.603 2.042 1.275
82.692 105.101 1.766 2.105 1.275
82.040 166.159 2.073 1.838 1.276
68.013 188.545 3.568 1.993 1.276
77.976 93.743 1.248 2.014 1.276
84.614 43.315 1.568 2.120 1.277
81.616 112.797 1.808 1.940 1.277
71.041 187.842 3.137 2.029 1.277
83.392 89.029 1.764 2.088 1.277
81.200 201.666 2.245 2.078 1.277
72.139 167.276 2.558 1.972 1.277
84.342 152.928 2.087 2.003 1.278
71.438 215.134 1.517 1.862 1.278
69.575 293.033 0.887 1.967 1.278
71.872 183.200 3.453 2.102 1.278
73.747 156.801 2.740 1.974 1.279
75.790 294.744 1.063 1.878 1.279
80.491 134.045 1.937 2.050 1.279
70.081 179.029 2.032 2.192 1.279
83.168 89.061 1.766 2.130 1.279
70.256 184.248 3.538 2.031 1.280
84.485 95.826 1.787 2.165 1.280
79.262 103.891 1.207 1.847 1.281
75.469 156.801 2.212 1.940 1.281
82.987 128.517 1.977 1.969 1.281
83.124 127.057 1.971 2.014 1.281
85.154 83.367 1.769 1.993 1.281
83.139 153.853 2.089 2.166 1.281
82.232 95.793 1.711 1.885 1.281
80.507 120.500 1.852 1.974 1.282
81.491 196.049 2.201 2.236 1.282
74.887 346.686 1.029 2.083 1.282
74.343 175.475 2.591 2.018 1.282
83.476 129.428 1.983 2.112 1.282
78.183 175.101 2.237 2.081 1.283
82.699 122.471 1.931 2.051 1.283
66.244 190.670 2.134 2.395 1.284
80.224 61.966 1.672 2.071 1.284
82.987 70.408 1.558 2.105 1.284
81.252 189.583 2.130 2.080 1.284
84.377 167.347 2.082 2.102 1.284
72.537 184.059 2.886 2.102 1.284
72.421 187.716 2.456 1.997 1.284
84.056 183.240 2.146 2.211 1.285
80.700 201.930 2.229 1.966 1.285
73.450 156.393 2.813 1.956 1.285
70.499 176.362 1.169 2.011 1.285
73.441 184.279 2.517 2.034 1.286
78.269 215.665 2.379 1.844 1.286
79.219 44.157 0.643 2.015 1.286
74.447 161.042 2.473 2.037 1.286
70.760 167.508 2.280 1.984 1.287
82.866 132.455 1.994 2.044 1.287
79.801 179.370 2.151 1.970 1.287
70.725 176.319 1.344 1.954 1.287
81.934 154.502 2.091 2.052 1.287
83.816 185.194 2.156 2.120 1.288
75.292 218.182 2.151 2.201 1.288
76.257 351.076 1.312 2.004 1.288
80.528 62.526 1.185 2.165 1.288
84.422 169.592 2.086 2.262 1.289
73.034 157.001 2.877 1.963 1.289
68.039 191.540 2.342 2.023 1.289
84.280 139.764 2.048 2.074 1.290
79.610 156.477 2.100 2.065 1.290
81.194 143.276 1.995 2.072 1.290
76.180 119.687 1.655 1.797 1.290
79.422 154.250 2.065 2.148 1.290
83.841 91.042 1.755 2.098 1.290
81.229 155.072 2.086 2.046 1.290
74.794 175.342 2.565 2.028 1.290
79.280 173.395 2.166 1.868 1.290
85.001 145.954 2.091 2.203 1.290
82.733 155.410 2.092 2.189 1.291
63.715 192.662 0.787 2.391 1.291
73.270 130.643 1.494 2.016 1.291
83.616 91.005 1.760 2.148 1.291
71.269 158.518 2.355 1.941 1.291
82.349 107.904 1.786 2.094 1.292
83.824 157.620 2.082 2.040 1.292
68.690 188.815 3.294 2.182 1.292
84.324 104.859 1.837 2.246 1.292
84.642 79.160 1.695 2.051 1.292
75.424 173.367 2.485 2.035 1.292
81.058 15.255 1.313 1.948 1.293
82.713 182.643 2.119 2.039 1.293
83.095 98.393 1.740 2.098 1.293
76.664 169.824 2.285 2.010 1.293
65.415 321.710 nan 2.157 1.293
79.920 61.440 2.087 2.353 1.293
83.124 59.676 1.467 2.021 1.294
72.616 157.580 2.915 1.948 1.294
81.443 133.939 1.967 1.991 1.294
82.908 105.573 1.771 2.032 1.294
72.085 183.958 3.149 1.976 1.295
80.219 175.400 2.126 1.978 1.295
83.183 75.735 1.600 2.120 1.295
83.609 86.987 1.753 2.092 1.296
84.941 114.864 1.926 2.151 1.296
72.790 182.620 2.926 2.108 1.296
70.083 270.324 1.717 1.917 1.296
69.513 169.554 nan 1.942 1.296
71.438 162.004 2.745 2.044 1.297
70.285 177.056 1.675 2.090 1.297
75.861 222.427 2.309 2.049 1.297
83.792 82.747 1.701 2.131 1.297
85.599 172.694 2.178 2.171 1.297
75.518 162.408 2.260 2.020 1.298
77.147 159.034 1.946 1.939 1.298
80.667 85.179 1.185 2.037 1.298
83.981 99.638 1.779 2.155 1.298
83.507 147.680 2.080 2.070 1.298
83.385 123.959 1.952 2.045 1.299
84.141 153.925 2.085 2.002 1.299
66.896 193.833 1.505 1.911 1.299
76.589 235.911 3.286 2.075 1.300
82.323 156.801 2.093 2.116 1.300
83.499 190.923 2.205 2.005 1.300
82.116 157.443 2.093 2.206 1.300
80.132 344.859 nan 2.084 1.300
78.330 98.286 nan 2.309 1.301
73.431 169.452 2.640 2.259 1.301
74.098 132.138 1.661 1.970 1.302
84.737 119.291 1.948 1.986 1.302
75.347 157.954 2.255 2.021 1.302
86.927 123.111 2.089 2.222 1.302
76.695 345.847 1.029 2.007 1.302
78.920 154.213 2.035 1.953 1.302
83.616 52.125 1.552 2.256 1.302
83.719 78.690 1.636 2.103 1.303
80.819 156.251 2.087 2.006 1.303
83.841 181.042 2.124 2.087 1.303
81.706 196.477 2.209 2.135 1.304
84.193 146.004 2.077 2.131 1.304
80.963 132.990 1.947 1.983 1.304
86.387 106.189 1.994 2.169 1.304
69.830 177.122 nan 2.152 1.304
75.199 173.468 2.511 1.983 1.305
72.136 164.302 2.630 2.170 1.305
70.982 167.361 2.362 2.175 1.305
83.530 113.459 1.869 2.129 1.306
83.792 97.253 1.755 2.220 1.306
81.024 155.674 2.084 2.088 1.306
79.210 137.526 1.902 1.971 1.306
71.946 212.800 1.546 2.480 1.306
83.124 37.057 1.560 2.233 1.306
72.537 175.941 2.438 2.050 1.307
80.245 178.025 2.132 1.939 1.307
73.892 122.471 nan 1.937 1.307
84.315 57.875 1.588 2.175 1.307
81.896 130.515 1.966 1.981 1.307
80.005 149.697 2.040 2.032 1.308
72.578 170.720 2.573 1.999 1.308
75.396 172.493 2.474 2.132 1.308
83.624 59.381 1.518 2.302 1.308
71.892 181.779 3.167 2.087 1.308
81.030 189.345 2.123 1.998 1.309
72.837 224.469 1.573 1.725 1.309
73.798 172.432 2.597 1.995 1.309
72.011 221.961 1.432 1.838 1.309
81.822 203.405 2.282 2.094 1.309
84.458 171.870 2.094 2.126 1.310
80.433 161.565 2.110 1.991 1.310
82.720 90.881 1.685 2.283 1.310
84.540 105.461 1.854 2.179 1.310
72.354 179.635 2.388 2.083 1.310
74.156 182.031 2.556 2.065 1.310
86.993 135.000 2.131 2.305 1.311
80.433 198.435 2.191 2.288 1.311
81.391 147.758 2.043 1.982 1.311
83.696 146.592 2.078 2.079 1.311
69.433 277.864 nan 1.789 1.312
70.749 170.923 1.744 2.065 1.312
76.798 155.395 1.897 2.046 1.312
71.098 186.491 3.302 2.016 1.312
72.572 163.902 2.629 1.997 1.312
85.365 52.853 1.634 2.098 1.313
80.841 165.114 2.097 2.137 1.313
82.937 154.654 2.092 2.130 1.313
85.143 115.974 1.942 2.190 1.313
80.427 154.335 2.084 2.047 1.313
82.135 197.403 2.227 2.146 1.313
73.939 126.469 nan 1.910 1.313
85.237 60.422 1.643 2.148 1.314
73.343 167.932 2.645 2.086 1.314
84.911 140.356 2.061 2.145 1.314
76.890 156.286 1.889 2.001 1.314
72.099 183.240 3.309 2.148 1.314
72.802 131.292 1.534 1.736 1.315
84.737 150.709 2.093 2.118 1.315
84.458 98.130 1.799 2.191 1.315
83.484 70.942 1.555 2.193 1.315
80.727 154.983 2.087 2.184 1.316
82.529 139.865 2.038 2.190 1.316
74.897 237.137 1.811 2.281 1.316
76.361 164.249 2.137 1.840 1.317
83.183 137.663 2.029 2.154 1.317
79.693 136.762 1.915 2.026 1.317
82.264 34.380 1.508 2.237 1.317
84.614 110.695 1.889 2.101 1.318
80.117 60.819 2.114 2.315 1.318
84.540 61.858 1.576 2.084 1.318
84.236 114.076 1.897 2.091 1.318
73.315 136.091 1.904 1.870 1.318
83.792 140.856 2.056 2.107 1.319
69.914 187.404 3.387 2.068 1.319
77.506 216.973 2.358 2.042 1.319
80.107 350.218 1.416 1.925 1.319
82.429 172.349 2.080 1.986 1.320
85.621 147.529 2.108 2.071 1.321
74.654 343.421 0.952 2.451 1.321
69.853 180.960 2.620 2.173 1.321
80.459 146.497 2.004 1.984 1.322
84.504 183.504 2.181 2.193 1.323
84.971 163.179 2.100 2.079 1.323
83.530 66.541 1.542 2.083 1.323
76.067 352.131 1.572 2.110 1.323
82.987 160.408 2.082 1.972 1.323
83.841 88.958 1.760 2.071 1.323
69.840 182.239 3.163 2.218 1.323
82.213 139.667 2.026 2.265 1.323
71.201 221.605 1.390 2.034 1.324
83.939 64.855 1.541 2.137 1.324
74.934 163.996 2.396 2.067 1.324
74.214 171.409 2.564 2.026 1.324
85.227 50.711 1.611 2.277 1.324
73.518 161.318 2.618 2.102 1.325
73.349 344.745 1.153 1.867 1.325
74.082 339.775 nan 1.916 1.326
75.511 177.780 2.482 2.057 1.326
74.496 192.124 2.060 2.105 1.326
82.944 89.091 1.748 2.087 1.326
86.737 120.964 2.067 2.149 1.326
75.641 158.448 2.180 2.094 1.326
69.815 189.305 3.025 2.157 1.327
80.142 98.499 nan 1.870 1.327
73.930 182.003 2.601 2.067 1.327
83.385 177.089 2.098 2.025 1.327
81.024 204.326 2.261 2.144 1.328
81.749 138.302 1.997 2.117 1.328
77.329 349.287 1.271 2.379 1.328
73.832 191.622 2.043 2.080 1.329
85.175 176.009 2.167 2.197 1.330
79.145 286.189 nan 2.235 1.330
74.717 347.699 1.270 2.058 1.331
83.324 112.694 1.856 2.116 1.331
85.227 129.289 2.018 2.117 1.331
70.864 161.139 2.803 1.965 1.332
80.391 148.349 2.026 2.114 1.332
75.708 226.909 2.434 1.979 1.332
70.917 185.072 3.548 2.060 1.332
69.991 185.486 3.535 2.148 1.332
81.115 203.009 2.253 2.074 1.333
82.135 153.800 2.091 2.047 1.333
72.778 176.634 2.582 2.124 1.333
81.532 27.582 1.507 1.988 1.333
75.220 159.087 2.313 1.999 1.333
83.484 160.942 2.077 2.042 1.333
73.318 188.130 2.199 2.047 1.334
73.004 211.483 1.711 2.724 1.334
82.562 161.565 2.082 2.122 1.334
81.634 153.778 2.086 2.177 1.335
84.971 106.821 1.883 2.114 1.335
69.613 182.215 3.254 2.063 1.335
85.531 67.932 1.715 2.107 1.335
83.183 42.337 1.602 2.166 1.335
75.765 345.854 1.009 2.406 1.335
74.054 191.785 2.043 2.225 1.335
65.703 23.827 nan 1.918 1.336
82.692 195.101 2.218 2.150 1.336
74.019 341.565 0.705 1.927 1.336
83.841 62.969 1.531 2.150 1.336
77.466 173.320 2.298 2.064 1.336
71.408 210.132 2.183 2.349 1.337
72.395 218.260 1.596 2.399 1.337
74.076 173.928 2.583 2.068 1.337
81.211 17.049 1.334 2.199 1.337
74.441 120.822 1.732 1.987 1.337
83.939 168.275 2.068 2.279 1.337
73.747 113.199 nan 1.777 1.338
81.984 15.396 1.440 2.196 1.338
82.200 164.168 2.077 1.988 1.338
84.449 41.730 1.564 2.137 1.338
72.196 164.999 2.605 2.229 1.338
83.906 159.567 2.078 2.198 1.339
83.768 162.216 2.074 2.110 1.339
84.014 187.524 2.187 2.234 1.339
84.039 185.389 2.166 2.221 1.340
83.569 35.074 1.528 2.296 1.340
84.737 181.219 2.172 2.197 1.340
83.593 185.013 2.150 2.172 1.340
84.262 107.021 1.848 2.136 1.340
85.248 74.982 1.723 2.182 1.340
81.132 176.379 2.098 1.986 1.341
82.489 159.944 2.087 2.035 1.341
75.947 161.854 2.163 1.972 1.341
76.420 178.580 2.369 2.065 1.341
74.301 173.841 2.573 2.114 1.341
73.407 165.493 2.607 2.143 1.342
85.464 105.751 1.913 2.271 1.342
83.385 87.089 1.754 2.064 1.342
82.535 152.281 2.086 2.223 1.342
74.965 156.689 2.396 1.992 1.342
69.433 187.864 3.377 2.092 1.342
74.233 198.693 1.924 2.088 1.343
71.122 185.812 3.377 2.073 1.343
80.406 165.801 2.114 2.064 1.343
83.476 50.572 1.545 2.138 1.343
71.198 170.707 2.181 2.091 1.343
80.619 172.451 2.102 1.851 1.344
85.092 45.000 1.582 2.199 1.344
78.513 155.186 1.995 2.054 1.344
85.312 146.689 2.097 2.141 1.344
81.909 201.949 2.266 2.287 1.345
83.339 116.996 1.897 2.209 1.345
