################## FYI, April 2016 values
### Lats,Lons,PIOMAS SIT,CS2U SIT,CS2C SIT
77.909 28.229 0.573 1.082 0.435
72.110 267.479 1.685 1.098 0.436
75.998 117.181 1.672 1.196 0.436
66.649 191.418 2.297 1.243 0.436
79.576 89.384 1.337 1.509 0.436
76.960 125.194 1.549 1.183 0.437
74.634 201.879 1.892 1.421 0.437
73.573 63.610 0.986 1.133 0.438
70.160 194.115 2.242 1.178 0.438
74.178 297.474 1.572 1.052 0.438
81.804 86.082 1.307 1.378 0.438
78.619 206.313 2.213 1.327 0.439
70.982 239.036 1.863 1.203 0.439
72.053 63.595 0.910 1.329 0.439
77.393 203.600 2.137 1.384 0.439
74.281 243.252 1.219 1.201 0.440
78.938 199.537 2.148 1.401 0.440
75.210 212.605 2.020 1.382 0.440
79.523 207.387 2.249 1.486 0.440
76.034 134.349 1.434 1.083 0.441
69.610 57.626 0.707 1.394 0.441
77.490 84.341 1.156 1.391 0.441
74.948 262.716 1.669 1.317 0.441
79.149 109.933 1.825 1.185 0.441
70.417 298.479 1.390 1.044 0.441
78.451 90.556 1.318 1.485 0.441
74.178 80.605 1.081 1.009 0.442
78.103 113.908 1.667 1.167 0.442
74.864 119.798 1.797 1.193 0.442
80.808 80.882 1.283 1.355 0.442
71.847 207.676 2.008 1.122 0.442
75.385 216.254 2.112 1.243 0.442
70.324 297.591 1.402 0.952 0.442
82.200 74.168 1.432 1.414 0.442
78.961 80.059 1.272 1.214 0.442
75.567 216.781 2.151 1.401 0.442
74.162 240.709 nan 1.081 0.442
81.385 192.771 2.164 1.452 0.443
74.178 205.656 1.839 1.241 0.443
67.340 299.497 1.568 1.074 0.443
71.138 339.404 0.749 1.308 0.443
61.348 177.963 0.644 1.407 0.443
72.147 339.740 0.674 1.246 0.443
74.965 66.689 1.196 1.436 0.444
71.173 216.254 1.561 1.182 0.444
79.649 70.388 1.279 1.356 0.444
79.571 200.772 2.172 1.616 0.444
69.264 300.324 1.430 1.115 0.444
76.611 184.325 2.252 1.343 0.444
74.965 203.311 1.899 1.252 0.445
77.313 87.466 1.098 1.143 0.445
63.443 180.731 1.138 1.130 0.445
73.791 200.695 1.870 1.376 0.446
75.595 206.365 1.978 1.365 0.446
60.070 185.430 0.679 1.133 0.446
60.918 186.931 0.638 1.120 0.446
73.626 284.704 1.229 1.070 0.446
81.730 81.431 1.317 1.392 0.446
71.632 65.788 0.997 2.195 0.447
72.941 340.372 0.671 1.320 0.447
73.527 218.355 1.886 1.198 0.447
77.187 203.199 2.120 1.225 0.447
74.864 240.202 nan 1.501 0.447
70.238 221.769 1.545 1.175 0.447
76.672 134.318 1.431 1.126 0.448
75.083 151.699 2.576 1.202 0.448
70.933 295.507 1.403 1.290 0.448
70.407 190.923 2.666 1.570 0.448
78.149 200.493 2.140 1.306 0.448
75.189 297.536 1.879 1.146 0.448
81.115 193.861 2.169 1.564 0.448
81.338 84.806 1.192 1.403 0.448
70.907 223.568 1.313 1.232 0.448
73.657 197.190 1.934 1.375 0.448
77.955 125.910 1.659 1.152 0.448
75.234 71.841 1.044 1.282 0.449
78.517 207.316 2.228 1.344 0.449
82.040 50.711 1.225 1.276 0.449
78.865 196.975 2.145 1.372 0.449
75.431 68.772 1.200 1.257 0.449
81.321 23.587 1.469 1.148 0.449
78.901 113.199 1.736 1.371 0.449
72.225 287.289 1.311 1.045 0.450
76.852 93.424 0.810 1.138 0.450
77.357 201.329 2.111 1.153 0.450
78.086 125.036 1.664 1.239 0.450
78.619 116.313 1.718 1.219 0.451
82.630 53.653 1.357 1.513 0.451
73.088 288.194 1.372 1.048 0.451
80.624 104.534 1.783 1.150 0.452
75.493 297.160 2.090 1.185 0.452
77.088 145.620 1.783 1.382 0.453
75.385 126.254 1.625 1.260 0.453
70.712 189.737 2.874 1.476 0.453
78.650 110.225 1.757 1.129 0.454
80.946 192.144 2.148 1.274 0.454
71.858 176.091 2.101 1.321 0.454
70.122 297.290 1.419 1.131 0.454
76.514 126.203 1.612 1.148 0.455
79.098 85.872 1.382 1.459 0.455
79.905 112.865 1.768 1.280 0.455
69.663 194.421 1.607 1.166 0.455
75.937 274.118 nan 1.315 0.455
82.232 65.283 1.878 1.435 0.455
79.475 352.042 1.571 1.584 0.455
78.001 232.595 3.224 1.292 0.455
77.006 207.229 2.172 1.288 0.455
73.431 210.564 1.773 1.448 0.456
71.850 63.911 0.923 1.160 0.456
73.835 157.533 2.702 1.181 0.457
80.678 103.201 1.789 1.208 0.457
76.290 118.872 1.631 1.239 0.457
70.976 219.242 1.493 1.115 0.457
80.896 193.523 2.161 1.589 0.457
73.870 289.949 1.583 1.148 0.458
71.122 215.300 1.537 1.179 0.458
78.201 86.186 1.268 1.338 0.458
71.870 341.565 0.980 1.067 0.458
74.050 276.875 nan 1.038 0.458
70.936 189.851 2.831 1.368 0.458
79.571 88.152 1.332 1.462 0.458
82.002 52.970 1.247 1.464 0.458
74.934 127.126 1.630 1.239 0.458
70.475 239.149 1.833 1.273 0.458
75.427 77.998 1.055 1.168 0.458
72.233 191.310 2.265 1.212 0.459
60.301 185.471 0.679 1.383 0.459
77.100 118.571 1.487 1.277 0.459
78.399 145.235 1.914 1.335 0.460
74.985 281.646 0.996 1.289 0.460
74.585 79.509 1.080 1.167 0.460
63.676 179.754 nan 1.156 0.460
70.355 216.148 1.156 1.118 0.460
79.002 209.962 2.285 1.460 0.461
78.077 121.149 1.632 1.307 0.461
75.392 205.974 1.947 1.254 0.461
70.872 173.585 1.700 1.543 0.461
71.065 235.649 1.342 1.046 0.461
70.217 241.832 nan 1.060 0.461
70.538 220.781 1.573 1.113 0.461
68.391 296.966 1.413 1.076 0.461
81.275 105.642 1.775 1.357 0.461
80.930 72.013 1.394 1.261 0.461
71.241 296.719 1.355 1.223 0.461
83.015 48.900 1.486 1.565 0.461
59.838 188.861 0.679 1.149 0.462
75.220 69.087 1.102 1.899 0.462
67.111 300.480 1.556 1.124 0.462
75.053 292.521 nan 1.179 0.462
71.173 233.746 1.148 1.088 0.462
76.913 194.394 2.070 1.170 0.462
77.266 121.310 1.519 1.293 0.462
77.821 143.236 1.833 1.290 0.463
73.766 208.516 1.812 1.324 0.463
77.506 78.085 1.148 1.413 0.463
79.280 291.468 0.558 1.432 0.463
79.581 191.793 2.148 1.451 0.463
79.323 206.834 2.233 1.403 0.463
72.320 292.816 1.441 1.255 0.464
79.149 199.933 2.155 1.468 0.464
62.667 184.508 0.609 1.145 0.464
67.943 192.688 1.955 1.248 0.464
77.710 205.396 2.180 1.261 0.464
75.114 127.648 1.668 1.152 0.465
72.473 194.482 2.110 1.313 0.465
75.354 130.649 1.744 1.432 0.465
79.826 63.153 1.799 1.620 0.465
69.986 234.612 nan 1.182 0.465
78.766 126.069 1.791 1.292 0.466
79.163 39.123 0.659 1.253 0.466
74.694 261.989 0.969 1.134 0.466
71.458 171.280 2.215 1.305 0.467
71.932 203.854 2.184 1.231 0.467
75.448 148.885 nan 1.273 0.467
76.012 69.821 1.588 1.678 0.467
79.002 119.962 1.783 1.376 0.467
68.654 189.413 3.062 1.520 0.467
75.951 183.205 2.324 1.308 0.467
69.575 184.108 3.576 1.334 0.467
75.868 282.381 1.071 1.197 0.468
71.441 295.478 1.361 1.519 0.468
74.214 81.409 1.071 1.273 0.468
77.768 121.504 1.588 1.459 0.468
72.139 208.985 1.744 1.326 0.468
79.112 208.940 2.266 1.486 0.468
77.065 78.495 1.129 1.519 0.469
70.760 192.492 2.491 1.359 0.469
76.991 82.569 1.117 1.411 0.469
69.600 192.426 2.431 1.295 0.469
73.920 272.802 nan 0.974 0.469
67.850 330.436 0.403 1.049 0.469
71.395 202.380 1.840 1.441 0.470
78.513 108.789 1.801 1.152 0.470
81.915 47.246 1.202 1.397 0.471
78.779 201.695 2.153 1.533 0.471
61.707 185.277 0.616 1.157 0.471
80.020 88.069 1.265 1.519 0.472
81.816 87.647 1.302 1.641 0.472
73.499 291.150 1.503 1.102 0.472
74.003 69.020 0.948 1.347 0.472
77.772 191.104 2.126 1.207 0.472
75.019 237.858 1.976 1.451 0.472
75.833 147.947 nan 1.100 0.472
79.304 38.191 0.684 1.131 0.472
71.433 298.583 1.337 1.129 0.473
76.737 98.267 0.736 1.233 0.473
82.866 47.545 1.458 1.398 0.473
75.736 182.255 2.357 1.468 0.473
63.539 192.078 0.898 1.382 0.473
77.772 144.707 1.837 1.523 0.473
71.127 212.838 1.679 1.152 0.473
74.130 211.103 1.878 1.357 0.474
78.961 122.560 1.796 1.338 0.474
67.880 296.957 nan 1.005 0.474
74.275 204.918 1.846 1.319 0.474
76.979 202.810 2.103 1.499 0.474
73.635 136.112 1.899 1.024 0.475
78.434 78.254 1.209 1.263 0.475
77.938 185.870 2.169 1.321 0.475
71.966 219.943 1.480 1.057 0.475
72.825 292.706 1.391 1.359 0.475
75.733 72.135 1.109 1.474 0.476
77.206 25.442 0.603 1.265 0.476
76.748 283.213 1.656 1.392 0.476
70.901 300.038 1.368 1.109 0.476
73.257 215.716 1.773 1.073 0.476
72.438 156.224 2.974 1.427 0.476
72.572 200.772 2.003 1.331 0.476
79.698 112.380 1.766 1.351 0.476
64.760 191.611 0.765 1.131 0.477
76.198 205.523 2.043 1.373 0.477
75.210 122.605 1.714 1.236 0.478
74.340 345.466 0.986 1.678 0.478
73.757 234.002 1.567 1.175 0.478
70.620 234.926 1.157 1.171 0.478
70.264 223.614 1.428 1.355 0.478
72.923 230.339 1.304 1.653 0.478
79.219 115.233 1.760 1.293 0.479
78.717 207.838 2.239 1.586 0.479
62.437 184.471 0.617 1.164 0.479
72.763 206.732 1.814 1.389 0.479
76.191 223.683 2.365 1.367 0.479
73.732 198.935 1.902 1.320 0.479
68.263 281.659 1.585 0.872 0.479
70.787 239.381 1.868 1.227 0.480
78.265 134.226 1.747 1.307 0.480
78.694 149.621 1.958 1.538 0.480
75.448 198.435 1.971 1.335 0.480
78.179 128.066 1.713 1.326 0.481
79.280 201.468 2.165 1.613 0.481
76.638 74.914 1.093 1.353 0.481
78.888 30.964 0.670 1.173 0.481
64.388 192.995 nan 1.135 0.481
74.044 157.225 2.663 1.228 0.481
78.517 80.446 1.238 1.255 0.482
74.667 203.749 1.877 1.467 0.482
78.770 194.452 2.149 1.272 0.482
71.856 233.059 1.085 1.064 0.482
78.399 203.344 2.169 1.382 0.482
71.228 226.456 1.236 1.153 0.482
76.991 119.438 1.470 1.527 0.482
76.420 128.290 1.622 1.188 0.482
72.256 63.273 0.902 1.138 0.483
80.318 66.105 1.678 1.482 0.483
75.368 196.489 1.997 1.434 0.483
78.583 107.723 1.847 1.360 0.483
72.456 205.416 2.077 1.265 0.483
70.936 62.981 0.891 1.345 0.484
75.901 213.311 2.131 1.467 0.484
77.077 93.483 0.905 1.505 0.484
76.702 170.776 2.315 1.296 0.485
77.206 244.558 3.200 1.429 0.485
75.059 210.225 1.956 1.372 0.485
71.192 236.215 1.115 1.132 0.485
75.876 199.011 1.980 1.241 0.485
70.800 231.183 0.968 1.093 0.485
78.820 116.822 1.744 1.273 0.485
76.683 119.805 1.539 1.158 0.486
71.260 218.177 1.522 1.212 0.486
71.081 232.245 1.049 1.122 0.486
72.944 293.694 1.334 1.303 0.486
72.731 210.069 1.703 1.255 0.486
79.182 190.146 2.159 1.411 0.486
75.285 155.194 2.390 1.636 0.486
78.412 118.301 1.693 1.245 0.486
70.925 339.642 0.791 1.409 0.486
79.020 40.030 0.639 1.558 0.486
75.375 70.731 1.117 1.221 0.486
75.872 210.027 2.063 1.243 0.486
70.184 236.581 1.117 1.297 0.486
76.309 77.217 1.064 1.153 0.487
73.917 190.054 2.093 1.349 0.487
78.672 128.571 1.789 1.190 0.487
75.500 219.976 2.219 1.613 0.487
80.770 349.509 1.638 1.524 0.487
72.651 290.078 1.371 1.138 0.487
75.525 131.228 1.712 1.193 0.487
72.045 155.200 3.037 1.146 0.487
77.735 85.280 1.191 1.722 0.488
71.934 200.014 2.132 1.471 0.488
76.242 142.289 nan 1.023 0.488
76.763 121.130 1.531 1.299 0.488
80.385 36.469 0.901 1.165 0.488
74.938 347.518 1.120 1.297 0.488
66.827 327.315 0.504 1.059 0.489
76.956 121.640 1.493 1.352 0.489
75.676 66.448 0.937 1.657 0.489
72.784 201.038 1.918 1.237 0.489
79.845 47.684 0.649 1.443 0.490
74.555 300.107 1.493 1.224 0.490
73.034 269.621 1.769 1.405 0.490
74.774 185.500 2.290 1.380 0.490
74.840 181.273 2.470 1.381 0.490
82.637 63.825 1.553 1.385 0.491
78.676 179.433 2.188 1.289 0.491
73.626 202.166 1.845 1.381 0.491
74.995 74.820 0.987 1.438 0.491
73.545 299.890 1.456 1.363 0.492
69.400 298.386 1.368 1.105 0.492
77.003 205.017 2.136 1.299 0.493
75.036 220.741 2.207 1.392 0.493
71.370 174.806 1.902 1.216 0.494
73.067 296.395 1.347 1.094 0.494
71.521 168.417 2.423 1.426 0.494
73.288 285.998 1.274 1.137 0.494
72.153 207.372 1.913 1.177 0.495
73.073 215.272 1.729 1.216 0.495
72.837 225.531 1.533 1.004 0.495
72.634 285.385 0.933 1.321 0.495
79.860 110.037 1.777 1.208 0.495
76.514 196.928 2.038 1.315 0.495
72.572 159.228 2.844 1.321 0.495
75.396 134.377 1.600 1.119 0.496
78.107 81.870 1.220 1.260 0.496
75.926 74.745 1.042 1.319 0.496
62.753 180.238 1.141 1.202 0.496
71.299 191.445 2.507 1.431 0.496
76.180 150.313 2.151 1.611 0.497
70.551 301.759 1.214 1.213 0.497
74.578 118.244 1.598 1.228 0.497
75.800 70.133 1.459 1.596 0.497
70.559 221.716 1.486 1.375 0.497
79.620 52.017 0.677 1.299 0.497
69.091 294.495 1.072 1.677 0.497
71.405 176.186 1.813 1.324 0.498
78.399 113.344 1.693 1.223 0.498
81.853 71.565 1.405 1.485 0.498
72.230 293.484 1.408 1.412 0.498
70.990 234.147 1.195 1.152 0.499
78.530 129.447 1.769 1.262 0.499
79.043 76.390 1.256 1.524 0.499
75.711 212.816 2.094 1.465 0.499
77.801 29.157 0.571 0.969 0.499
76.649 90.481 0.864 1.765 0.499
77.337 212.705 2.282 1.413 0.499
79.389 31.171 0.748 1.487 0.499
60.687 186.878 0.648 1.118 0.499
76.420 75.160 1.073 1.366 0.500
80.199 112.166 1.772 1.316 0.500
81.730 188.569 2.132 1.530 0.500
75.009 200.606 1.925 1.368 0.500
68.840 190.114 2.851 1.392 0.500
82.845 50.080 1.420 1.475 0.500
82.549 47.437 1.362 1.530 0.500
73.441 343.040 0.917 1.118 0.500
75.876 70.989 1.300 1.252 0.500
79.351 90.603 1.359 1.623 0.500
77.726 347.869 1.126 1.511 0.500
82.435 64.573 1.819 1.833 0.500
64.124 187.776 nan 1.124 0.500
81.779 70.084 1.474 1.461 0.500
72.421 210.336 1.683 1.243 0.501
70.269 225.462 1.034 1.201 0.501
76.577 347.939 1.107 1.764 0.501
77.187 346.329 1.039 1.715 0.501
73.545 60.110 1.358 1.187 0.501
75.694 85.050 1.030 1.643 0.501
75.490 194.789 2.028 1.323 0.501
79.071 111.038 1.786 1.256 0.501
71.049 222.114 1.359 1.129 0.501
72.944 156.306 2.910 1.334 0.502
77.506 204.955 2.163 1.314 0.502
59.446 187.890 0.608 1.194 0.502
80.946 40.986 0.917 1.234 0.502
77.458 347.082 1.053 1.492 0.502
72.011 199.341 2.158 1.270 0.502
70.256 338.259 nan 1.140 0.502
76.829 144.008 1.683 1.455 0.502
82.065 41.566 1.250 1.406 0.502
72.560 296.400 1.327 1.253 0.503
71.370 211.675 1.746 1.206 0.503
81.229 65.072 2.506 1.039 0.503
80.328 100.008 1.822 1.363 0.503
76.275 145.660 1.894 1.399 0.503
70.800 218.817 1.619 1.180 0.503
68.582 298.586 1.370 1.151 0.504
78.090 138.053 1.766 1.167 0.504
78.014 27.284 0.594 1.223 0.504
76.649 89.519 0.893 1.608 0.504
71.799 300.842 1.241 1.320 0.504
75.347 292.046 nan 1.274 0.504
71.307 215.698 1.537 1.139 0.504
70.525 242.103 nan 1.006 0.505
75.251 126.957 1.637 1.209 0.505
59.907 188.008 0.660 1.310 0.505
78.650 73.355 1.235 1.469 0.505
75.087 197.071 1.979 1.549 0.505
71.384 226.958 1.238 1.356 0.506
72.660 295.735 1.316 1.174 0.506
73.197 211.884 1.738 1.621 0.506
69.968 239.257 nan 1.164 0.506
66.601 300.396 1.548 1.017 0.506
70.425 295.534 1.411 1.281 0.507
79.855 106.032 1.799 1.235 0.507
77.579 140.128 1.618 1.249 0.507
72.156 342.022 1.000 1.103 0.508
74.076 263.928 1.770 1.146 0.508
79.698 30.750 0.798 1.223 0.508
76.103 218.443 2.249 1.521 0.509
74.447 282.933 1.131 1.312 0.510
77.116 130.764 1.556 1.257 0.510
81.865 51.710 1.205 1.402 0.510
71.419 176.878 1.782 1.620 0.510
75.396 82.493 0.758 1.110 0.510
77.187 156.801 1.893 1.483 0.510
71.296 219.144 1.487 1.195 0.510
63.445 180.244 1.193 1.206 0.510
76.461 145.125 1.806 1.513 0.510
75.514 79.735 1.067 1.407 0.510
80.869 83.660 1.194 1.637 0.511
76.092 151.574 2.145 1.498 0.511
79.441 37.235 0.713 1.402 0.511
68.381 298.301 1.395 1.126 0.511
71.163 175.549 1.712 1.305 0.511
70.225 190.159 2.822 1.471 0.511
75.897 115.953 1.657 1.167 0.511
82.395 189.324 2.153 1.490 0.511
77.575 149.036 1.883 1.394 0.511
76.435 69.167 1.715 1.311 0.512
71.696 192.414 2.364 1.324 0.512
77.784 74.560 1.150 0.971 0.512
79.624 349.418 1.265 1.319 0.512
73.864 114.246 nan 1.377 0.512
70.488 189.625 2.912 1.347 0.512
67.360 298.223 1.485 1.037 0.512
77.108 79.472 1.132 1.442 0.513
77.073 120.793 1.488 1.372 0.513
73.567 151.858 3.017 1.168 0.513
77.921 138.764 1.737 1.241 0.513
77.381 120.440 1.524 1.284 0.513
66.603 191.960 2.174 1.332 0.513
73.166 297.420 1.411 1.128 0.513
76.748 193.213 2.070 1.305 0.514
72.514 199.134 2.010 1.293 0.514
76.737 128.130 1.594 1.318 0.514
76.420 141.710 nan 1.269 0.514
82.336 63.060 1.004 1.483 0.514
70.617 61.204 0.739 1.116 0.515
78.386 192.829 2.143 1.274 0.515
77.310 135.716 1.464 1.146 0.515
74.281 63.252 1.355 1.449 0.515
59.968 187.152 0.670 1.205 0.515
75.087 342.929 0.938 3.708 0.515
72.048 298.009 1.309 1.149 0.515
73.389 212.293 1.775 1.291 0.515
81.069 70.201 1.526 1.394 0.515
74.578 208.244 1.882 1.345 0.515
75.511 182.220 2.373 1.475 0.516
70.591 224.530 1.336 1.203 0.516
72.125 268.919 1.706 1.341 0.517
73.007 286.518 1.277 1.196 0.517
79.043 193.610 2.157 1.331 0.517
67.669 193.125 1.665 1.393 0.517
79.816 294.027 nan 1.786 0.517
78.947 126.754 1.822 1.266 0.518
79.935 108.838 1.787 1.274 0.518
71.574 196.666 2.338 1.323 0.518
74.054 281.785 1.122 1.144 0.518
71.582 341.123 0.980 1.347 0.518
78.694 30.379 0.646 1.168 0.518
76.176 93.257 0.524 1.411 0.518
78.451 126.314 1.743 1.269 0.518
68.558 293.199 nan 1.938 0.519
72.490 216.649 1.615 1.158 0.519
77.640 143.858 1.801 1.288 0.519
82.429 60.781 1.388 1.353 0.519
81.730 65.171 2.184 1.289 0.519
68.594 297.239 1.383 1.344 0.519
75.775 214.066 2.130 1.567 0.519
78.278 345.033 0.959 1.316 0.519
71.217 340.046 0.791 1.114 0.519
73.930 272.003 nan 1.128 0.520
70.657 219.336 1.617 1.201 0.520
75.865 196.133 2.009 1.378 0.520
76.913 75.606 1.113 1.331 0.520
78.699 79.136 1.239 1.365 0.520
71.774 173.270 2.203 1.427 0.520
79.122 116.301 1.765 1.302 0.521
82.251 94.145 1.659 1.339 0.521
75.254 239.335 1.702 1.396 0.521
72.911 67.989 0.975 1.145 0.521
80.127 116.274 1.801 1.365 0.521
73.389 191.310 2.050 1.161 0.521
74.887 76.686 1.024 1.257 0.521
72.965 297.072 1.364 1.097 0.522
71.966 168.130 2.520 1.481 0.522
78.356 128.746 1.743 1.257 0.523
71.071 224.037 1.284 1.153 0.523
76.902 118.101 1.490 1.170 0.523
72.380 58.033 1.004 1.633 0.524
71.507 199.537 2.182 1.340 0.524
76.570 149.365 2.021 1.458 0.524
80.841 104.886 1.782 1.400 0.524
76.147 125.106 1.651 1.316 0.524
70.880 221.662 1.411 1.249 0.524
72.657 287.731 1.310 1.349 0.524
77.274 202.270 2.116 1.289 0.525
81.443 43.939 1.064 1.336 0.526
74.401 279.530 nan 1.351 0.526
75.500 183.106 2.351 1.343 0.526
70.483 175.703 1.190 1.438 0.526
74.480 205.267 1.861 1.446 0.526
72.804 268.877 1.701 1.533 0.526
77.325 143.637 1.730 1.297 0.526
72.616 202.420 1.995 1.386 0.526
72.279 291.194 1.405 1.413 0.527
76.454 121.452 1.596 1.365 0.527
77.088 235.620 3.651 1.376 0.527
82.091 77.735 1.401 1.450 0.527
78.860 110.624 1.779 1.162 0.527
72.965 207.072 1.748 1.422 0.527
70.562 235.850 1.271 1.049 0.528
72.110 219.391 1.514 1.175 0.528
74.359 299.694 1.549 1.366 0.528
73.920 201.727 1.858 1.516 0.528
82.817 59.036 1.405 1.597 0.528
75.947 198.146 1.991 1.467 0.528
79.781 111.218 1.768 1.275 0.529
80.991 190.751 2.135 1.372 0.529
75.076 135.610 1.565 1.354 0.529
81.263 49.160 1.203 1.393 0.529
77.401 145.886 1.831 1.401 0.529
74.362 190.342 2.099 1.556 0.529
72.953 213.166 1.694 1.297 0.529
77.726 167.869 2.197 1.517 0.530
79.057 186.470 2.166 1.377 0.530
79.576 106.876 1.843 1.349 0.530
59.379 188.730 0.661 1.255 0.530
75.083 241.699 2.029 1.173 0.530
73.450 66.393 0.931 1.013 0.531
78.256 137.322 1.780 1.239 0.531
73.657 70.320 0.639 1.395 0.531
73.682 283.941 1.175 1.972 0.531
69.901 233.194 nan 1.181 0.531
68.187 333.303 nan 0.982 0.531
71.233 208.254 2.546 2.366 0.532
78.304 119.268 1.678 1.324 0.532
79.698 104.490 1.538 1.222 0.533
69.693 191.185 2.615 1.384 0.533
72.025 132.973 1.292 2.297 0.533
81.508 98.344 1.930 1.500 0.533
66.504 193.036 1.386 1.468 0.533
71.491 233.896 1.132 1.162 0.533
81.706 73.523 1.371 1.352 0.533
69.104 189.615 2.972 1.408 0.533
80.112 38.558 0.782 1.429 0.533
76.162 131.055 1.618 1.241 0.533
80.127 63.726 1.520 1.522 0.534
78.317 142.800 1.890 1.416 0.534
77.401 124.114 1.574 1.511 0.535
75.962 124.579 1.673 1.513 0.535
72.763 296.732 1.347 1.224 0.535
70.990 215.853 1.562 1.196 0.536
77.913 173.073 2.259 1.269 0.536
74.794 184.658 2.335 1.386 0.536
71.408 239.868 1.559 1.367 0.536
72.499 222.397 1.541 1.220 0.536
81.473 189.834 2.137 1.673 0.536
76.294 204.677 2.044 1.230 0.536
73.070 285.789 1.251 1.311 0.537
70.617 241.204 nan 1.116 0.537
71.152 193.456 2.440 1.316 0.537
76.357 78.136 1.076 1.389 0.537
71.632 56.991 0.704 1.203 0.538
82.232 47.337 1.266 1.361 0.538
71.822 303.395 1.357 1.219 0.538
76.176 183.257 2.307 1.402 0.538
77.884 149.400 1.885 1.484 0.538
81.538 96.843 1.888 1.518 0.538
78.412 151.699 1.931 1.483 0.538
78.039 128.911 1.696 1.250 0.538
80.528 27.474 1.286 1.226 0.538
73.776 296.742 1.493 1.293 0.539
80.020 102.319 1.693 1.370 0.539
75.518 342.408 0.844 1.318 0.539
70.942 231.710 1.027 1.194 0.539
79.791 107.241 1.819 1.385 0.539
70.256 175.752 1.018 1.642 0.539
79.727 83.108 1.347 1.699 0.539
79.361 41.583 0.668 1.219 0.539
78.026 146.459 1.894 1.496 0.539
77.088 129.359 1.569 1.225 0.539
76.143 174.890 2.418 1.414 0.539
81.640 35.181 1.351 1.524 0.540
77.575 210.964 2.265 1.365 0.540
80.646 198.869 2.203 1.606 0.540
73.367 297.777 1.450 1.157 0.540
80.163 42.230 0.754 1.263 0.540
78.775 188.616 2.161 1.492 0.540
80.727 101.853 1.819 1.279 0.540
71.966 230.057 1.106 1.255 0.540
75.843 131.143 1.660 1.232 0.540
74.575 204.513 1.869 1.478 0.540
69.398 270.939 1.229 1.329 0.540
80.459 102.894 1.756 1.250 0.541
78.806 150.611 1.972 1.459 0.541
72.354 195.895 2.096 1.427 0.541
82.078 46.146 1.223 1.288 0.541
69.960 190.679 2.718 1.464 0.541
76.968 131.511 1.520 1.295 0.542
76.301 289.622 1.050 1.107 0.542
80.770 10.491 1.664 1.500 0.542
71.632 176.139 1.957 1.346 0.542
79.182 169.854 2.168 1.442 0.542
78.495 127.875 1.760 1.293 0.543
73.330 292.590 1.434 1.301 0.543
75.588 188.509 2.170 1.389 0.543
80.459 192.894 2.150 1.305 0.543
79.509 108.048 1.862 1.415 0.543
71.646 193.100 2.347 1.452 0.543
79.337 183.013 2.161 1.342 0.544
73.851 264.012 1.856 1.140 0.544
71.400 232.368 1.066 1.198 0.544
79.361 101.547 0.930 1.383 0.544
79.196 202.574 2.171 1.499 0.544
75.292 206.761 1.942 1.538 0.544
75.162 198.983 1.950 1.615 0.544
70.864 238.459 1.355 1.441 0.544
73.370 63.954 0.946 1.338 0.545
69.400 241.614 1.536 1.236 0.545
79.855 44.105 0.678 2.566 0.545
77.061 85.525 1.084 1.280 0.545
74.480 64.733 1.338 1.346 0.546
73.450 203.607 1.824 1.572 0.546
77.551 90.516 1.091 1.424 0.546
78.304 150.732 1.913 1.545 0.546
70.630 297.309 1.384 1.204 0.546
67.871 298.261 1.455 1.180 0.546
67.669 297.987 nan 1.278 0.546
78.334 346.097 0.971 1.432 0.546
68.048 299.854 1.378 2.298 0.546
72.438 199.826 2.026 1.401 0.546
76.420 91.420 0.647 1.429 0.547
71.682 301.446 1.246 1.220 0.547
74.549 202.652 1.880 1.287 0.547
78.654 191.976 2.151 1.314 0.547
74.441 210.822 1.904 1.475 0.547
80.147 33.871 0.887 1.586 0.548
77.266 211.310 2.256 1.274 0.548
68.767 293.438 nan 1.676 0.549
75.070 180.431 2.468 1.423 0.549
79.791 72.759 1.310 1.465 0.549
72.187 301.584 1.280 1.340 0.549
78.213 129.596 1.725 1.271 0.550
79.722 64.832 1.472 1.704 0.550
77.547 128.418 1.636 1.320 0.550
76.198 270.466 1.177 1.136 0.550
75.973 179.542 2.396 1.394 0.550
75.722 290.714 1.202 1.145 0.550
64.663 192.612 nan 1.218 0.550
76.499 132.306 1.547 1.223 0.551
73.142 213.584 1.730 1.592 0.551
76.702 189.224 2.121 1.247 0.551
75.648 195.884 2.009 1.357 0.551
77.065 201.894 2.100 1.499 0.551
72.763 63.268 0.900 1.267 0.551
60.484 186.389 0.663 1.191 0.552
78.779 111.695 1.731 1.348 0.552
72.995 201.309 1.837 1.356 0.552
75.736 272.255 nan 1.405 0.552
77.772 125.293 1.629 1.337 0.552
79.571 290.772 0.643 1.341 0.553
78.213 92.726 1.303 2.219 0.553
75.431 127.488 1.670 1.230 0.553
81.211 107.049 1.780 1.409 0.553
75.676 209.578 2.030 1.292 0.553
78.001 89.465 1.229 1.592 0.553
78.583 125.407 1.752 1.316 0.553
69.736 190.561 2.743 1.608 0.553
75.490 205.178 1.953 1.516 0.554
74.684 244.374 1.737 1.260 0.554
76.198 207.607 2.071 1.309 0.554
72.438 289.826 1.346 1.199 0.554
69.298 294.753 1.142 1.381 0.554
74.369 65.829 1.090 1.566 0.554
74.948 288.705 1.657 1.452 0.554
75.588 123.566 1.694 1.546 0.555
73.124 233.664 1.297 1.581 0.555
73.769 204.969 1.818 1.382 0.555
