################## FYI, April 2011 values
### Lats,Lons,PIOMAS SIT,CS2U SIT,CS2C SIT
71.419 176.878 2.274 1.638 0.232
76.714 146.712 1.385 1.475 0.232
71.743 64.855 1.510 1.279 0.232
80.924 90.707 1.938 1.441 0.233
72.351 181.095 1.882 1.641 0.233
71.867 256.739 1.764 1.371 0.233
72.110 210.593 2.011 1.435 0.233
72.631 167.672 1.765 1.511 0.233
73.257 178.847 2.069 1.741 0.233
72.110 267.479 1.525 1.376 0.234
77.751 139.456 1.776 1.499 0.234
77.801 119.157 1.594 1.280 0.234
82.232 84.207 2.282 1.660 0.234
79.210 124.846 1.836 1.349 0.234
78.838 33.530 1.750 1.945 0.234
74.499 82.926 1.678 1.130 0.234
65.331 323.183 nan 1.175 0.234
73.031 178.862 2.091 1.615 0.235
79.418 61.535 1.780 1.987 0.235
73.251 181.922 2.030 1.613 0.235
71.856 163.811 1.649 1.365 0.235
76.983 137.095 1.662 1.384 0.235
72.068 290.934 1.353 1.224 0.235
76.331 125.647 1.622 1.192 0.236
73.459 298.828 1.176 1.366 0.236
73.188 165.685 1.767 1.468 0.237
76.627 130.236 1.747 1.210 0.237
71.932 66.146 1.548 1.210 0.237
70.832 219.763 2.296 1.371 0.237
74.724 187.177 1.919 1.696 0.237
74.874 289.511 1.384 1.392 0.238
71.119 190.641 1.575 1.614 0.238
68.833 193.223 1.337 1.321 0.238
78.069 139.574 1.879 1.669 0.238
73.694 170.083 1.822 1.503 0.238
77.325 143.637 1.522 1.714 0.238
72.110 202.537 1.895 1.689 0.238
79.020 139.970 1.997 1.491 0.238
70.337 219.428 2.306 1.502 0.239
68.782 298.877 1.133 1.308 0.239
73.710 291.435 1.326 1.283 0.239
76.346 83.868 1.416 1.348 0.239
70.864 238.459 1.440 1.358 0.240
72.899 168.247 1.778 1.655 0.240
74.975 299.055 1.220 1.251 0.240
81.373 90.744 1.909 1.602 0.240
74.178 154.344 1.710 1.619 0.240
78.610 83.784 1.651 1.506 0.241
70.184 169.200 1.513 1.448 0.241
75.059 210.225 1.965 1.602 0.241
72.572 212.358 2.017 1.448 0.241
74.294 69.492 1.403 1.122 0.241
82.046 90.807 1.976 1.588 0.241
74.146 124.028 0.508 1.062 0.241
63.884 195.299 nan 1.555 0.241
73.441 175.721 1.949 1.531 0.241
74.614 256.065 1.668 1.366 0.241
82.713 133.755 2.109 1.600 0.242
80.946 77.856 2.103 1.292 0.242
73.471 297.087 1.245 1.273 0.242
73.016 288.914 1.335 1.383 0.242
74.874 160.489 1.814 1.502 0.242
71.797 199.106 1.703 1.806 0.242
77.884 97.980 3.381 1.531 0.243
70.238 175.101 1.564 1.644 0.243
73.367 297.777 1.226 1.216 0.243
72.852 294.382 1.246 1.162 0.243
75.588 289.564 1.150 1.450 0.243
69.919 63.004 nan 1.272 0.244
76.198 154.477 1.770 1.581 0.244
68.211 183.853 1.030 1.614 0.244
75.368 119.908 1.324 1.025 0.244
77.567 74.836 1.614 1.509 0.244
73.067 206.395 2.127 1.626 0.244
73.456 183.504 1.991 1.647 0.244
73.776 153.258 1.677 1.402 0.244
75.469 203.199 1.988 1.736 0.244
69.175 188.393 1.570 1.415 0.244
81.024 155.674 2.077 1.530 0.244
78.222 181.637 1.970 1.709 0.245
73.389 212.293 1.987 1.682 0.245
76.763 148.870 1.542 1.253 0.245
72.926 186.423 1.825 1.493 0.245
71.293 340.694 0.881 1.384 0.245
77.955 125.910 1.721 1.279 0.245
77.405 39.218 1.165 1.866 0.245
78.014 117.284 1.644 1.414 0.245
77.026 146.997 1.516 1.363 0.245
74.667 209.381 1.960 1.499 0.246
74.948 198.705 2.003 1.688 0.246
78.997 188.791 2.050 1.771 0.246
71.138 205.801 1.187 1.420 0.246
79.523 124.540 1.845 1.499 0.247
78.073 80.803 1.601 1.378 0.247
80.528 117.474 1.900 1.384 0.247
77.604 41.332 1.176 1.671 0.247
73.977 117.104 nan 1.124 0.248
73.710 181.185 2.024 1.561 0.248
83.146 85.314 2.243 1.684 0.248
79.975 174.226 1.941 1.609 0.248
80.459 77.106 1.930 1.291 0.248
78.162 174.019 1.903 1.536 0.248
76.525 147.236 1.346 1.439 0.248
76.335 147.745 1.312 1.260 0.249
77.838 32.957 1.326 1.538 0.249
70.057 177.089 1.992 1.891 0.249
75.915 281.489 1.030 1.550 0.249
80.224 115.096 1.926 1.268 0.249
80.603 39.193 1.799 1.887 0.250
77.772 178.423 1.939 1.957 0.250
71.632 294.212 1.260 1.256 0.250
72.028 299.612 1.328 1.398 0.250
78.014 152.716 1.927 1.627 0.250
68.891 298.342 1.104 1.262 0.250
72.517 225.521 2.409 1.413 0.250
76.398 151.955 1.664 1.557 0.250
77.286 94.554 1.449 1.444 0.250
80.946 102.144 1.946 1.518 0.251
77.604 151.348 1.851 1.498 0.251
79.309 209.521 2.221 1.581 0.251
80.819 113.749 1.942 1.413 0.251
78.574 42.614 1.458 1.655 0.251
75.019 215.238 2.032 1.719 0.251
75.302 287.328 1.223 1.455 0.251
81.640 72.051 2.121 1.675 0.251
74.159 160.537 1.790 1.730 0.252
73.242 177.310 2.012 1.643 0.252
75.694 295.560 1.370 1.491 0.252
72.028 209.612 2.018 1.478 0.252
75.254 210.665 1.986 1.568 0.253
82.944 125.961 2.069 1.704 0.253
77.921 138.764 1.862 1.385 0.253
73.067 296.395 1.247 1.297 0.253
81.030 99.345 1.978 1.270 0.253
72.153 64.242 1.401 1.297 0.253
70.264 170.484 0.991 1.357 0.253
71.419 164.197 1.624 1.269 0.253
81.598 90.764 1.936 1.587 0.255
78.269 125.665 1.749 1.305 0.255
77.073 149.207 1.660 1.513 0.255
76.136 78.326 1.637 1.294 0.255
75.915 348.511 1.531 1.587 0.255
76.420 218.290 2.168 1.637 0.255
72.093 189.758 1.647 1.592 0.255
73.735 129.958 1.236 1.090 0.255
73.169 217.405 2.051 1.450 0.255
77.466 96.680 2.173 1.308 0.255
75.375 70.731 1.577 1.420 0.255
79.043 138.318 1.980 1.439 0.256
70.896 190.516 1.563 1.664 0.256
74.204 215.159 1.993 1.562 0.257
72.508 196.805 1.773 1.672 0.257
78.149 122.638 1.698 1.249 0.257
72.273 185.458 1.660 1.897 0.257
78.447 91.668 2.224 2.122 0.257
73.579 200.418 1.958 1.742 0.257
80.281 69.057 2.132 1.590 0.257
71.009 293.377 1.221 1.452 0.257
72.941 289.628 1.309 1.426 0.258
74.624 80.331 1.757 1.049 0.258
71.326 220.115 2.264 1.364 0.258
72.139 208.985 2.037 1.570 0.258
67.385 301.551 1.017 1.269 0.258
72.256 63.273 1.250 1.345 0.258
71.030 294.894 1.223 1.239 0.259
77.369 52.214 1.038 1.395 0.259
78.408 138.136 1.931 1.531 0.259
70.303 181.637 1.156 1.626 0.259
73.061 171.225 1.825 1.588 0.260
79.654 50.274 1.419 1.551 0.260
64.170 190.327 1.128 1.764 0.260
78.213 140.404 1.892 1.790 0.260
75.644 129.289 1.761 1.140 0.261
79.523 117.387 1.879 1.360 0.261
73.270 296.737 1.246 1.290 0.261
72.165 171.666 1.846 1.683 0.261
79.098 175.872 1.960 1.638 0.261
82.046 89.193 2.066 1.670 0.261
78.530 129.447 1.807 1.522 0.262
79.346 88.191 2.262 1.594 0.262
77.088 145.620 1.467 1.308 0.262
72.085 288.662 1.420 1.443 0.262
74.460 213.805 1.972 1.608 0.262
75.251 79.032 1.811 1.481 0.262
79.615 119.055 1.861 1.461 0.262
74.082 200.225 1.976 1.714 0.262
80.281 110.943 1.919 1.366 0.262
69.628 180.317 1.172 1.483 0.262
77.628 98.865 3.052 1.447 0.263
72.447 151.302 1.406 1.249 0.263
76.596 128.884 1.714 1.177 0.263
72.337 177.447 2.189 1.910 0.263
66.246 301.804 1.011 1.193 0.263
76.944 139.879 nan 1.393 0.263
71.081 232.245 2.454 1.271 0.264
67.699 301.361 1.046 1.191 0.264
71.830 190.337 1.632 1.786 0.264
76.480 40.962 1.050 1.372 0.264
72.299 341.105 0.812 1.607 0.264
69.104 297.255 1.083 1.220 0.264
78.399 156.656 1.928 1.648 0.264
73.121 120.833 nan 1.078 0.265
72.864 159.664 1.752 1.797 0.265
78.192 157.087 1.926 1.572 0.265
65.028 301.319 0.946 0.545 0.266
71.006 197.577 1.627 1.900 0.266
73.022 256.608 1.974 1.370 0.266
71.940 208.639 2.015 1.514 0.266
74.214 291.272 1.383 1.280 0.266
76.089 192.579 1.955 1.921 0.266
77.575 59.036 1.304 1.508 0.267
75.080 294.444 1.478 1.398 0.267
78.901 90.579 2.500 1.795 0.267
70.712 170.263 1.537 1.367 0.267
79.801 90.630 2.802 1.424 0.267
72.406 292.141 1.281 1.282 0.267
73.121 292.297 1.244 1.250 0.267
74.220 286.113 1.425 1.289 0.268
80.286 129.382 1.894 1.584 0.268
76.852 86.576 1.410 1.381 0.268
78.014 70.887 1.709 1.600 0.268
71.222 162.216 1.503 1.389 0.269
77.997 150.322 1.909 1.433 0.269
73.946 289.195 1.343 1.310 0.269
74.634 291.879 1.463 1.400 0.269
76.379 216.964 2.127 1.645 0.269
75.070 80.042 2.068 1.224 0.270
73.984 217.593 2.078 1.502 0.270
81.616 67.203 2.740 1.645 0.270
76.180 190.763 1.951 1.893 0.270
69.993 236.936 nan 1.431 0.270
77.764 92.626 1.645 1.427 0.270
75.378 77.137 1.612 1.410 0.270
72.415 195.191 1.771 1.601 0.270
75.951 183.205 1.955 1.609 0.270
74.159 289.463 1.347 1.262 0.270
67.962 330.945 0.388 1.515 0.270
77.947 192.355 1.997 1.719 0.271
77.884 187.980 1.979 1.900 0.271
70.657 166.206 1.694 1.392 0.271
77.405 283.912 nan 1.335 0.271
72.346 181.824 1.868 1.496 0.271
77.896 76.608 1.611 1.447 0.271
78.847 39.289 1.583 1.699 0.271
73.294 167.179 1.780 1.622 0.271
76.664 42.955 1.057 1.756 0.271
73.564 257.769 1.994 1.417 0.272
81.115 66.991 2.828 1.652 0.272
75.736 79.574 1.690 1.618 0.272
81.286 45.000 2.481 1.609 0.272
72.308 166.405 1.736 1.431 0.272
76.147 125.106 1.601 1.127 0.272
76.176 183.257 1.956 1.922 0.272
70.308 237.127 1.437 1.259 0.272
70.620 172.999 1.838 1.927 0.273
72.153 205.758 2.056 1.594 0.273
73.478 181.948 2.022 1.625 0.273
74.281 206.748 1.985 1.636 0.273
74.162 203.839 2.001 1.654 0.273
74.146 177.158 1.964 1.790 0.274
72.861 207.741 2.118 1.530 0.274
73.776 116.742 nan 1.003 0.274
78.201 176.186 1.935 1.750 0.274
70.710 166.855 1.740 1.362 0.274
65.272 321.299 nan 1.135 0.274
74.834 214.749 2.011 1.662 0.274
65.659 300.964 1.011 1.028 0.274
77.242 173.437 1.883 1.653 0.275
73.058 204.696 2.101 1.523 0.275
59.051 195.513 0.433 1.385 0.275
59.379 188.730 0.619 1.991 0.275
77.434 130.657 1.740 1.463 0.275
76.649 131.594 1.797 1.231 0.275
73.230 289.163 1.328 1.314 0.275
77.649 32.391 1.292 1.489 0.276
76.353 158.286 1.908 1.634 0.276
74.754 216.617 2.061 1.639 0.277
77.567 68.295 1.221 1.263 0.277
77.539 87.421 1.496 1.742 0.277
79.219 117.897 1.859 1.341 0.277
75.199 83.468 1.687 1.341 0.278
71.430 177.571 2.258 1.705 0.278
77.187 203.199 2.064 2.050 0.278
75.036 130.741 1.830 1.419 0.278
76.646 125.426 1.625 1.299 0.279
72.225 287.289 1.391 1.471 0.279
71.438 162.004 1.541 1.412 0.279
78.583 44.204 1.452 1.820 0.279
74.343 184.525 1.958 1.594 0.279
71.671 268.946 1.582 1.495 0.280
74.340 157.665 1.775 1.481 0.280
71.915 300.231 1.313 1.300 0.280
74.667 119.381 1.189 1.353 0.280
71.884 177.510 2.257 1.621 0.280
74.634 301.251 0.944 1.263 0.281
77.266 95.560 1.480 1.484 0.281
74.320 281.149 1.345 1.643 0.281
78.820 63.178 1.653 1.759 0.281
73.166 168.840 1.793 1.563 0.281
74.797 159.692 1.811 1.583 0.281
75.758 120.809 1.430 1.104 0.282
75.234 133.768 2.008 1.228 0.282
78.039 38.911 1.337 1.448 0.282
79.751 174.352 1.940 1.589 0.282
75.563 210.353 2.009 1.490 0.282
74.707 212.407 1.968 1.656 0.282
78.183 175.101 1.921 1.806 0.282
74.496 77.876 1.344 1.153 0.283
75.584 204.370 2.000 1.817 0.283
73.791 290.695 1.328 1.316 0.283
70.551 211.759 1.201 1.726 0.283
74.717 130.830 1.770 1.221 0.283
69.848 181.600 1.266 1.640 0.283
77.274 145.049 1.520 1.503 0.284
75.299 159.905 1.841 1.757 0.284
73.704 128.845 1.112 1.052 0.284
69.003 296.428 1.023 1.282 0.284
68.046 187.964 1.723 1.539 0.284
77.735 175.280 1.911 1.803 0.284
74.585 159.981 1.804 1.808 0.284
69.983 218.609 nan 1.438 0.284
72.737 66.606 1.663 1.402 0.284
75.347 202.046 1.981 1.573 0.284
76.346 136.998 1.812 1.383 0.284
80.359 109.699 1.917 1.322 0.284
74.847 189.811 1.935 1.704 0.284
73.870 289.949 1.336 1.395 0.284
76.320 82.933 1.468 1.485 0.284
78.526 33.845 1.602 1.873 0.285
76.191 136.317 1.888 1.460 0.285
76.525 212.764 2.076 1.749 0.285
76.559 217.539 2.155 1.851 0.286
69.508 297.832 1.163 1.127 0.286
78.265 45.774 1.299 1.622 0.286
78.107 171.870 1.866 1.686 0.286
71.138 62.671 1.061 1.258 0.286
74.928 158.595 1.814 1.740 0.287
69.505 295.017 0.997 1.210 0.287
71.985 291.602 1.335 1.205 0.287
73.450 293.607 1.285 1.418 0.287
78.137 53.455 1.119 1.805 0.287
79.920 151.440 2.004 1.508 0.287
69.817 183.517 1.416 1.573 0.287
76.559 37.539 1.200 1.761 0.287
77.726 77.869 1.603 2.046 0.287
73.955 66.485 1.327 1.330 0.287
75.919 185.029 1.944 1.683 0.287
77.551 79.095 1.598 1.820 0.287
72.068 159.066 1.649 1.415 0.287
80.286 78.690 1.925 1.588 0.288
71.604 300.483 1.289 1.427 0.288
74.549 185.421 1.935 1.769 0.288
70.191 219.931 2.345 1.630 0.289
69.701 339.555 0.995 1.433 0.289
82.699 94.399 2.097 1.464 0.289
74.887 205.994 1.951 1.541 0.289
74.079 206.384 2.002 1.741 0.289
72.660 207.395 2.108 1.569 0.289
75.937 184.118 1.949 1.694 0.289
78.107 98.130 nan 1.597 0.289
68.799 296.157 0.995 1.182 0.289
78.770 31.945 1.718 1.982 0.290
80.107 170.218 1.908 1.672 0.290
76.871 91.469 1.235 1.764 0.290
70.355 216.148 1.793 1.342 0.290
68.594 297.239 1.024 1.295 0.290
78.330 171.714 1.867 1.636 0.291
76.180 150.313 1.472 1.490 0.291
73.567 285.461 1.441 1.364 0.291
72.572 181.848 1.927 1.450 0.291
71.774 291.342 1.311 1.270 0.291
71.951 62.956 1.203 1.489 0.291
80.250 90.659 2.640 1.580 0.291
80.020 77.681 1.817 1.430 0.291
78.947 53.246 1.258 1.673 0.291
66.090 300.315 0.984 0.902 0.292
75.148 214.531 2.024 1.570 0.292
71.201 164.384 1.614 1.347 0.292
80.142 130.389 1.890 1.556 0.292
74.359 209.694 1.960 1.497 0.292
66.287 300.590 1.025 1.174 0.292
80.219 85.400 2.411 1.595 0.292
71.774 201.342 1.707 1.453 0.293
71.901 179.644 1.725 1.694 0.293
72.581 256.950 1.901 1.207 0.293
81.252 80.417 2.265 1.501 0.293
75.609 128.032 1.675 1.232 0.293
70.925 298.530 1.260 1.194 0.293
75.511 290.400 1.233 1.340 0.294
70.357 238.586 1.578 1.393 0.294
82.271 89.170 2.102 1.776 0.294
80.422 118.664 1.894 1.599 0.294
76.096 186.953 1.944 1.745 0.294
67.676 296.694 nan 1.258 0.294
75.850 201.886 2.015 1.635 0.294
78.356 38.746 1.440 1.519 0.294
78.086 125.036 1.717 1.391 0.294
73.820 301.373 1.072 1.443 0.295
71.521 191.583 1.636 1.685 0.295
73.462 166.247 1.780 1.635 0.295
71.870 288.435 1.316 1.709 0.295
72.528 66.898 1.725 1.223 0.295
74.382 206.012 1.985 1.578 0.296
73.097 130.147 0.635 1.086 0.296
72.308 256.405 1.850 1.645 0.296
73.785 192.400 1.954 1.604 0.296
71.565 190.899 1.625 1.844 0.296
76.646 181.444 1.957 1.807 0.297
70.499 303.232 1.248 1.253 0.297
76.143 185.110 1.948 1.540 0.297
73.166 207.420 2.110 1.505 0.298
75.648 214.809 2.048 1.623 0.298
73.518 214.448 1.968 1.679 0.298
82.065 71.053 2.186 1.556 0.298
75.786 218.589 2.147 1.590 0.298
82.028 65.956 2.896 1.638 0.298
77.266 211.310 2.118 1.623 0.298
76.476 76.079 1.597 1.818 0.298
83.792 82.747 2.219 1.670 0.298
77.896 156.523 1.927 1.730 0.299
78.451 36.314 1.526 1.761 0.299
72.745 175.143 1.984 1.699 0.299
71.538 165.541 1.682 1.401 0.299
78.619 153.687 1.946 1.641 0.299
74.717 164.228 1.807 1.970 0.299
77.434 139.343 1.671 1.584 0.300
81.432 48.180 2.828 1.884 0.301
75.676 203.552 2.006 1.663 0.301
67.651 299.279 1.036 1.027 0.301
71.538 204.848 1.464 1.751 0.301
77.073 195.604 1.983 1.696 0.301
73.704 214.895 1.977 1.501 0.301
73.735 283.173 1.322 1.451 0.302
74.324 211.527 1.948 1.674 0.302
68.796 297.518 1.054 1.417 0.302
76.875 127.360 1.669 1.427 0.302
78.847 129.289 1.834 1.406 0.302
78.499 150.186 1.948 1.365 0.302
75.138 201.721 1.972 1.809 0.302
75.811 188.643 1.941 1.647 0.302
71.079 199.081 1.605 1.424 0.303
72.048 208.009 2.054 1.573 0.303
80.427 115.665 1.921 1.408 0.303
74.156 286.894 1.398 1.279 0.303
79.020 117.350 1.859 1.290 0.303
72.911 284.859 nan 1.522 0.304
75.490 75.211 1.533 1.331 0.304
73.373 197.700 1.888 1.783 0.304
83.841 62.969 2.218 1.733 0.304
77.768 148.496 1.810 1.453 0.304
70.538 220.781 2.363 1.410 0.305
72.722 169.129 1.785 1.679 0.305
73.673 117.446 nan 1.363 0.305
72.953 213.166 2.006 1.770 0.305
67.274 304.084 0.954 1.265 0.305
67.927 185.565 nan 1.758 0.305
74.634 211.251 1.958 1.602 0.305
80.808 99.118 1.840 1.321 0.305
70.075 181.618 1.323 1.552 0.306
69.603 182.847 1.415 1.607 0.306
76.195 88.603 1.079 1.937 0.306
79.796 178.112 2.014 1.765 0.306
74.073 208.191 1.982 1.534 0.306
71.884 214.380 2.008 1.607 0.306
80.026 117.429 1.897 1.183 0.306
76.121 83.967 1.376 1.465 0.307
71.071 187.167 1.442 1.635 0.307
72.119 178.199 2.250 1.830 0.307
75.275 213.811 2.019 1.627 0.307
76.767 187.306 1.957 2.335 0.307
71.057 238.103 nan 1.278 0.307
72.251 295.105 1.277 1.259 0.308
78.712 74.445 1.709 1.436 0.308
72.825 157.294 1.679 1.754 0.308
73.965 118.899 nan 1.237 0.308
77.955 35.910 1.356 1.582 0.308
82.078 146.535 2.146 1.707 0.308
72.099 176.760 2.205 2.208 0.308
75.275 183.059 1.956 1.579 0.308
72.259 212.583 2.013 1.564 0.308
74.166 270.406 1.456 1.174 0.308
74.460 66.584 1.310 1.326 0.308
72.843 299.419 1.195 1.269 0.308
77.310 153.208 1.868 1.648 0.309
72.447 298.698 1.273 1.351 0.309
77.938 174.130 1.900 1.694 0.309
80.475 90.674 2.397 1.899 0.309
75.994 154.872 1.775 1.540 0.310
77.147 212.164 2.113 1.656 0.310
74.019 288.435 1.361 1.298 0.310
74.372 289.737 1.357 1.351 0.310
73.955 203.515 2.009 1.626 0.310
74.654 73.421 1.335 1.337 0.310
77.010 143.427 1.374 1.387 0.311
70.896 169.484 1.857 1.436 0.311
76.180 156.557 1.866 1.795 0.311
72.616 300.710 1.186 1.390 0.311
76.798 139.135 nan 1.547 0.311
72.110 182.521 1.751 1.611 0.311
82.489 87.436 2.215 1.590 0.312
72.110 177.479 2.235 1.731 0.312
72.540 169.992 1.798 1.454 0.312
74.166 180.406 2.004 1.896 0.312
63.361 191.501 0.927 1.422 0.313
75.556 67.620 1.141 1.497 0.313
77.510 117.255 1.451 1.503 0.313
74.012 301.792 1.052 1.262 0.313
72.053 153.595 1.365 1.322 0.314
77.772 191.104 1.984 1.885 0.314
69.709 298.129 1.192 1.332 0.314
70.501 293.459 1.097 1.442 0.314
77.108 153.658 1.864 1.405 0.314
76.604 153.650 1.795 1.681 0.315
80.716 107.560 1.934 1.322 0.315
71.915 210.231 1.991 1.731 0.315
75.053 75.651 1.484 1.271 0.315
78.583 45.796 1.434 1.491 0.315
70.425 295.534 1.189 1.250 0.315
77.989 87.325 1.571 1.535 0.315
75.694 152.430 1.620 1.658 0.316
72.305 210.964 2.017 1.667 0.316
73.769 204.969 2.036 1.524 0.316
76.335 212.255 2.063 1.792 0.316
81.408 67.782 2.644 1.691 0.316
72.125 268.919 1.555 1.436 0.316
80.700 31.201 1.938 2.447 0.316
76.361 74.249 1.630 1.612 0.316
76.420 88.580 1.158 1.657 0.316
71.682 171.174 1.876 1.603 0.316
71.546 206.409 1.672 1.984 0.316
76.627 93.366 1.008 1.506 0.317
80.235 3.289 2.247 1.501 0.317
73.034 292.999 1.231 1.182 0.317
72.354 195.895 1.757 1.560 0.317
81.385 102.771 1.992 1.448 0.317
71.179 183.769 1.431 1.653 0.317
82.009 84.369 2.284 1.736 0.317
71.870 341.565 1.012 1.554 0.318
70.551 338.629 nan 1.409 0.318
72.354 189.162 1.675 1.764 0.318
72.763 206.732 2.119 1.735 0.318
71.269 291.482 1.240 1.553 0.318
76.187 87.672 1.151 2.489 0.318
72.911 202.011 1.990 1.756 0.318
76.702 27.646 1.257 1.767 0.318
78.663 182.834 1.999 1.635 0.318
74.006 192.572 1.990 1.652 0.319
72.011 191.169 1.676 1.808 0.319
69.968 300.743 1.147 1.253 0.320
73.735 219.958 2.165 1.581 0.320
67.983 333.566 0.452 1.786 0.320
78.663 177.166 1.963 1.868 0.320
80.318 113.895 1.933 1.321 0.320
74.667 76.880 1.382 1.218 0.321
72.225 299.970 1.285 1.416 0.321
73.741 300.285 1.105 1.283 0.321
63.406 191.023 0.948 1.532 0.321
73.330 67.410 1.629 1.451 0.322
76.852 183.424 1.962 1.835 0.322
71.870 170.362 1.819 1.426 0.322
77.286 131.424 1.740 1.370 0.323
72.025 186.103 1.586 1.732 0.323
80.142 81.501 2.014 1.948 0.323
75.114 217.648 2.101 1.735 0.323
74.227 77.250 1.151 1.239 0.323
70.225 296.711 1.213 1.298 0.323
74.834 128.991 1.664 1.045 0.323
72.754 151.598 1.502 1.336 0.323
76.320 187.067 1.948 2.013 0.323
73.242 293.299 1.257 1.334 0.323
70.499 176.362 1.779 1.698 0.324
77.405 140.782 1.595 1.473 0.324
78.399 34.765 1.537 1.925 0.324
78.676 180.567 1.991 1.564 0.324
72.962 64.618 1.362 1.368 0.324
72.351 178.905 2.221 1.631 0.324
65.283 323.915 nan 1.232 0.324
76.871 181.469 1.957 1.793 0.324
77.604 131.332 1.767 1.461 0.325
74.054 168.215 1.813 1.591 0.325
78.069 40.426 1.308 1.656 0.325
81.598 132.839 2.008 1.669 0.325
78.605 166.921 1.858 1.938 0.325
70.220 295.253 1.137 1.335 0.325
78.779 201.695 2.123 1.684 0.325
77.604 48.668 1.101 1.724 0.325
76.611 184.325 1.958 1.665 0.326
73.820 211.373 1.949 1.548 0.326
70.670 238.808 1.728 1.388 0.326
79.403 169.641 1.872 1.923 0.326
75.994 205.128 2.038 1.579 0.326
73.977 152.896 1.698 1.344 0.326
73.016 214.216 1.994 1.555 0.327
74.437 134.415 1.558 1.164 0.327
73.070 164.211 1.756 1.186 0.327
76.879 149.708 1.636 1.531 0.328
81.143 71.565 2.135 1.540 0.328
73.694 177.236 1.983 1.689 0.328
74.499 195.546 2.012 1.657 0.328
75.733 72.135 1.638 1.492 0.328
76.956 148.360 1.575 1.399 0.329
76.480 80.929 1.565 1.318 0.329
73.416 68.127 1.703 1.438 0.329
72.660 154.265 1.541 1.338 0.329
73.747 293.199 1.326 1.334 0.329
81.640 144.819 2.095 1.751 0.329
82.135 79.330 2.234 1.669 0.330
70.295 177.709 1.975 1.602 0.330
70.982 195.433 1.600 1.594 0.330
77.226 73.156 1.586 1.565 0.330
71.438 342.004 1.279 1.384 0.330
74.304 287.916 1.359 1.390 0.330
80.235 86.711 2.634 1.605 0.330
78.583 135.796 1.921 1.428 0.331
74.333 214.487 1.978 1.649 0.331
80.127 63.726 1.781 1.542 0.331
82.922 85.462 2.247 1.668 0.331
76.136 129.746 1.794 1.211 0.331
77.238 192.693 1.976 1.833 0.331
75.261 292.855 nan 1.525 0.331
71.940 215.372 2.008 1.460 0.331
71.671 221.021 2.271 1.479 0.331
71.918 257.433 1.794 1.315 0.332
75.876 70.989 1.825 1.290 0.332
74.130 211.103 1.940 1.683 0.332
81.229 118.202 1.918 1.634 0.332
68.161 330.658 nan 1.313 0.332
82.232 65.283 2.843 1.627 0.332
71.342 296.102 1.259 1.316 0.333
76.577 192.061 1.959 1.851 0.333
75.070 133.172 1.981 1.261 0.333
70.936 214.909 2.031 1.648 0.333
73.682 166.059 1.786 1.699 0.333
71.299 191.445 1.611 1.655 0.333
77.242 96.563 1.717 1.403 0.333
77.506 196.157 2.009 1.775 0.334
73.955 256.645 2.015 1.465 0.334
73.648 185.123 1.930 1.813 0.334
71.173 216.254 2.139 1.458 0.334
75.514 79.735 1.792 1.507 0.335
74.684 207.504 1.957 1.644 0.335
73.230 199.163 1.911 1.691 0.335
74.460 203.416 1.982 1.845 0.335
82.317 120.677 1.979 1.698 0.335
77.591 189.888 1.976 2.309 0.335
74.975 209.055 1.951 1.632 0.335
70.488 170.375 1.238 1.449 0.335
73.567 164.539 1.776 1.521 0.335
78.811 52.326 1.224 1.669 0.336
72.253 165.700 1.728 1.565 0.336
76.067 82.131 1.492 1.290 0.336
74.162 246.161 nan 1.415 0.336
74.516 211.961 1.955 1.587 0.336
72.196 172.381 1.880 1.647 0.336
72.011 228.039 2.506 1.526 0.337
79.323 116.834 1.877 1.417 0.337
78.766 126.069 1.811 1.415 0.337
72.941 162.759 1.747 1.438 0.337
75.469 293.199 nan 1.536 0.337
75.711 85.946 1.121 1.207 0.337
75.172 119.476 1.271 1.124 0.337
72.587 341.565 0.853 1.511 0.338
74.162 209.291 1.967 1.513 0.338
77.921 131.236 1.792 1.588 0.338
80.204 125.690 1.878 1.515 0.338
71.898 181.068 1.671 2.095 0.338
77.714 95.763 2.167 1.550 0.338
75.694 131.820 1.935 1.231 0.338
75.151 73.757 1.477 1.326 0.338
70.163 238.925 1.827 1.316 0.338
70.901 210.038 nan 1.681 0.339
78.115 193.643 2.019 1.831 0.339
74.140 190.196 1.914 1.625 0.339
79.781 158.782 1.959 1.621 0.339
71.906 171.064 1.839 1.602 0.339
78.265 44.226 1.321 1.540 0.339
73.370 153.954 1.636 1.417 0.339
74.618 217.288 2.079 1.679 0.339
78.915 151.621 1.971 1.619 0.339
76.638 182.406 1.961 1.770 0.339
65.883 192.151 1.210 1.534 0.340
72.634 285.385 0.977 1.562 0.340
74.121 216.951 2.058 1.569 0.340
75.962 214.579 2.058 1.753 0.340
76.817 137.759 1.430 1.607 0.340
71.813 166.050 1.722 1.585 0.340
79.418 151.535 1.988 1.545 0.341
72.885 212.125 2.021 1.629 0.341
70.686 229.724 2.201 1.419 0.341
77.381 210.440 2.119 1.694 0.341
76.855 195.341 1.977 1.882 0.341
72.354 179.635 1.802 1.613 0.341
74.519 214.958 2.001 1.658 0.341
71.538 65.152 1.554 1.482 0.341
72.011 213.789 2.001 1.536 0.341
71.898 268.933 1.582 1.468 0.342
76.577 286.011 1.191 1.477 0.342
78.434 78.254 1.628 1.873 0.342
