################## FYI, April 2011 values
### Lats,Lons,PIOMAS SIT,CS2U SIT,CS2C SIT
76.577 77.939 1.611 1.973 1.034
72.165 188.334 1.624 2.554 1.034
82.495 179.145 2.189 2.188 1.034
76.725 200.273 2.011 2.216 1.034
71.433 208.583 1.841 2.502 1.035
85.737 150.068 2.161 2.447 1.035
72.837 134.469 1.631 1.751 1.035
82.713 46.245 2.147 2.616 1.035
82.409 201.644 2.300 2.302 1.035
72.941 234.111 2.787 2.306 1.035
76.798 167.735 1.850 2.338 1.035
82.810 142.595 2.140 2.304 1.035
82.116 112.557 1.966 2.194 1.036
79.995 85.503 2.429 2.275 1.037
82.028 204.044 2.284 2.220 1.037
83.931 119.876 2.060 2.339 1.038
81.356 108.905 2.004 2.244 1.038
79.995 221.367 2.472 2.370 1.038
77.955 215.910 2.225 2.330 1.038
83.438 154.747 2.190 2.239 1.038
81.730 24.829 2.012 2.564 1.038
79.122 181.771 2.019 2.461 1.038
80.581 147.633 2.033 2.094 1.039
71.438 268.264 1.576 1.948 1.039
82.901 173.660 2.204 2.302 1.040
74.320 191.149 1.948 2.391 1.040
83.981 161.565 2.188 2.258 1.040
83.832 164.197 2.193 2.269 1.041
75.514 169.735 1.855 2.236 1.042
84.941 114.864 2.117 2.383 1.042
73.157 134.459 1.631 1.785 1.042
85.185 162.408 2.194 2.328 1.042
76.729 197.210 1.986 2.357 1.042
83.768 162.216 2.189 2.262 1.043
86.030 139.574 2.147 2.288 1.043
66.740 331.323 0.849 2.173 1.043
80.814 210.005 2.284 2.274 1.043
82.617 112.286 1.991 2.256 1.043
73.769 245.031 1.645 2.051 1.043
75.070 170.042 1.842 2.298 1.043
74.022 277.674 nan 2.193 1.043
72.196 225.512 2.417 2.069 1.044
79.796 218.758 2.404 2.293 1.044
81.408 140.290 2.038 2.136 1.044
81.640 107.949 2.005 2.185 1.044
80.946 167.856 2.000 2.144 1.045
85.531 112.068 2.154 2.431 1.045
75.292 169.891 1.848 2.288 1.045
85.542 128.884 2.134 2.221 1.046
81.426 28.909 1.916 2.380 1.046
71.342 169.232 1.856 2.116 1.046
69.688 240.452 nan 1.934 1.046
78.434 191.746 2.027 2.255 1.047
77.226 343.156 0.977 2.232 1.047
83.981 136.507 2.125 2.282 1.047
82.091 192.265 2.238 2.303 1.047
77.096 155.886 1.914 2.153 1.047
72.986 190.271 1.791 2.272 1.047
82.866 137.545 2.132 2.283 1.047
76.798 204.605 2.066 2.496 1.047
81.804 176.082 2.124 2.215 1.048
84.689 145.305 2.118 2.292 1.049
82.713 177.357 2.200 2.259 1.049
86.616 145.784 2.179 2.470 1.049
73.450 246.393 1.482 1.940 1.049
74.585 236.889 1.929 2.078 1.050
69.410 296.985 1.124 1.717 1.050
76.242 37.711 1.244 2.147 1.050
83.117 201.975 2.366 2.462 1.050
70.749 225.947 2.545 2.045 1.051
78.360 200.879 2.097 2.575 1.051
84.298 133.409 2.121 2.273 1.051
81.990 159.538 2.170 2.244 1.051
83.257 144.462 2.144 2.620 1.051
76.413 92.366 0.879 2.028 1.052
83.624 149.381 2.160 2.293 1.052
87.112 144.462 2.208 2.334 1.052
80.830 206.878 2.249 2.226 1.052
82.495 37.725 1.967 2.256 1.052
75.811 171.357 1.874 2.147 1.052
81.816 182.353 2.169 2.286 1.053
87.146 131.820 2.198 2.314 1.053
81.280 200.298 2.224 2.410 1.053
78.672 178.299 1.977 2.765 1.053
85.301 167.619 2.220 2.456 1.053
70.925 159.642 1.124 2.021 1.053
79.816 204.027 2.196 2.256 1.054
77.751 86.326 1.544 2.299 1.054
70.853 168.822 1.821 2.058 1.054
75.210 237.395 2.490 2.174 1.054
71.951 152.956 1.253 2.002 1.055
81.730 81.431 2.305 2.249 1.055
78.060 165.311 1.863 2.635 1.055
73.034 179.621 2.091 2.301 1.056
82.838 206.966 2.394 2.365 1.056
82.713 136.245 2.119 2.371 1.057
81.338 174.806 2.068 2.397 1.057
84.931 149.470 2.138 2.277 1.058
81.822 216.085 2.402 2.293 1.058
74.598 177.075 1.962 2.263 1.058
82.987 199.592 2.332 2.327 1.058
80.770 213.111 2.320 2.321 1.059
71.269 201.482 1.506 2.812 1.059
84.737 203.839 2.446 2.332 1.059
76.695 36.773 1.178 2.597 1.059
81.767 213.906 2.370 2.302 1.059
70.907 223.568 2.497 2.197 1.060
70.572 197.176 1.195 2.310 1.060
83.616 178.995 2.245 2.294 1.060
84.065 91.081 2.247 2.207 1.060
73.471 133.348 1.353 1.616 1.060
75.775 189.537 1.942 2.196 1.060
72.899 187.172 1.796 2.397 1.060
82.271 179.170 2.174 2.291 1.060
70.337 230.572 1.121 2.024 1.060
83.183 194.265 2.312 2.454 1.061
83.339 153.004 2.187 2.225 1.061
83.385 182.911 2.257 2.318 1.061
79.518 204.647 2.185 2.317 1.061
80.700 180.690 2.091 2.379 1.061
80.683 183.447 2.125 2.311 1.061
82.317 53.297 2.362 2.273 1.062
82.922 175.462 2.209 2.195 1.062
81.730 208.301 2.306 2.359 1.064
78.256 190.452 2.006 2.494 1.064
81.315 210.203 2.305 2.297 1.064
82.489 177.436 2.184 2.286 1.064
86.443 77.276 2.229 2.258 1.064
80.480 222.138 2.495 2.748 1.064
83.059 190.222 2.282 2.276 1.065
74.483 152.879 1.682 2.204 1.065
84.124 59.036 2.220 2.238 1.065
80.328 206.862 2.239 2.283 1.065
76.361 164.249 1.869 2.300 1.065
82.395 170.676 2.170 2.420 1.065
81.491 200.821 2.236 2.364 1.066
82.549 137.437 2.115 2.148 1.066
80.996 196.631 2.201 2.317 1.066
70.171 234.236 1.544 2.233 1.066
83.279 169.439 2.205 2.282 1.066
85.542 118.496 2.134 2.359 1.066
83.317 58.707 2.358 2.301 1.066
81.984 164.604 2.162 2.313 1.066
80.475 179.326 2.061 2.199 1.067
77.526 86.392 1.520 1.983 1.067
87.236 111.371 2.215 2.447 1.067
80.005 197.622 2.165 2.260 1.067
73.016 198.914 1.887 2.339 1.067
76.794 173.660 1.882 2.302 1.068
77.313 92.534 1.416 2.088 1.069
81.030 189.345 2.184 2.310 1.069
81.604 225.000 2.591 2.442 1.069
81.526 204.193 2.258 2.396 1.069
81.921 45.000 2.142 2.583 1.069
86.304 91.736 2.225 2.546 1.070
80.581 212.367 2.310 2.368 1.071
82.489 182.564 2.207 2.352 1.071
85.248 133.091 2.123 2.313 1.071
84.559 126.634 2.103 2.359 1.071
84.642 116.030 2.095 2.366 1.071
83.981 108.435 2.108 2.319 1.071
80.963 42.990 2.187 2.482 1.071
73.939 196.661 1.944 2.352 1.072
85.564 169.824 2.239 2.384 1.072
86.514 137.603 2.167 2.279 1.073
79.394 215.538 2.323 2.301 1.073
76.346 173.868 1.888 2.195 1.073
81.200 201.666 2.227 2.272 1.073
84.124 149.036 2.144 2.246 1.073
75.107 166.487 1.822 2.460 1.073
81.580 176.186 2.100 2.272 1.073
78.712 195.555 2.079 2.272 1.074
76.836 85.601 1.430 2.279 1.074
81.058 195.255 2.200 2.303 1.074
85.992 144.090 2.153 2.336 1.075
79.043 221.682 2.468 2.457 1.075
73.601 173.313 1.877 2.576 1.075
80.667 175.179 2.005 2.477 1.075
83.538 152.103 2.177 2.270 1.076
83.139 153.853 2.194 2.302 1.076
80.286 191.310 2.146 2.276 1.076
82.135 162.597 2.172 2.339 1.076
71.299 168.555 1.842 2.205 1.076
83.939 154.855 2.177 2.280 1.077
81.834 26.917 1.909 2.366 1.077
79.722 205.168 2.200 2.267 1.077
83.347 133.636 2.129 2.446 1.077
71.049 227.886 2.668 2.137 1.077
70.431 212.320 1.065 2.258 1.077
84.596 103.173 2.181 2.400 1.077
80.891 175.061 2.020 2.237 1.078
80.491 224.045 2.553 2.460 1.078
72.325 303.589 1.017 2.023 1.078
85.237 150.422 2.148 2.199 1.078
81.024 204.326 2.234 2.352 1.078
83.324 112.694 2.032 2.316 1.078
80.523 204.444 2.222 2.386 1.079
79.219 205.233 2.173 2.210 1.079
83.760 170.707 2.217 2.242 1.079
78.552 194.172 2.057 2.299 1.079
84.377 102.653 2.178 2.469 1.080
83.640 153.886 2.181 2.334 1.080
76.844 78.690 1.600 2.199 1.080
74.667 240.619 nan 2.371 1.080
79.346 181.809 2.031 2.310 1.080
83.235 151.314 2.183 2.339 1.081
84.158 102.171 2.174 2.437 1.081
77.842 194.421 2.012 2.386 1.081
84.485 174.174 2.246 2.300 1.081
73.034 157.001 1.697 1.963 1.081
84.689 108.435 2.143 2.444 1.081
81.315 173.333 2.052 2.332 1.082
75.588 151.639 1.325 2.137 1.082
83.059 107.850 2.040 2.235 1.082
77.842 165.579 1.861 2.610 1.082
76.089 77.421 1.631 1.791 1.082
86.119 146.768 2.162 2.338 1.082
83.095 98.393 2.151 2.368 1.082
76.016 162.728 1.863 2.374 1.083
84.245 52.907 2.248 2.333 1.083
85.857 91.548 2.216 2.232 1.083
86.030 130.426 2.149 2.364 1.084
84.756 163.887 2.192 2.184 1.084
86.514 174.472 2.266 2.366 1.084
77.077 86.517 1.461 2.077 1.084
78.149 200.493 2.082 2.317 1.084
83.197 159.775 2.196 2.260 1.084
78.897 178.264 1.989 2.505 1.085
87.423 124.380 2.201 2.379 1.085
78.856 84.806 1.705 2.197 1.085
80.683 176.553 2.026 2.362 1.085
79.925 205.710 2.217 2.336 1.085
80.459 220.236 2.446 2.355 1.086
82.200 158.962 2.192 2.286 1.086
63.984 189.749 1.179 2.760 1.086
83.385 146.041 2.147 2.326 1.087
71.741 151.699 nan 2.061 1.087
86.237 112.751 2.176 2.356 1.087
82.349 162.096 2.177 2.326 1.088
80.427 218.346 2.405 2.311 1.088
80.646 223.059 2.523 2.474 1.088
73.666 184.338 1.949 2.044 1.088
82.028 175.972 2.148 2.282 1.088
80.603 219.193 2.422 2.324 1.088
82.944 179.091 2.218 2.188 1.089
81.921 135.000 2.052 2.289 1.089
82.028 114.044 1.954 2.270 1.089
83.400 194.744 2.334 2.425 1.090
75.648 192.189 1.967 2.288 1.090
86.830 132.138 2.182 2.434 1.090
72.837 188.661 1.754 2.315 1.090
80.907 202.457 2.219 2.256 1.090
72.852 195.584 1.820 2.285 1.090
83.317 148.707 2.165 2.334 1.091
80.507 191.575 2.160 2.330 1.091
80.219 184.600 2.105 2.231 1.092
84.680 171.529 2.232 2.346 1.092
82.624 149.931 2.174 2.310 1.092
82.415 163.706 2.178 2.242 1.093
74.985 168.354 1.830 2.370 1.093
83.073 124.461 2.065 2.424 1.093
72.127 180.360 1.745 2.325 1.093
71.384 169.912 1.866 2.132 1.093
77.838 212.957 2.170 2.272 1.093
81.373 37.614 1.870 2.536 1.093
64.627 321.141 0.529 2.239 1.093
71.138 339.404 0.869 2.513 1.094
81.526 24.193 2.110 2.582 1.094
83.197 122.905 2.060 2.185 1.095
78.434 196.327 2.066 2.477 1.095
75.598 193.062 1.988 2.180 1.095
72.725 197.021 1.804 2.361 1.096
73.206 68.412 1.834 2.005 1.096
85.737 103.671 2.203 2.440 1.096
83.272 161.565 2.193 2.327 1.097
79.011 198.435 2.117 2.220 1.097
84.031 66.801 2.167 2.442 1.097
85.154 173.367 2.251 2.380 1.097
83.824 112.380 2.066 2.469 1.098
80.619 209.320 2.272 2.343 1.098
82.720 179.119 2.203 2.190 1.098
82.617 202.286 2.324 2.390 1.098
85.398 131.055 2.129 2.338 1.098
84.236 155.924 2.177 2.451 1.098
73.224 196.736 1.864 2.679 1.099
74.098 174.732 1.906 2.417 1.099
78.513 198.789 2.090 2.255 1.099
80.281 200.943 2.193 2.469 1.099
80.727 208.113 2.260 2.342 1.099
77.006 207.229 2.094 2.332 1.100
84.315 147.875 2.135 2.388 1.100
81.952 34.796 1.886 2.452 1.100
85.398 175.815 2.270 2.453 1.100
77.349 165.101 1.873 2.454 1.100
73.589 162.061 1.773 2.355 1.100
84.056 176.760 2.249 2.294 1.100
74.585 132.639 1.785 1.886 1.101
87.043 119.476 2.183 2.476 1.101
78.739 136.614 1.939 2.100 1.101
80.271 212.775 2.313 2.395 1.101
86.737 95.906 2.237 2.391 1.102
74.834 177.879 1.976 2.293 1.102
82.455 95.964 2.039 2.242 1.103
79.108 203.663 2.155 2.278 1.103
86.799 126.469 2.172 2.396 1.104
85.714 139.236 2.136 2.329 1.104
82.034 27.646 1.867 2.277 1.104
83.407 159.102 2.193 2.304 1.104
81.640 35.181 1.861 2.380 1.104
83.183 165.735 2.196 2.320 1.104
78.920 191.083 2.060 2.537 1.105
72.490 201.460 1.891 2.350 1.105
78.317 217.200 2.286 2.282 1.105
83.392 179.029 2.236 2.302 1.105
80.946 220.986 2.467 2.559 1.105
71.480 158.263 1.239 2.053 1.105
77.132 165.358 1.872 2.427 1.106
83.161 182.816 2.245 2.367 1.106
80.245 178.025 2.030 2.484 1.106
80.517 215.380 2.354 2.588 1.106
81.871 191.929 2.226 2.360 1.106
78.703 220.170 2.402 2.347 1.107
81.915 227.246 2.657 2.462 1.107
77.547 218.418 2.257 2.411 1.107
81.984 172.776 2.145 2.407 1.107
78.811 204.254 2.145 2.318 1.107
74.320 168.851 1.822 2.430 1.107
82.838 153.034 2.193 2.242 1.108
84.689 235.305 2.738 2.605 1.108
60.301 185.471 0.670 2.220 1.108
85.185 178.668 2.277 2.449 1.109
74.807 79.354 1.773 1.784 1.109
86.081 88.363 2.213 2.383 1.109
71.624 215.538 2.041 2.315 1.110
79.995 184.497 2.090 2.322 1.110
85.519 167.005 2.226 2.409 1.110
83.015 138.900 2.140 2.290 1.111
80.318 203.895 2.213 2.372 1.111
82.336 26.940 1.903 2.585 1.111
78.860 200.624 2.121 2.311 1.112
79.389 211.171 2.248 2.387 1.112
80.020 178.069 2.019 2.430 1.112
82.046 179.193 2.159 2.363 1.112
81.321 203.587 2.244 2.268 1.112
84.193 56.004 2.238 2.428 1.112
76.944 162.499 1.919 2.247 1.113
77.147 189.545 1.964 2.416 1.113
78.725 221.775 2.457 2.528 1.113
81.640 215.181 2.382 2.358 1.114
80.957 213.887 2.332 2.342 1.114
81.030 27.525 2.061 2.606 1.114
80.112 218.558 2.407 2.418 1.114
85.398 108.435 2.171 2.643 1.114
81.030 170.655 2.004 2.349 1.114
81.491 159.179 2.122 2.298 1.114
85.227 140.711 2.120 2.372 1.115
86.145 115.821 2.169 2.425 1.115
87.605 127.405 2.217 2.429 1.115
84.931 173.660 2.250 2.288 1.115
86.943 113.749 2.195 2.420 1.115
74.256 143.702 nan 2.778 1.115
81.834 206.917 2.298 2.406 1.116
71.724 287.543 nan 1.908 1.116
75.327 166.283 1.828 2.507 1.117
81.767 33.906 1.863 2.534 1.117
85.564 132.955 2.133 2.401 1.117
78.672 88.299 1.840 2.170 1.117
83.672 166.701 2.201 2.306 1.117
85.992 125.910 2.150 2.403 1.118
77.657 162.553 1.907 2.278 1.118
85.497 124.875 2.128 2.451 1.118
78.222 91.637 1.927 2.301 1.119
81.115 174.936 2.041 2.400 1.119
71.260 231.823 2.530 2.189 1.119
84.280 176.634 2.253 2.473 1.120
75.285 204.806 1.973 2.423 1.120
80.924 208.780 2.271 2.363 1.121
80.930 205.615 2.240 2.370 1.121
73.076 249.399 1.951 2.075 1.121
84.065 1.081 2.679 2.411 1.121
82.078 136.146 2.078 2.402 1.121
73.151 186.509 1.853 2.648 1.121
83.235 192.426 2.307 2.273 1.122
82.692 74.899 2.131 2.294 1.122
81.598 227.161 2.657 2.332 1.123
71.839 155.497 1.344 2.306 1.123
75.107 189.107 1.933 2.276 1.123
81.816 30.426 1.873 2.546 1.123
82.009 58.761 2.318 2.290 1.123
73.626 194.704 1.923 2.362 1.124
84.039 151.991 2.162 2.301 1.124
80.957 33.887 1.800 2.470 1.124
79.071 201.038 2.135 2.466 1.125
74.275 191.952 1.978 2.265 1.125
76.187 92.328 0.703 2.023 1.125
70.311 270.327 1.583 1.948 1.125
87.871 176.987 2.274 2.412 1.125
81.432 41.820 2.015 2.320 1.125
77.108 190.528 1.964 2.527 1.125
73.845 255.094 1.927 2.511 1.126
70.952 176.276 2.253 2.363 1.126
84.814 147.339 2.126 2.411 1.126
74.054 191.785 1.967 2.447 1.126
71.389 184.505 1.463 2.600 1.126
83.616 181.005 2.257 2.369 1.126
80.475 180.674 2.079 2.404 1.127
80.112 203.369 2.204 2.365 1.127
79.663 189.360 2.098 2.289 1.127
81.286 135.000 1.988 2.135 1.127
82.651 172.117 2.187 2.472 1.127
73.539 157.109 1.726 2.526 1.127
74.874 199.511 1.989 2.420 1.128
74.975 173.565 1.884 2.364 1.128
74.249 131.532 1.694 1.873 1.129
77.689 203.062 2.084 2.409 1.129
81.166 167.550 2.030 2.235 1.129
79.210 214.846 2.299 2.436 1.129
83.139 206.147 2.412 2.376 1.129
83.430 150.376 2.171 2.336 1.129
85.409 135.000 2.130 2.342 1.129
86.646 115.710 2.180 2.445 1.129
81.508 188.344 2.199 2.323 1.129
79.533 192.995 2.113 2.308 1.130
82.213 49.667 2.279 2.453 1.130
76.435 159.167 1.917 2.254 1.130
71.125 155.726 0.789 2.126 1.130
76.577 163.989 1.879 2.398 1.130
81.834 116.917 1.943 2.429 1.131
84.540 151.858 2.154 2.461 1.131
87.443 113.199 2.214 2.445 1.131
79.678 221.479 2.470 2.580 1.131
80.781 196.232 2.191 2.445 1.131
85.082 138.691 2.115 2.367 1.132
80.814 30.005 1.939 2.691 1.132
78.014 207.284 2.133 2.291 1.133
81.286 225.000 2.587 2.487 1.133
74.614 193.935 2.037 2.298 1.133
79.480 194.184 2.117 2.389 1.134
85.398 138.945 2.125 2.348 1.134
85.041 118.301 2.110 2.484 1.134
81.700 211.759 2.342 2.650 1.135
78.434 163.673 1.888 2.339 1.135
88.042 149.036 2.267 2.421 1.135
85.737 166.329 2.226 2.400 1.135
81.356 198.905 2.222 2.518 1.135
82.630 143.653 2.135 2.329 1.135
80.422 83.956 2.323 2.191 1.135
82.078 123.465 1.982 2.343 1.135
81.408 22.218 2.330 2.465 1.136
86.485 142.765 2.173 2.402 1.136
83.616 164.745 2.194 2.343 1.136
86.485 170.838 2.254 2.515 1.137
81.408 39.710 1.926 2.495 1.137
73.657 156.077 1.713 2.151 1.137
87.847 152.103 2.265 2.411 1.137
85.175 176.009 2.268 2.368 1.138
76.290 172.003 1.877 2.334 1.138
80.924 180.707 2.103 2.423 1.138
71.173 233.746 2.288 2.249 1.138
77.813 190.069 1.981 2.498 1.138
83.696 109.722 2.075 2.410 1.138
82.630 163.217 2.184 2.399 1.139
82.232 95.793 1.986 2.545 1.139
80.071 196.390 2.162 2.349 1.139
80.841 187.734 2.166 2.263 1.139
86.198 132.614 2.155 2.411 1.139
85.644 154.093 2.176 2.505 1.140
78.317 206.811 2.144 2.373 1.141
76.298 163.346 1.874 2.307 1.141
85.679 106.557 2.189 2.756 1.141
85.893 107.447 2.188 2.301 1.142
80.907 183.532 2.139 2.503 1.143
76.623 168.879 1.855 2.747 1.143
72.757 215.451 1.999 2.178 1.143
83.890 166.218 2.200 2.360 1.143
82.733 118.540 2.002 2.329 1.143
81.211 197.049 2.211 2.430 1.143
79.960 213.158 2.313 2.378 1.143
81.984 195.396 2.236 2.384 1.143
81.952 214.796 2.391 2.407 1.143
86.304 144.866 2.162 2.488 1.144
83.792 129.144 2.107 2.324 1.144
83.146 175.314 2.218 2.378 1.145
73.851 185.988 1.922 2.417 1.145
82.135 190.670 2.235 2.375 1.146
79.781 201.218 2.174 2.556 1.147
78.086 215.036 2.219 2.332 1.147
85.542 151.504 2.159 2.613 1.147
87.801 165.256 2.264 2.393 1.147
82.873 188.130 2.262 2.417 1.147
84.431 120.174 2.082 2.287 1.148
75.056 131.955 1.919 2.093 1.148
81.367 182.231 2.146 2.280 1.148
84.124 120.964 2.070 2.179 1.148
80.646 186.189 2.146 2.301 1.148
79.145 196.189 2.111 2.213 1.149
80.517 144.620 2.011 2.265 1.149
83.059 162.150 2.194 2.345 1.149
79.771 85.601 2.285 2.290 1.149
75.818 166.734 1.844 2.451 1.150
85.248 164.982 2.209 2.429 1.150
83.569 172.999 2.221 2.316 1.150
79.205 195.046 2.107 2.465 1.150
80.333 34.611 1.837 2.284 1.150
81.804 183.918 2.182 2.516 1.150
82.637 206.175 2.365 2.324 1.150
83.736 151.144 2.167 2.389 1.150
81.706 196.477 2.228 2.444 1.150
82.395 43.807 2.081 2.648 1.151
83.400 165.256 2.195 2.300 1.151
81.694 190.098 2.214 2.534 1.152
81.115 185.064 2.165 2.379 1.152
77.132 194.642 1.982 2.451 1.152
73.248 189.652 1.814 2.436 1.152
79.707 215.248 2.332 2.408 1.152
85.248 136.909 2.123 2.356 1.152
71.757 218.494 2.163 2.351 1.152
76.476 247.051 1.936 2.304 1.152
83.931 150.124 2.154 2.305 1.153
85.955 165.579 2.229 2.396 1.153
75.378 167.137 1.833 2.465 1.153
86.030 158.499 2.206 2.463 1.154
79.437 199.204 2.144 2.217 1.155
78.447 88.332 1.753 2.164 1.155
85.301 102.381 2.204 2.449 1.155
84.642 100.840 2.201 2.482 1.155
85.881 137.203 2.144 2.380 1.155
79.361 191.547 2.092 2.443 1.156
81.058 217.875 2.400 2.382 1.156
83.931 60.124 2.226 2.457 1.156
80.312 209.827 2.274 2.375 1.157
84.262 174.401 2.242 2.351 1.157
81.321 23.587 2.312 2.554 1.158
81.252 170.417 2.037 2.344 1.158
64.210 189.834 1.152 3.363 1.158
82.264 214.380 2.412 2.433 1.158
70.303 234.767 1.523 2.168 1.159
72.852 232.454 2.812 2.367 1.159
81.443 133.939 1.999 2.622 1.159
71.724 156.431 1.312 2.015 1.160
81.069 199.799 2.213 2.542 1.160
83.931 127.504 2.101 2.548 1.161
77.088 177.510 1.919 2.449 1.161
80.869 186.340 2.162 2.337 1.161
81.455 214.315 2.362 2.308 1.161
77.310 206.792 2.103 2.313 1.162
84.039 118.009 2.061 2.363 1.162
77.010 163.443 1.907 2.546 1.162
83.347 83.234 2.234 2.351 1.162
84.931 133.210 2.116 2.421 1.162
71.856 159.319 1.548 2.174 1.163
77.482 202.659 2.071 2.393 1.163
81.508 120.964 1.930 2.260 1.163
78.712 164.445 1.880 2.401 1.163
82.671 38.797 2.001 2.484 1.163
80.020 88.069 2.741 2.232 1.163
81.426 208.909 2.296 2.385 1.164
79.970 193.570 2.142 2.455 1.164
87.043 150.524 2.210 2.417 1.164
81.616 202.797 2.252 2.350 1.164
83.931 142.496 2.122 2.405 1.164
81.767 194.982 2.227 2.504 1.164
83.369 175.156 2.224 2.458 1.164
85.621 85.601 2.204 2.593 1.165
84.902 109.231 2.149 2.439 1.165
84.961 88.727 2.214 2.328 1.165
77.567 158.295 1.933 2.278 1.165
81.030 207.525 2.261 2.346 1.165
78.192 202.913 2.105 2.355 1.166
82.944 35.961 2.013 2.753 1.166
85.564 137.045 2.134 2.440 1.166
76.702 205.484 2.069 2.333 1.166
70.145 161.154 1.398 2.149 1.166
82.873 278.130 nan 2.446 1.167
85.857 128.418 2.145 2.378 1.167
84.931 136.790 2.116 2.379 1.167
75.479 150.859 1.146 2.101 1.168
71.565 169.101 1.825 2.241 1.168
81.562 174.668 2.094 2.407 1.168
84.559 53.366 2.261 2.610 1.168
77.065 191.505 1.966 2.573 1.169
78.014 199.113 2.063 2.363 1.169
70.068 228.662 1.799 2.101 1.169
85.930 121.504 2.148 2.498 1.170
78.460 212.300 2.206 2.353 1.170
67.699 185.509 nan 2.461 1.171
84.422 141.520 2.117 2.388 1.171
82.965 166.185 2.195 2.301 1.171
75.059 177.847 1.974 2.462 1.172
78.517 207.316 2.157 2.389 1.172
83.841 152.969 2.173 2.365 1.173
79.422 164.638 1.900 2.413 1.173
81.730 204.829 2.273 2.391 1.174
79.576 196.876 2.138 2.326 1.174
77.147 200.966 2.028 2.470 1.174
74.694 171.989 1.858 2.552 1.174
73.564 192.232 1.921 2.463 1.175
69.365 337.212 0.528 2.295 1.175
74.294 249.492 nan 2.565 1.175
87.366 167.735 2.271 2.424 1.175
71.203 267.600 nan 2.223 1.176
84.737 113.839 2.111 2.462 1.176
81.126 223.977 2.553 2.519 1.176
84.342 207.072 2.475 2.462 1.176
83.792 172.747 2.225 2.350 1.176
81.315 186.667 2.184 2.369 1.176
81.592 177.709 2.111 2.403 1.177
81.785 174.523 2.121 2.342 1.177
74.447 167.067 1.812 2.300 1.177
84.289 178.877 2.264 2.454 1.178
80.797 222.039 2.493 2.408 1.178
82.123 209.846 2.348 2.545 1.179
82.824 112.964 2.000 2.482 1.179
80.010 223.182 2.526 2.391 1.180
84.245 232.907 2.739 2.309 1.181
86.042 118.740 2.158 2.463 1.181
76.913 165.606 1.867 2.542 1.181
83.672 76.701 2.162 2.423 1.181
71.674 180.352 1.228 2.499 1.181
72.389 188.440 1.665 2.747 1.181
78.779 158.305 1.924 2.307 1.181
85.442 155.323 2.179 2.392 1.182
77.018 192.475 1.967 2.573 1.182
82.429 82.349 2.271 2.426 1.182
82.937 205.346 2.388 2.360 1.182
82.838 189.904 2.269 2.505 1.183
81.598 180.764 2.142 2.484 1.183
77.813 206.801 2.122 2.587 1.183
81.640 197.949 2.230 2.390 1.183
74.585 249.981 nan 2.244 1.183
82.002 217.030 2.421 2.482 1.184
73.955 223.866 2.336 2.316 1.184
84.540 164.539 2.198 2.449 1.184
83.538 188.973 2.306 2.553 1.184
86.318 109.537 2.226 2.641 1.185
81.550 218.541 2.428 2.503 1.185
71.813 193.950 1.704 2.517 1.185
80.946 192.144 2.187 2.583 1.185
81.568 160.602 2.120 2.354 1.185
81.604 193.109 2.217 2.400 1.186
86.646 154.290 2.206 2.464 1.186
82.264 182.490 2.194 2.414 1.187
82.489 200.056 2.295 2.449 1.187
80.919 177.879 2.059 2.415 1.187
82.908 74.427 2.126 2.304 1.187
81.143 198.435 2.212 2.511 1.187
87.847 171.027 2.285 2.480 1.187
77.096 204.114 2.072 2.530 1.188
85.082 131.309 2.120 2.455 1.189
80.163 132.230 1.900 2.247 1.189
78.699 190.864 2.042 2.403 1.189
73.291 131.730 1.573 1.887 1.190
81.700 21.371 2.170 2.618 1.190
73.215 184.222 1.945 2.510 1.191
80.470 87.979 2.549 2.406 1.191
80.694 87.930 2.452 2.266 1.191
73.007 196.518 1.840 2.682 1.191
73.873 342.575 0.925 2.534 1.191
81.194 216.724 2.386 2.436 1.191
83.197 110.225 2.033 2.503 1.191
70.617 208.796 nan 2.255 1.191
82.065 198.947 2.253 2.502 1.191
80.808 170.882 1.980 2.344 1.192
82.475 175.732 2.178 2.334 1.192
84.236 204.076 2.452 2.388 1.193
84.440 154.983 2.171 2.507 1.193
75.206 131.309 1.879 2.242 1.193
70.936 207.019 nan 2.685 1.193
76.514 160.058 1.921 2.444 1.193
76.890 156.286 1.914 2.300 1.193
72.873 197.959 1.840 2.431 1.194
82.336 153.060 2.180 2.262 1.194
82.349 107.904 2.012 2.293 1.194
82.040 50.711 2.312 2.582 1.194
80.963 227.010 2.656 2.483 1.195
72.616 202.420 1.965 2.555 1.195
72.745 184.857 1.826 2.517 1.196
79.489 201.915 2.163 2.534 1.196
74.324 174.657 1.905 2.629 1.196
78.399 203.344 2.118 2.384 1.197
81.064 187.927 2.180 2.294 1.197
74.549 174.579 1.904 2.475 1.197
82.873 171.870 2.199 2.446 1.197
71.138 159.404 1.148 2.141 1.197
84.911 140.356 2.112 2.515 1.197
86.359 135.000 2.167 2.392 1.197
87.146 154.440 2.224 2.493 1.198
82.448 215.340 2.441 2.471 1.198
80.459 40.236 1.787 2.407 1.198
71.269 158.518 1.106 2.279 1.198
75.620 172.376 1.878 2.448 1.200
70.512 230.152 1.488 2.252 1.200
82.713 43.755 2.086 2.414 1.200
84.289 91.123 2.241 2.482 1.200
82.034 207.646 2.318 2.430 1.201
87.146 101.310 2.241 2.437 1.201
83.139 116.147 2.017 2.429 1.201
82.232 208.413 2.346 2.369 1.202
