################## FYI, April 2013 values
### Lats,Lons,PIOMAS SIT,CS2U SIT,CS2C SIT
73.694 189.917 1.805 1.544 0.397
75.019 184.728 1.749 1.093 0.397
84.116 68.806 1.938 1.446 0.397
79.885 80.433 1.343 1.280 0.397
74.003 74.110 1.336 1.434 0.398
78.650 93.965 1.364 1.406 0.398
82.817 59.036 1.948 1.340 0.398
74.437 188.715 1.738 1.276 0.398
78.650 176.035 1.942 1.323 0.398
74.938 282.482 1.492 1.172 0.398
78.888 87.109 1.334 1.055 0.398
76.913 128.737 1.784 1.080 0.398
76.646 91.444 0.927 0.986 0.399
78.770 58.055 1.364 1.200 0.399
80.587 81.098 1.390 1.321 0.399
80.112 38.558 1.429 1.241 0.399
81.604 76.891 1.696 1.390 0.400
62.004 188.130 0.805 1.074 0.400
75.588 81.491 1.373 1.083 0.400
74.684 115.626 nan 0.942 0.400
82.637 26.175 1.765 1.284 0.401
78.495 37.875 1.200 1.319 0.401
82.382 48.576 1.913 1.197 0.401
75.883 126.597 1.748 1.000 0.401
77.726 77.869 1.496 1.194 0.401
76.180 132.368 1.532 1.017 0.401
76.067 172.131 1.982 1.481 0.401
75.673 130.553 1.556 1.000 0.401
80.528 27.474 1.908 1.384 0.401
63.646 182.703 1.021 1.233 0.402
70.420 196.352 1.488 1.281 0.402
73.769 294.969 1.290 0.990 0.402
77.657 197.447 2.009 1.582 0.402
76.375 198.733 1.886 1.491 0.402
72.372 288.204 1.493 1.225 0.402
76.983 137.095 1.473 1.076 0.402
78.386 192.829 2.014 1.427 0.403
63.812 191.698 1.101 1.072 0.403
80.173 44.076 1.435 1.131 0.403
72.645 65.924 1.183 1.051 0.403
78.218 196.020 2.046 1.397 0.403
63.896 187.709 0.532 1.048 0.403
76.593 84.719 1.318 1.186 0.403
77.510 355.365 1.613 1.032 0.403
78.672 358.299 1.622 1.320 0.403
76.695 284.153 1.254 1.389 0.404
74.006 347.428 1.052 1.479 0.404
71.632 294.212 1.325 1.216 0.404
76.638 74.914 1.527 1.108 0.404
74.480 115.267 nan 1.019 0.404
78.806 60.611 1.435 1.213 0.404
76.798 77.735 1.514 1.094 0.404
75.392 205.974 1.954 1.694 0.404
78.717 64.708 1.448 1.227 0.404
79.860 69.963 1.520 1.323 0.404
74.618 179.582 1.898 1.356 0.404
62.847 189.345 0.603 1.041 0.405
75.518 125.538 1.754 1.017 0.405
66.244 190.670 2.139 1.008 0.405
82.475 85.732 1.809 1.265 0.405
74.934 286.004 1.743 1.173 0.405
76.067 210.489 2.122 1.434 0.405
82.065 41.566 1.841 1.320 0.405
72.230 66.516 1.117 0.837 0.405
76.525 147.236 2.041 1.223 0.405
70.308 237.127 1.245 1.275 0.406
74.690 129.644 1.518 0.927 0.406
74.437 134.415 1.210 1.157 0.406
71.438 231.394 1.954 1.064 0.406
75.694 184.950 1.760 1.355 0.406
78.583 172.666 1.933 1.461 0.406
73.263 154.983 2.994 1.103 0.406
75.786 128.589 1.647 1.071 0.406
70.728 64.781 1.248 1.084 0.407
78.725 109.156 2.831 1.236 0.407
78.213 177.274 1.920 1.346 0.407
74.757 134.403 1.294 0.977 0.407
71.646 220.030 2.537 1.251 0.407
76.257 188.924 1.757 1.690 0.407
75.210 212.605 2.105 1.285 0.408
78.014 62.716 1.438 1.162 0.408
76.162 175.815 1.898 1.457 0.408
84.531 67.109 1.958 1.456 0.408
77.947 77.645 1.487 1.084 0.409
81.263 40.840 1.758 1.169 0.409
69.777 46.804 0.769 1.070 0.409
77.206 115.442 2.183 1.102 0.409
60.671 179.779 1.260 1.097 0.409
64.522 184.321 nan 1.056 0.409
78.035 79.743 1.479 1.210 0.409
64.820 181.284 0.812 1.541 0.410
80.808 9.118 1.946 1.272 0.410
83.015 48.900 1.917 1.268 0.410
63.822 195.776 nan 1.656 0.410
64.265 196.049 nan 1.036 0.411
75.107 283.513 1.590 1.209 0.411
77.147 110.966 1.659 1.074 0.411
78.183 175.101 1.925 1.322 0.411
75.521 180.444 1.831 1.399 0.411
72.864 296.061 1.232 1.130 0.411
74.082 69.775 1.272 1.180 0.411
77.677 283.151 nan 1.231 0.411
72.153 64.242 1.248 1.260 0.411
64.309 183.781 0.689 1.153 0.411
72.745 175.143 2.211 1.438 0.412
76.067 120.489 2.036 0.986 0.412
75.747 127.321 1.698 1.021 0.412
60.984 189.205 0.908 1.088 0.412
73.067 296.395 1.216 1.185 0.412
68.289 333.834 nan 1.272 0.412
79.905 67.135 1.746 1.151 0.412
77.997 29.678 1.115 1.173 0.413
69.917 191.310 2.326 1.122 0.413
69.003 296.428 1.246 1.373 0.413
57.981 192.903 0.604 1.188 0.413
76.836 175.601 1.888 1.312 0.413
77.801 108.768 2.577 1.374 0.413
82.264 87.510 1.782 1.222 0.413
73.573 63.610 1.365 1.114 0.413
76.906 205.907 2.103 1.558 0.413
70.057 182.911 3.663 1.806 0.414
72.713 218.136 2.434 1.511 0.414
79.970 76.430 1.461 1.332 0.414
81.592 182.291 2.059 1.456 0.414
73.067 63.605 1.299 1.074 0.414
73.515 282.995 nan 1.525 0.414
70.163 238.925 1.685 1.295 0.414
73.367 62.223 1.476 1.094 0.414
82.699 48.731 1.915 1.148 0.414
83.146 94.686 2.021 1.322 0.414
79.885 170.433 1.945 1.555 0.414
80.365 81.304 1.354 1.358 0.415
68.558 293.199 nan 1.205 0.415
61.301 183.844 0.941 1.419 0.415
78.154 72.937 1.414 1.111 0.415
65.382 189.765 1.390 1.073 0.415
73.468 205.346 1.914 1.410 0.415
73.769 245.031 1.697 1.222 0.415
78.090 48.053 1.294 1.190 0.415
75.765 292.724 nan 1.308 0.416
75.431 127.488 1.649 0.992 0.416
70.160 50.985 0.715 0.930 0.416
59.398 194.808 0.335 1.058 0.416
68.084 190.963 2.406 1.327 0.416
72.911 67.989 1.062 0.925 0.416
71.430 200.191 2.050 1.274 0.416
75.556 22.380 0.794 0.846 0.416
71.819 130.486 nan 1.075 0.416
65.116 190.189 1.302 1.207 0.417
79.576 53.746 1.082 1.311 0.417
77.547 88.452 1.378 1.040 0.417
74.178 295.656 1.312 1.129 0.417
71.236 295.183 1.309 1.128 0.417
79.126 89.409 1.309 1.082 0.417
72.552 294.749 1.299 1.074 0.417
71.049 227.886 2.364 1.481 0.418
80.459 183.366 2.039 1.495 0.418
75.553 80.611 1.427 1.141 0.418
61.661 186.189 0.900 1.107 0.418
72.508 196.805 1.928 1.352 0.418
69.600 192.426 2.142 1.265 0.418
62.978 181.198 1.420 1.361 0.418
74.278 135.000 1.607 0.973 0.418
78.239 48.865 1.276 1.307 0.418
73.166 207.420 1.959 1.337 0.419
74.704 234.560 1.768 1.155 0.419
67.778 296.175 nan 1.271 0.419
82.671 38.797 1.827 1.313 0.419
73.769 155.031 3.071 1.249 0.419
77.321 181.521 1.867 1.503 0.419
71.138 64.199 1.268 1.283 0.419
73.545 119.890 nan 1.606 0.419
74.294 69.492 1.330 1.159 0.420
72.389 188.440 2.115 1.452 0.420
58.327 193.887 0.567 1.265 0.420
80.365 188.695 2.076 1.415 0.420
69.207 296.704 1.247 1.065 0.420
64.439 192.501 0.995 1.057 0.421
73.626 292.166 1.404 1.078 0.421
72.852 65.618 1.214 1.040 0.421
77.587 198.435 2.023 1.461 0.421
73.151 133.379 1.744 1.284 0.421
73.974 115.308 nan 0.879 0.421
77.003 25.017 1.228 1.388 0.421
72.438 199.826 1.987 1.485 0.422
80.667 175.179 1.996 1.434 0.422
79.122 88.229 1.301 1.098 0.422
76.646 21.176 0.789 1.251 0.422
75.933 291.038 0.744 1.305 0.422
72.354 207.708 2.231 1.362 0.422
74.121 233.049 1.833 1.164 0.422
74.089 72.332 1.287 1.203 0.422
73.835 292.467 1.383 1.192 0.422
71.755 214.963 2.439 1.234 0.422
72.825 292.706 1.392 1.190 0.423
75.919 84.971 1.209 1.048 0.423
77.551 190.905 1.897 1.579 0.423
76.023 122.542 1.922 1.017 0.423
75.330 121.866 1.983 1.095 0.423
78.820 63.178 1.444 1.246 0.423
78.583 135.796 1.958 1.373 0.423
71.579 231.941 1.860 1.337 0.423
76.937 110.614 nan 1.050 0.423
75.462 124.303 1.802 1.000 0.423
78.672 51.429 1.206 1.162 0.424
80.328 79.992 1.392 1.191 0.424
76.596 128.884 1.737 1.163 0.424
60.660 181.548 1.040 1.461 0.424
80.814 30.005 1.609 1.290 0.425
70.720 216.937 2.073 1.503 0.425
78.663 177.166 1.941 1.363 0.425
81.115 66.991 2.583 1.095 0.426
75.518 72.408 1.573 1.318 0.426
72.225 162.711 2.890 1.031 0.426
67.978 297.745 nan 1.168 0.426
57.463 189.035 0.722 1.371 0.426
70.431 225.000 2.038 1.353 0.426
79.029 187.633 2.007 1.368 0.426
74.614 178.746 1.921 1.447 0.426
82.232 47.337 1.911 1.332 0.426
71.408 59.868 1.430 1.297 0.426
74.847 260.189 1.612 1.185 0.426
80.173 82.794 1.290 1.276 0.427
74.874 114.092 1.522 1.113 0.427
62.734 182.139 1.146 1.486 0.427
77.884 59.400 1.261 1.158 0.427
83.139 63.853 1.992 1.347 0.427
78.495 52.125 1.240 1.333 0.427
74.178 117.474 1.213 1.060 0.427
73.070 285.789 1.523 1.303 0.427
70.936 207.019 nan 1.398 0.427
57.847 189.961 0.724 1.208 0.428
73.682 193.941 1.789 1.348 0.428
82.349 17.904 1.738 1.430 0.429
71.718 60.124 1.410 1.319 0.429
76.301 26.775 1.009 1.119 0.429
69.610 47.237 0.800 0.970 0.429
67.003 195.058 1.395 1.186 0.430
76.794 28.960 1.001 1.298 0.430
72.763 212.758 2.181 1.609 0.430
75.711 57.184 nan 0.944 0.430
73.007 286.518 1.529 1.048 0.430
83.161 50.315 1.929 1.369 0.430
70.622 237.325 1.302 1.165 0.430
76.420 128.290 1.740 1.095 0.430
73.713 180.395 2.027 1.338 0.430
74.575 65.487 1.494 1.350 0.430
67.878 334.348 0.537 1.217 0.431
74.372 287.133 1.627 1.265 0.431
74.275 294.918 1.332 1.073 0.431
66.722 195.450 nan 1.144 0.431
78.299 71.565 1.432 1.387 0.431
73.657 293.923 1.323 1.135 0.431
77.863 51.754 1.348 1.413 0.431
69.513 296.424 1.255 1.287 0.431
74.717 282.301 1.459 2.010 0.431
81.200 31.464 1.609 1.230 0.431
73.260 180.385 2.171 1.212 0.432
79.561 176.923 1.982 1.568 0.432
80.891 85.061 1.292 1.179 0.432
77.859 111.114 2.293 1.288 0.432
82.028 85.972 1.726 1.207 0.432
76.279 129.026 1.691 1.089 0.432
77.689 83.199 1.454 1.099 0.432
75.292 181.312 1.818 1.273 0.432
79.975 185.774 2.032 1.463 0.432
79.707 54.752 1.074 1.246 0.432
79.375 133.290 1.990 1.350 0.432
57.926 194.971 0.518 1.649 0.433
65.693 299.778 1.014 1.000 0.433
75.158 77.330 1.407 1.088 0.433
79.722 64.832 1.895 1.313 0.433
79.205 74.954 1.496 1.324 0.433
79.537 44.132 1.280 1.107 0.433
77.772 78.896 1.492 1.285 0.434
67.039 43.807 nan 0.822 0.434
72.034 255.877 nan 1.184 0.434
76.290 118.872 2.129 1.043 0.434
80.549 100.244 3.139 1.185 0.434
78.770 75.548 1.486 1.177 0.434
76.817 137.759 1.261 1.113 0.435
66.782 194.913 nan 1.374 0.435
77.266 84.440 1.417 1.204 0.435
72.110 292.537 1.375 1.256 0.435
76.890 203.714 2.056 1.631 0.435
81.115 84.936 1.353 1.171 0.435
77.567 74.836 1.476 1.147 0.435
74.424 201.571 1.809 1.471 0.436
67.465 334.845 0.743 1.021 0.436
74.661 70.769 1.399 1.197 0.436
84.440 64.983 1.957 1.331 0.436
72.076 218.379 2.483 1.505 0.436
69.433 187.864 3.223 1.560 0.436
73.776 296.742 1.271 1.112 0.436
69.463 45.888 0.613 0.909 0.436
63.676 179.754 nan 1.126 0.437
77.938 73.250 1.421 1.165 0.437
70.238 58.029 1.259 0.881 0.437
74.275 276.973 nan 1.335 0.437
73.416 130.054 0.966 1.464 0.437
72.311 175.992 2.104 1.300 0.437
72.911 284.859 nan 1.366 0.437
77.772 178.423 1.896 1.643 0.437
76.944 130.121 1.737 1.275 0.437
73.820 58.627 nan 0.919 0.438
81.491 20.821 1.901 1.341 0.438
74.178 297.474 1.278 1.151 0.438
72.852 217.546 2.404 1.266 0.438
61.317 187.938 0.878 1.130 0.438
78.073 80.803 1.471 1.290 0.438
78.961 170.059 1.917 1.491 0.438
77.286 94.554 1.054 1.027 0.439
72.825 202.706 1.989 1.426 0.439
80.020 88.069 1.160 1.215 0.439
79.528 174.472 1.965 1.525 0.439
79.528 47.603 1.183 1.197 0.439
78.069 111.501 2.431 1.168 0.439
80.459 347.106 0.414 1.054 0.439
73.732 71.065 0.909 0.981 0.439
78.149 110.493 2.535 1.278 0.439
77.274 112.270 1.591 1.318 0.439
72.248 208.350 2.284 1.358 0.439
76.767 187.306 1.804 1.469 0.440
70.800 231.183 1.713 1.002 0.440
72.737 293.394 1.364 1.502 0.440
75.983 150.767 2.603 1.548 0.440
80.507 11.575 1.160 1.057 0.441
71.499 229.436 2.133 1.351 0.441
70.324 194.910 1.835 1.150 0.441
82.046 89.193 1.759 1.381 0.441
64.594 180.764 0.993 1.563 0.441
83.438 64.747 1.972 1.375 0.441
75.223 174.333 1.975 1.368 0.441
77.206 154.558 2.147 1.707 0.441
69.693 191.185 2.345 1.322 0.441
66.561 194.772 nan 1.618 0.441
82.489 87.436 1.821 1.243 0.442
75.059 120.225 2.025 0.984 0.442
73.166 297.420 1.221 1.115 0.442
81.058 15.255 1.756 1.431 0.442
72.354 232.765 1.806 1.164 0.442
69.202 295.317 1.223 1.209 0.442
79.149 33.198 1.267 1.290 0.443
76.798 130.865 1.688 1.110 0.443
79.796 38.758 1.371 1.294 0.443
71.813 292.920 1.340 1.212 0.443
72.763 296.732 1.223 1.059 0.443
71.340 62.354 1.322 1.346 0.443
71.615 175.440 1.929 1.467 0.443
73.270 296.737 1.225 1.056 0.443
72.631 347.672 1.279 1.059 0.443
72.354 297.708 1.293 1.017 0.443
78.183 355.101 1.506 1.337 0.444
71.847 297.676 1.332 1.115 0.444
84.596 76.827 1.962 1.238 0.444
75.392 115.974 2.150 1.014 0.444
77.575 59.036 1.190 1.333 0.444
74.588 197.379 1.751 1.402 0.445
75.375 70.731 1.666 1.241 0.445
75.800 19.867 0.822 1.059 0.445
58.835 193.682 0.577 1.083 0.445
75.162 198.983 1.779 1.551 0.445
72.273 185.458 2.362 1.560 0.445
76.446 72.165 1.709 1.300 0.446
67.880 333.043 0.456 1.293 0.446
77.088 182.490 1.847 1.445 0.446
80.406 75.801 1.520 1.420 0.446
75.933 21.038 0.856 1.314 0.446
73.732 198.935 1.799 1.377 0.446
79.654 50.274 1.079 1.308 0.446
79.615 60.945 2.228 1.355 0.446
70.300 188.871 2.811 1.448 0.446
70.901 59.962 1.346 1.398 0.447
77.405 193.912 1.912 1.324 0.447
75.090 116.372 2.133 1.120 0.447
72.456 295.416 1.278 1.207 0.447
73.710 178.815 2.062 1.234 0.447
73.034 179.621 2.255 1.327 0.447
82.562 71.565 1.975 1.318 0.447
59.708 187.524 0.921 1.576 0.447
73.626 137.224 1.794 1.206 0.447
73.573 234.462 1.530 1.106 0.448
70.311 270.327 1.750 0.921 0.448
77.238 77.307 1.514 1.198 0.448
62.049 181.623 1.054 1.260 0.448
75.261 176.070 1.932 1.401 0.448
71.152 166.544 2.658 1.510 0.448
73.864 204.246 1.863 1.722 0.448
59.043 192.051 0.689 1.125 0.448
69.200 241.909 1.373 1.024 0.448
76.331 125.647 1.825 1.010 0.448
63.751 186.177 0.550 1.277 0.448
63.674 180.738 1.476 1.400 0.448
76.298 73.346 1.595 1.172 0.448
64.098 21.755 nan 1.014 0.449
69.605 164.967 nan 1.366 0.449
67.251 298.724 1.306 1.417 0.449
72.560 296.400 1.252 1.243 0.449
72.438 293.776 1.346 1.223 0.449
76.646 125.426 1.857 1.071 0.449
63.900 181.240 1.325 1.287 0.449
70.896 227.386 2.404 1.411 0.450
81.767 33.906 1.696 1.449 0.450
73.303 198.435 1.850 1.303 0.450
77.976 86.257 1.435 1.074 0.450
66.736 190.330 2.513 1.353 0.450
76.672 135.682 1.365 1.212 0.450
74.797 200.308 1.788 1.550 0.450
79.845 47.684 1.178 1.053 0.450
80.470 177.979 2.014 1.457 0.450
75.897 154.047 2.451 1.548 0.450
58.815 191.964 0.676 1.109 0.451
78.001 74.275 1.432 1.178 0.451
76.794 118.960 2.120 1.209 0.451
73.206 68.412 1.087 1.092 0.451
72.692 345.332 1.108 1.106 0.451
67.447 192.995 1.941 1.335 0.451
77.014 19.687 0.950 1.095 0.451
62.765 192.709 1.002 1.654 0.451
68.531 191.192 2.342 1.393 0.451
70.057 177.089 1.971 1.421 0.451
74.281 206.748 1.917 1.604 0.452
63.406 191.023 1.153 1.045 0.452
77.329 79.287 1.505 1.147 0.452
71.252 192.119 2.181 1.258 0.452
71.746 187.431 2.458 1.283 0.452
69.296 302.567 1.302 1.142 0.452
79.480 38.946 1.323 1.496 0.453
74.156 286.894 1.581 1.269 0.453
77.357 111.329 1.776 1.259 0.453
70.620 172.999 1.765 1.445 0.453
84.902 70.769 1.976 1.294 0.453
72.395 231.740 1.799 1.078 0.453
73.166 62.580 1.383 1.325 0.453
71.125 65.726 1.199 1.265 0.454
73.747 66.801 1.286 1.143 0.454
70.710 193.145 2.114 1.167 0.454
63.676 180.246 1.578 1.244 0.454
76.913 194.394 1.860 1.516 0.454
71.856 159.319 2.753 1.260 0.454
79.145 73.811 1.491 1.230 0.454
74.780 65.136 1.632 1.151 0.454
75.983 209.233 2.078 1.524 0.455
72.852 285.584 1.351 1.430 0.455
79.624 190.582 2.069 1.508 0.455
70.220 295.253 1.237 1.142 0.455
74.063 195.113 1.749 1.400 0.455
73.505 196.213 1.809 1.357 0.455
81.432 48.180 2.147 1.107 0.455
76.424 89.526 1.072 1.026 0.455
76.960 188.409 1.817 1.554 0.456
79.108 23.663 nan 0.997 0.456
75.172 209.476 2.009 1.587 0.456
66.561 328.374 0.479 1.032 0.456
72.490 201.460 2.008 1.263 0.456
73.545 60.110 2.010 1.178 0.456
73.236 300.174 1.299 1.304 0.457
61.971 188.588 0.808 1.129 0.457
75.059 182.153 1.796 1.598 0.457
73.741 120.285 1.369 1.873 0.457
70.316 294.661 1.204 1.224 0.457
75.901 56.689 0.541 1.029 0.457
77.135 132.173 1.692 1.237 0.457
81.356 18.905 1.870 1.356 0.457
78.672 88.299 1.355 1.173 0.457
73.515 192.995 1.814 1.508 0.457
76.143 121.759 1.962 1.064 0.457
81.385 77.229 1.642 1.326 0.458
81.550 75.411 1.715 1.437 0.458
73.422 174.946 2.208 1.473 0.458
61.355 181.585 1.025 1.301 0.458
79.480 75.816 1.481 1.182 0.458
73.367 200.148 1.867 1.622 0.458
80.919 38.991 1.633 1.405 0.458
57.533 194.376 0.527 1.138 0.458
69.871 191.938 2.204 1.243 0.459
57.576 190.287 0.704 1.154 0.459
77.506 73.843 1.488 1.199 0.459
58.688 188.541 0.828 1.237 0.459
70.480 218.918 2.668 1.470 0.459
79.707 35.248 1.333 1.273 0.459
76.960 81.591 1.476 1.289 0.459
74.175 76.457 1.438 1.163 0.459
78.517 80.446 1.442 1.278 0.459
79.304 38.191 1.294 1.488 0.459
79.361 48.417 1.175 1.411 0.459
83.347 46.364 1.914 1.385 0.459
62.126 189.577 0.807 1.132 0.459
80.286 73.237 1.538 1.285 0.459
78.218 73.980 1.441 1.149 0.460
76.627 130.236 1.688 1.203 0.460
79.252 82.208 1.347 1.284 0.460
79.576 179.384 1.988 1.506 0.460
79.422 154.250 2.019 1.573 0.460
61.587 181.597 1.031 1.315 0.460
80.459 86.634 1.223 1.208 0.460
76.604 116.350 2.181 0.979 0.460
82.699 69.341 2.066 1.368 0.460
78.447 88.332 1.378 1.150 0.460
61.811 177.930 0.610 1.258 0.460
70.428 224.068 2.681 1.338 0.461
76.320 172.933 1.951 1.373 0.461
71.842 175.384 2.015 1.318 0.461
73.330 292.590 1.391 1.078 0.461
77.238 192.693 1.875 1.505 0.461
66.778 192.619 1.779 1.176 0.461
72.885 302.125 1.319 1.066 0.461
75.641 211.578 2.113 1.652 0.461
75.203 125.740 1.705 1.016 0.461
74.780 294.864 1.395 1.178 0.462
76.798 192.265 1.820 1.764 0.462
72.251 64.895 1.218 1.238 0.462
80.946 12.144 1.625 1.381 0.462
75.327 76.283 1.442 1.148 0.462
78.416 25.821 1.483 1.217 0.462
79.475 187.958 2.029 1.453 0.462
76.855 111.529 nan 1.158 0.462
61.579 182.054 0.999 1.287 0.462
64.166 194.948 nan 1.160 0.463
82.135 26.200 1.745 1.343 0.463
74.780 114.864 1.747 1.012 0.463
71.441 64.522 1.250 1.370 0.463
78.920 78.917 1.435 1.333 0.463
76.902 118.101 2.153 1.064 0.463
74.684 154.374 3.035 1.194 0.463
74.608 177.910 1.943 1.352 0.463
76.176 86.743 1.182 1.074 0.464
81.652 78.389 1.677 1.414 0.464
75.648 195.884 1.769 1.479 0.464
72.790 286.305 1.301 1.414 0.464
72.971 184.921 2.045 1.589 0.464
72.944 66.306 1.180 1.232 0.464
78.897 88.264 1.333 1.158 0.464
74.870 196.821 1.744 1.479 0.464
78.739 80.256 1.428 1.217 0.464
75.469 203.199 1.896 1.637 0.464
78.632 53.017 1.239 1.242 0.464
79.970 39.560 1.399 1.432 0.465
75.275 123.811 1.833 1.097 0.465
71.098 194.119 2.089 1.180 0.465
78.938 109.537 2.841 1.251 0.465
77.514 19.411 1.441 0.979 0.465
80.005 30.303 1.502 1.414 0.465
74.162 209.291 1.973 1.696 0.465
71.217 289.954 1.319 1.153 0.465
69.848 178.400 nan 1.407 0.466
79.112 87.049 1.305 1.097 0.466
61.231 191.575 0.895 1.669 0.466
74.928 68.595 1.457 1.247 0.466
75.087 213.331 2.125 1.755 0.466
78.317 127.200 1.983 1.188 0.466
77.108 153.658 2.147 1.301 0.466
72.953 298.761 1.265 1.126 0.467
82.489 182.564 2.075 1.482 0.467
70.303 234.767 1.194 1.267 0.467
74.575 114.513 1.401 0.949 0.467
78.278 111.903 2.450 1.326 0.467
71.119 231.287 1.993 1.268 0.467
75.151 286.243 1.712 1.482 0.467
67.769 191.993 2.158 1.418 0.468
71.839 294.503 1.327 1.049 0.468
76.290 208.872 2.103 1.333 0.468
78.115 346.357 0.898 1.477 0.468
72.458 207.058 2.184 1.520 0.468
81.356 93.715 1.066 1.318 0.468
75.213 74.592 1.482 1.129 0.469
72.008 342.924 1.011 1.260 0.469
67.197 46.602 0.578 1.393 0.469
70.543 195.081 1.883 1.201 0.469
71.269 291.482 1.300 1.291 0.469
74.204 215.159 2.190 1.461 0.469
78.703 40.170 1.202 1.274 0.470
72.490 291.460 1.430 1.328 0.470
73.791 290.695 1.470 1.203 0.470
80.422 83.956 1.278 1.258 0.470
74.585 296.378 1.325 1.147 0.470
77.298 29.055 1.020 1.213 0.470
70.279 239.485 1.794 1.463 0.470
78.874 49.086 1.199 1.194 0.470
79.271 32.196 1.309 1.243 0.470
81.598 42.839 1.887 1.367 0.470
73.879 129.346 1.417 1.076 0.471
63.416 182.680 1.041 1.230 0.471
69.001 193.962 0.844 1.149 0.471
70.512 230.152 1.238 1.193 0.471
71.898 178.932 1.968 1.187 0.471
78.356 38.746 1.182 1.349 0.471
79.620 52.017 1.026 1.329 0.471
80.624 75.466 1.550 1.325 0.471
69.802 302.716 1.307 1.525 0.471
72.251 295.105 1.305 1.164 0.472
72.784 291.038 1.459 1.173 0.472
77.710 115.396 2.231 1.274 0.472
79.196 149.444 2.083 1.670 0.472
65.128 320.894 nan 1.205 0.472
71.538 232.921 1.827 1.622 0.472
73.567 195.461 1.800 1.339 0.472
75.883 53.403 0.562 1.093 0.472
73.673 295.684 1.268 1.068 0.472
73.349 60.495 1.784 1.212 0.472
76.638 182.406 1.828 1.521 0.472
82.349 72.096 1.975 1.219 0.472
78.888 59.036 1.413 1.297 0.473
72.692 284.668 nan 1.343 0.473
78.712 74.445 1.477 1.340 0.473
70.976 219.242 2.615 1.330 0.473
68.465 188.723 3.109 1.516 0.473
72.320 67.184 1.080 0.987 0.473
75.726 183.155 1.785 1.600 0.473
76.294 114.677 2.063 1.479 0.473
77.551 90.516 1.300 1.041 0.473
80.459 176.634 2.004 1.579 0.474
74.578 241.756 nan 1.312 0.474
81.356 71.095 1.919 1.465 0.474
80.015 45.000 1.357 1.155 0.474
80.501 72.848 1.590 1.400 0.474
73.288 285.998 1.533 1.138 0.475
73.710 291.435 1.436 1.192 0.475
79.304 51.809 1.097 1.290 0.475
74.156 267.969 0.945 1.102 0.475
81.730 28.301 1.721 1.308 0.475
76.089 192.579 1.756 1.535 0.475
78.334 193.903 2.022 1.617 0.475
80.830 26.878 1.669 1.699 0.475
79.509 40.668 1.302 1.441 0.475
76.198 179.534 1.847 1.653 0.475
79.337 56.143 1.249 1.357 0.476
72.320 157.184 2.920 1.204 0.476
82.409 68.356 2.242 1.335 0.476
82.448 54.660 1.895 1.390 0.476
72.965 207.072 1.973 1.399 0.476
74.140 190.196 1.749 1.355 0.476
76.514 126.203 1.828 1.224 0.477
75.053 194.349 1.729 1.562 0.477
77.751 183.674 1.891 1.348 0.477
71.521 221.547 2.519 1.623 0.477
78.386 347.171 0.902 1.488 0.477
71.480 291.737 1.324 1.471 0.477
75.448 71.565 1.704 1.356 0.477
79.043 48.318 1.198 1.306 0.477
80.629 41.121 1.613 1.183 0.477
77.976 176.257 1.913 1.549 0.478
73.564 155.362 3.035 1.270 0.478
77.851 80.972 1.478 1.239 0.478
71.940 298.639 1.362 1.011 0.478
80.071 69.520 1.602 1.383 0.478
71.326 229.885 2.136 1.384 0.478
71.331 65.442 1.202 1.170 0.478
77.286 85.446 1.398 1.238 0.478
76.968 138.489 nan 1.242 0.478
73.955 203.515 1.843 1.736 0.478
70.355 196.982 1.238 1.258 0.479
77.073 344.396 0.917 1.539 0.479
79.351 90.603 1.244 1.299 0.479
70.763 232.125 1.564 1.026 0.479
76.902 28.101 0.990 1.227 0.479
76.623 191.121 1.794 1.567 0.479
77.896 156.523 2.089 1.590 0.479
73.484 181.169 2.074 1.420 0.479
73.478 178.052 2.126 1.338 0.479
73.487 232.740 1.779 1.117 0.480
74.480 295.267 1.351 1.147 0.480
72.438 160.174 2.894 1.694 0.480
78.517 62.684 1.430 1.234 0.480
73.845 75.094 nan 1.083 0.480
70.106 224.083 2.800 1.237 0.480
81.616 22.797 1.898 1.322 0.480
70.014 65.022 1.254 1.127 0.480
74.340 194.534 1.741 1.536 0.480
78.192 112.913 2.370 1.386 0.481
75.087 197.071 1.750 1.595 0.481
77.061 175.525 1.888 1.452 0.481
78.583 187.334 1.971 1.499 0.481
68.932 192.031 2.163 1.458 0.481
83.832 86.878 1.955 1.334 0.481
75.983 119.233 2.111 1.080 0.482
69.385 194.871 1.174 1.216 0.482
75.087 70.201 1.522 1.223 0.482
75.019 72.108 1.490 1.131 0.482
74.975 83.565 1.387 1.166 0.482
67.635 190.744 2.489 1.522 0.482
75.733 162.135 2.153 1.551 0.482
67.545 191.874 2.192 1.415 0.482
74.220 196.113 1.749 1.434 0.482
76.198 154.477 2.315 2.320 0.482
74.003 200.980 1.793 1.629 0.483
77.959 355.192 1.503 1.399 0.483
64.580 191.010 1.133 1.137 0.483
71.291 162.872 2.731 1.168 0.484
71.408 239.868 1.608 1.199 0.484
77.088 140.641 1.578 1.148 0.484
74.324 174.657 2.098 1.512 0.484
79.422 74.638 1.493 1.263 0.484
80.619 82.451 1.350 1.319 0.484
82.908 74.427 1.904 1.482 0.484
68.272 298.824 1.260 1.404 0.484
79.480 51.054 1.075 1.363 0.485
70.763 195.255 1.940 1.216 0.485
78.256 47.322 1.276 1.310 0.485
