################## FYI, April 2012 values
### Lats,Lons,PIOMAS SIT,PIOMAS Snow,CS2U SIT,CS2C SIT
79.351 89.397 1.357 0.033 1.448 0.410
58.942 192.869 0.835 0.042 1.145 0.410
71.991 229.050 2.392 0.049 1.435 0.410
76.480 130.962 1.728 0.032 1.061 0.411
79.528 42.397 0.857 0.037 1.148 0.411
81.367 87.769 1.039 0.022 1.514 0.411
76.589 199.041 2.407 0.054 1.333 0.411
71.847 152.324 1.977 0.027 1.038 0.411
77.310 135.716 1.604 0.025 1.166 0.411
83.939 64.855 1.526 0.076 1.314 0.411
79.323 26.834 0.896 0.022 1.139 0.411
75.775 214.066 2.437 0.062 1.532 0.412
77.108 153.658 1.972 0.041 1.564 0.412
58.036 190.432 0.897 0.080 1.073 0.412
71.743 154.855 2.027 0.028 1.139 0.413
56.949 197.812 0.641 0.041 1.046 0.413
78.425 86.112 1.055 0.022 1.137 0.413
82.495 89.145 1.191 0.025 1.281 0.414
74.558 284.744 1.649 0.103 1.139 0.414
67.451 298.999 1.401 0.035 1.308 0.414
60.342 175.400 0.798 0.027 1.046 0.414
66.603 191.960 2.059 0.074 1.548 0.414
76.798 24.605 0.794 0.038 0.902 0.414
74.050 299.995 1.491 0.111 1.027 0.414
59.675 192.738 0.662 0.033 1.242 0.415
78.330 81.714 1.023 0.026 1.577 0.415
77.947 44.246 0.828 0.039 1.738 0.415
72.802 288.672 1.475 0.082 1.104 0.415
71.212 209.787 2.771 0.076 1.527 0.415
67.894 301.665 1.205 0.046 0.975 0.415
75.282 208.715 2.368 0.053 1.714 0.415
82.624 30.069 1.438 0.162 1.394 0.416
75.958 79.408 0.934 0.025 1.051 0.416
81.785 95.477 1.127 0.023 1.282 0.417
80.858 19.323 nan nan 1.091 0.417
76.886 79.651 0.962 0.025 1.254 0.417
77.191 217.171 2.637 0.082 1.668 0.417
82.009 58.761 1.467 0.074 1.087 0.417
71.842 228.514 2.422 0.050 1.645 0.417
78.526 56.155 0.864 0.044 1.779 0.417
73.757 144.002 1.760 0.052 1.015 0.417
71.966 168.130 2.608 0.060 1.456 0.417
79.149 70.067 1.433 0.060 1.056 0.418
78.356 51.254 0.851 0.045 1.520 0.418
58.815 191.964 0.902 0.055 1.144 0.418
78.213 124.144 1.412 0.025 1.044 0.418
77.010 36.573 0.738 0.029 1.474 0.418
82.455 84.036 1.214 0.031 1.383 0.418
74.667 299.381 1.530 0.100 1.183 0.418
72.989 216.946 2.370 0.050 1.145 0.418
80.523 65.556 1.990 0.104 1.207 0.418
80.427 64.335 1.766 0.094 1.198 0.418
77.041 185.464 2.346 0.055 1.430 0.419
68.690 298.055 1.233 0.035 0.939 0.419
71.654 161.787 2.309 0.047 1.188 0.419
69.418 302.039 1.217 0.069 0.990 0.419
78.369 107.387 1.454 0.025 0.980 0.420
73.121 292.297 1.404 0.135 1.244 0.420
67.265 302.035 1.171 0.044 1.049 0.420
81.356 108.905 1.476 0.039 1.519 0.420
79.080 35.811 0.942 0.045 1.201 0.420
62.363 192.046 1.174 0.058 1.433 0.421
81.126 46.023 1.334 0.086 1.103 0.421
76.510 136.348 1.655 0.025 1.061 0.421
80.646 108.869 1.468 0.036 1.289 0.421
69.924 302.176 1.245 0.081 1.146 0.421
73.901 345.867 1.347 0.064 1.154 0.421
82.509 58.449 1.470 0.084 1.336 0.422
74.256 143.702 nan nan 1.184 0.422
81.984 97.224 1.385 0.030 1.274 0.422
74.506 290.799 1.513 0.141 1.197 0.422
76.695 36.773 0.773 0.025 1.041 0.422
75.983 194.370 2.401 0.047 1.449 0.422
76.089 123.818 1.436 0.030 1.122 0.423
71.323 173.431 2.723 0.056 1.620 0.423
76.695 126.773 1.414 0.027 1.128 0.423
76.737 128.130 1.490 0.028 1.060 0.423
74.044 292.775 1.467 0.179 1.149 0.423
80.565 105.852 1.399 0.031 1.217 0.424
73.573 215.538 2.424 0.051 1.446 0.424
77.871 107.765 1.277 0.020 0.977 0.424
78.811 127.674 1.531 0.031 1.216 0.424
76.401 205.931 2.390 0.061 1.449 0.424
78.495 142.125 1.716 0.034 1.339 0.425
75.490 115.178 1.601 0.027 1.092 0.425
76.435 159.167 2.105 0.046 1.407 0.425
70.630 64.179 0.780 0.022 0.933 0.425
81.432 101.310 1.397 0.030 1.149 0.425
69.106 192.763 2.011 0.055 1.362 0.425
76.335 147.745 1.936 0.028 1.102 0.425
80.891 31.931 1.884 0.131 1.087 0.425
79.811 119.667 1.543 0.038 1.355 0.425
74.175 283.543 1.610 0.085 1.164 0.426
72.320 157.184 2.268 0.038 1.252 0.426
70.001 169.955 0.749 0.017 1.325 0.426
78.179 141.934 1.682 0.032 1.252 0.426
81.865 51.710 1.308 0.088 1.427 0.427
81.598 90.764 1.008 0.017 1.370 0.427
71.797 289.106 1.291 0.051 1.151 0.427
77.677 76.849 1.042 0.036 1.200 0.427
77.206 25.442 0.904 0.058 1.150 0.428
76.012 290.179 nan nan 1.085 0.428
75.983 119.233 1.455 0.028 1.115 0.428
78.552 81.552 1.047 0.028 1.360 0.428
78.632 126.983 1.503 0.029 1.201 0.429
75.521 122.335 1.723 0.039 1.104 0.429
70.407 222.207 2.598 0.058 1.935 0.429
79.751 76.724 1.157 0.047 1.327 0.429
81.143 108.435 1.466 0.038 1.278 0.429
82.232 65.283 2.040 0.092 1.308 0.430
77.026 146.997 1.815 0.030 1.188 0.430
74.379 152.146 2.594 0.042 1.154 0.430
68.789 302.425 1.165 0.062 1.033 0.430
72.438 293.776 1.410 0.128 1.199 0.430
68.615 190.008 2.543 0.078 1.560 0.430
76.034 135.651 1.735 0.027 1.096 0.430
74.470 61.026 0.581 0.023 1.003 0.430
62.120 186.289 0.929 0.037 1.105 0.430
62.503 182.121 1.057 0.036 1.439 0.430
73.673 295.684 1.462 0.183 1.112 0.430
70.001 341.973 1.176 0.097 1.032 0.430
78.605 76.921 1.066 0.040 1.379 0.431
70.538 180.331 1.364 0.037 1.320 0.431
78.838 33.530 0.959 0.046 1.232 0.431
77.863 128.246 1.478 0.026 1.228 0.431
81.724 39.508 1.262 0.123 1.389 0.431
75.648 145.191 1.552 0.025 1.032 0.431
76.301 289.622 0.909 0.042 0.955 0.431
82.389 32.989 1.414 0.160 1.502 0.432
77.018 282.475 nan nan 1.348 0.432
73.673 297.446 1.475 0.164 1.137 0.432
82.395 43.807 1.314 0.123 1.154 0.432
72.450 173.012 2.748 0.054 1.544 0.432
83.981 99.638 1.486 0.047 1.547 0.432
74.214 158.728 2.315 0.046 1.334 0.432
74.372 287.133 1.541 0.116 1.070 0.432
73.901 284.133 1.576 0.084 1.087 0.433
71.646 295.780 1.407 0.116 1.254 0.433
77.772 144.707 1.715 0.031 1.227 0.433
71.563 302.042 1.390 0.110 0.983 0.433
70.357 301.414 1.292 0.091 1.133 0.433
68.263 191.659 2.030 0.061 1.183 0.433
65.735 301.695 1.135 0.054 1.219 0.433
71.098 300.379 1.350 0.111 1.123 0.433
75.292 206.761 2.363 0.052 1.545 0.434
74.667 293.749 1.592 0.158 1.217 0.434
82.775 108.997 1.529 0.046 1.487 0.434
72.911 292.011 1.404 0.122 1.218 0.434
74.928 291.405 1.566 0.139 1.177 0.434
77.938 42.739 0.835 0.039 1.363 0.435
76.034 351.219 1.555 0.081 1.326 0.435
80.359 109.699 1.475 0.036 1.249 0.435
79.163 39.123 0.888 0.041 1.216 0.436
58.983 183.563 0.875 0.083 1.207 0.436
61.578 187.549 0.992 0.045 1.272 0.436
62.224 183.969 0.837 0.029 1.359 0.436
82.624 120.069 1.659 0.051 1.279 0.436
77.685 127.600 1.444 0.025 1.171 0.436
70.824 294.611 1.317 0.062 1.135 0.437
80.015 135.000 1.755 0.044 1.123 0.437
79.441 52.765 0.832 0.039 1.349 0.438
79.771 32.471 1.469 0.058 1.360 0.438
77.620 132.797 1.584 0.027 1.315 0.438
64.164 192.882 nan nan 1.476 0.438
80.646 43.059 1.067 0.066 1.206 0.438
77.470 45.000 0.809 0.032 1.355 0.438
76.136 281.674 nan nan 1.152 0.438
72.279 291.194 1.450 0.087 1.206 0.439
76.092 151.574 2.112 0.035 1.272 0.439
58.406 191.391 0.905 0.068 1.088 0.439
72.508 163.195 2.378 0.051 1.359 0.439
83.235 118.686 1.661 0.053 1.233 0.439
77.262 140.001 1.555 0.024 1.169 0.439
74.082 290.225 1.476 0.141 1.206 0.439
79.816 65.973 1.554 0.085 1.323 0.439
75.292 63.239 nan nan 1.122 0.439
75.676 209.578 2.386 0.058 1.313 0.440
76.176 86.743 0.719 0.009 1.141 0.440
61.631 189.876 1.003 0.048 1.488 0.440
71.718 299.876 1.378 0.122 1.142 0.440
62.782 186.918 0.939 0.031 1.292 0.440
73.785 282.400 nan nan 1.143 0.440
74.382 153.988 2.485 0.042 1.115 0.440
61.118 187.431 1.016 0.050 1.226 0.440
67.699 301.361 1.204 0.044 1.023 0.440
71.546 296.409 1.403 0.116 1.218 0.440
70.739 176.987 2.091 0.045 1.239 0.441
71.488 301.083 1.365 0.113 1.121 0.441
78.672 51.429 0.861 0.046 1.473 0.441
77.624 194.162 2.451 0.058 1.615 0.441
72.941 289.628 1.465 0.094 1.439 0.441
68.474 302.609 1.166 0.060 0.980 0.441
69.308 296.147 1.159 0.030 0.940 0.442
61.266 184.745 0.917 0.039 1.595 0.442
81.143 34.695 1.623 0.132 1.198 0.442
77.010 143.427 1.616 0.024 1.331 0.442
82.838 99.904 1.433 0.039 1.593 0.442
82.509 31.551 1.415 0.160 1.555 0.442
80.015 45.000 0.844 0.032 1.463 0.442
77.784 43.512 0.823 0.037 1.536 0.442
70.789 197.374 1.994 0.045 1.531 0.442
65.049 303.187 0.697 0.061 1.200 0.442
70.787 300.619 1.327 0.102 1.151 0.443
74.618 179.582 2.450 0.048 1.200 0.443
73.832 281.622 nan nan 1.109 0.443
81.749 41.698 1.244 0.114 1.346 0.443
74.988 297.140 1.661 0.122 1.109 0.443
73.260 298.457 1.475 0.153 1.147 0.443
72.552 155.251 2.312 0.037 1.158 0.443
76.646 125.426 1.383 0.026 1.173 0.443
82.135 79.330 1.369 0.051 1.381 0.444
77.369 127.786 1.426 0.025 1.206 0.444
75.994 205.128 2.379 0.056 1.263 0.444
77.547 141.582 1.602 0.027 1.124 0.444
81.194 36.724 1.351 0.121 1.194 0.444
79.915 75.192 1.216 0.056 1.562 0.444
75.868 282.381 1.224 0.055 1.057 0.444
82.845 129.920 1.795 0.052 1.469 0.444
78.269 31.715 0.908 0.048 1.173 0.444
75.797 116.768 1.520 0.026 1.089 0.444
79.219 27.897 1.157 0.030 1.337 0.445
69.648 191.807 2.245 0.061 1.738 0.445
79.835 34.216 1.252 0.062 1.342 0.445
75.567 216.781 2.468 0.061 1.465 0.446
72.022 156.801 2.270 0.035 1.145 0.446
80.919 87.879 1.036 0.024 1.252 0.446
65.606 299.055 0.886 0.021 1.735 0.447
69.165 194.712 1.177 0.030 1.550 0.447
77.286 41.424 0.795 0.031 1.615 0.447
64.596 180.255 0.681 0.030 1.142 0.447
72.256 296.727 1.424 0.150 1.125 0.447
69.001 193.962 0.891 0.024 1.591 0.447
77.751 86.326 0.937 0.016 1.361 0.447
75.983 150.767 2.119 0.033 1.249 0.447
78.304 29.268 0.955 0.047 1.436 0.448
76.461 124.875 1.393 0.027 1.115 0.448
80.071 53.259 0.783 0.025 1.000 0.448
75.588 208.361 2.376 0.056 1.509 0.448
74.810 176.186 2.486 0.050 1.301 0.448
73.230 289.163 1.479 0.101 1.154 0.448
79.509 40.668 0.896 0.044 1.308 0.448
65.855 301.239 1.163 0.045 1.206 0.449
76.309 192.783 2.406 0.049 1.443 0.449
77.722 140.932 1.615 0.028 1.184 0.449
77.884 172.020 2.296 0.054 1.348 0.449
81.915 79.624 1.373 0.053 1.282 0.449
80.919 128.991 1.738 0.047 1.336 0.450
76.143 84.890 0.824 0.016 1.331 0.450
77.147 110.966 0.747 0.007 1.057 0.450
68.731 303.774 1.262 0.104 1.571 0.450
74.431 226.753 2.568 0.056 1.416 0.450
65.264 182.353 nan nan 1.109 0.450
81.229 114.928 1.554 0.044 1.302 0.450
71.856 290.681 1.440 0.067 1.032 0.450
77.871 162.235 2.168 0.050 1.286 0.450
82.317 53.297 1.368 0.094 1.347 0.451
65.750 190.996 1.989 0.075 1.536 0.451
73.747 293.199 1.444 0.175 1.095 0.451
61.865 186.696 0.968 0.041 1.316 0.451
77.337 147.295 1.820 0.032 1.391 0.451
68.784 187.012 3.164 0.088 1.632 0.451
82.213 40.333 1.317 0.132 1.284 0.452
82.356 50.947 1.336 0.101 1.325 0.452
78.386 49.699 0.842 0.043 1.228 0.452
75.271 284.566 1.635 0.103 1.140 0.452
79.915 104.808 1.261 0.025 1.438 0.452
82.475 85.732 1.190 0.028 1.263 0.452
69.091 298.635 1.253 0.046 1.175 0.452
75.292 296.761 1.775 0.120 1.216 0.453
80.700 89.310 1.030 0.021 1.501 0.453
63.990 192.286 1.269 0.051 1.222 0.453
73.124 216.336 2.392 0.050 1.488 0.453
74.162 299.291 1.502 0.120 1.096 0.453
81.092 83.501 1.322 0.046 1.460 0.454
81.550 104.589 1.411 0.034 1.229 0.454
76.714 33.288 0.774 0.026 1.286 0.454
77.955 54.090 0.819 0.041 1.338 0.454
71.408 300.132 1.365 0.117 1.167 0.454
62.397 185.407 0.851 0.031 1.318 0.454
75.775 124.066 1.581 0.035 1.128 0.455
67.172 193.419 1.377 0.048 1.304 0.455
69.658 187.951 2.682 0.074 1.612 0.455
76.968 193.438 2.428 0.054 1.513 0.455
74.111 226.718 2.546 0.055 1.406 0.455
73.260 61.543 0.894 0.030 1.090 0.455
79.126 89.409 1.352 0.033 1.672 0.455
73.263 154.983 2.348 0.041 1.262 0.455
68.594 297.239 1.281 0.032 0.984 0.456
78.610 28.836 0.996 0.041 1.393 0.456
72.657 162.269 2.352 0.049 1.530 0.456
72.514 160.866 2.305 0.046 1.377 0.456
78.947 36.754 0.898 0.042 1.191 0.456
72.346 294.444 1.420 0.133 1.078 0.456
68.225 303.608 1.252 0.074 0.967 0.456
71.057 238.103 nan nan 1.348 0.456
79.294 72.324 1.351 0.066 1.430 0.456
79.935 71.162 1.519 0.084 1.258 0.457
68.522 301.273 1.230 0.053 0.971 0.457
63.940 192.771 1.149 0.044 1.331 0.457
78.166 77.412 1.055 0.037 1.186 0.457
80.020 1.931 2.318 0.143 1.551 0.458
79.796 51.242 0.755 0.025 1.136 0.458
82.091 77.735 1.411 0.058 1.346 0.458
82.495 52.275 1.373 0.101 1.241 0.458
79.394 35.538 1.031 0.051 1.237 0.458
74.578 298.244 1.550 0.123 1.062 0.458
63.984 189.749 1.682 0.065 1.282 0.459
79.890 35.981 1.081 0.060 1.143 0.459
75.743 88.647 nan nan 1.097 0.459
80.163 42.230 0.913 0.046 1.136 0.459
77.321 91.521 0.910 0.014 1.267 0.459
78.317 37.200 0.841 0.040 1.394 0.459
73.682 283.941 1.472 0.071 1.246 0.459
73.741 300.285 1.500 0.116 1.154 0.459
76.902 123.826 1.308 0.023 1.070 0.460
62.972 181.678 1.180 0.041 1.266 0.460
67.621 300.568 1.257 0.040 1.116 0.460
74.281 296.748 1.533 0.158 1.195 0.460
78.874 77.784 1.063 0.038 1.506 0.460
73.242 156.701 2.297 0.042 1.354 0.460
75.053 194.349 2.379 0.042 1.487 0.460
67.451 190.074 2.675 0.085 1.414 0.460
78.856 84.806 1.106 0.027 1.227 0.460
82.065 48.434 1.281 0.101 1.285 0.460
70.117 235.141 1.443 0.037 1.279 0.461
76.424 90.474 0.668 0.006 1.285 0.461
75.469 293.199 nan nan 1.349 0.461
73.757 234.002 2.391 0.040 1.275 0.461
71.839 294.503 1.420 0.109 1.107 0.461
64.309 191.409 1.441 0.057 1.180 0.461
57.804 192.419 0.820 0.063 1.145 0.461
76.695 143.227 1.421 0.020 1.308 0.461
78.583 54.593 0.878 0.048 1.476 0.461
67.718 303.449 1.255 0.071 0.913 0.461
77.230 128.581 1.446 0.025 1.152 0.462
77.147 133.586 1.590 0.025 1.185 0.462
78.632 53.017 0.885 0.050 1.438 0.462
75.868 192.381 2.393 0.047 1.390 0.462
76.476 193.921 2.416 0.051 1.529 0.462
74.340 292.335 1.506 0.164 1.202 0.462
77.266 185.560 2.347 0.055 1.429 0.462
70.238 58.029 1.164 0.018 0.890 0.463
76.502 207.204 2.399 0.064 1.662 0.463
73.416 130.054 1.168 0.033 1.054 0.463
70.657 193.794 2.239 0.052 1.472 0.463
72.022 293.199 1.440 0.100 1.148 0.463
84.315 122.125 1.737 0.057 1.372 0.463
77.321 181.521 2.365 0.056 1.578 0.463
67.251 298.724 1.449 0.038 1.324 0.463
73.459 222.248 2.488 0.054 1.535 0.463
77.821 126.764 1.435 0.025 1.225 0.464
62.375 185.874 0.884 0.033 1.147 0.464
73.539 292.891 1.427 0.163 1.222 0.464
73.820 301.373 1.472 0.095 1.292 0.464
77.490 95.659 1.203 0.026 1.227 0.464
71.516 293.290 1.403 0.080 1.211 0.464
76.514 196.928 2.413 0.052 1.350 0.465
77.147 223.586 2.751 0.077 1.422 0.465
60.573 175.365 0.680 0.026 1.288 0.465
69.288 190.333 2.448 0.072 1.397 0.465
79.219 64.767 1.363 0.054 1.332 0.465
71.125 294.274 1.388 0.072 1.151 0.465
84.422 79.592 1.443 0.051 1.524 0.465
72.110 292.537 1.443 0.095 1.131 0.466
77.838 147.043 1.805 0.034 1.206 0.466
71.201 228.395 2.479 0.049 1.432 0.466
75.087 289.799 1.483 0.122 1.240 0.466
77.302 24.528 0.943 0.064 1.238 0.466
75.694 207.570 2.376 0.056 1.725 0.466
69.919 196.607 1.196 0.025 1.157 0.466
69.513 296.424 1.206 0.038 1.165 0.466
66.680 301.154 1.198 0.038 1.048 0.467
67.308 329.231 0.385 0.047 1.562 0.467
67.140 187.651 2.377 0.065 1.964 0.467
72.728 289.378 1.462 0.085 1.160 0.467
76.763 31.130 0.784 0.029 1.198 0.467
83.624 120.619 1.693 0.054 1.183 0.467
76.593 185.281 2.341 0.053 1.491 0.467
80.173 44.076 0.905 0.041 1.169 0.467
72.125 181.081 2.324 0.039 1.691 0.467
63.834 193.736 1.021 0.035 1.390 0.468
70.506 299.376 1.325 0.090 1.113 0.468
73.673 152.554 2.499 0.043 1.204 0.468
78.103 46.528 0.828 0.040 1.242 0.468
75.861 227.573 2.644 0.059 1.464 0.468
78.583 82.666 1.038 0.026 1.545 0.469
69.306 242.459 1.671 0.065 1.078 0.469
69.264 186.546 3.000 0.083 1.409 0.469
70.109 294.390 1.084 0.030 1.138 0.469
79.219 81.027 1.111 0.034 1.654 0.469
72.360 159.487 2.271 0.043 1.236 0.469
71.643 290.433 1.411 0.057 1.393 0.469
81.580 33.056 1.618 0.151 1.362 0.469
75.234 198.159 2.389 0.045 1.463 0.469
79.920 61.440 1.879 0.106 1.274 0.469
75.378 294.007 1.052 0.091 1.219 0.470
71.507 162.667 2.322 0.049 1.516 0.470
73.955 283.355 1.565 0.078 1.208 0.470
75.254 210.665 2.378 0.054 1.498 0.470
76.092 118.426 1.443 0.026 1.134 0.471
59.149 188.666 1.016 0.076 1.389 0.471
76.089 199.312 2.392 0.050 1.363 0.471
76.559 127.539 1.507 0.029 1.102 0.471
76.844 191.310 2.405 0.053 1.638 0.471
70.925 298.530 1.356 0.103 1.227 0.471
78.901 90.579 1.465 0.035 1.320 0.471
74.661 289.231 1.503 0.129 1.587 0.471
73.930 221.600 2.479 0.053 1.576 0.472
79.523 124.540 1.571 0.036 1.173 0.472
80.907 86.468 1.158 0.032 1.303 0.472
76.401 190.939 2.394 0.051 1.595 0.472
74.585 116.378 nan nan 1.166 0.473
63.439 193.031 1.133 0.047 1.253 0.473
73.288 290.872 1.438 0.121 1.210 0.473
81.700 21.371 1.642 0.161 1.430 0.473
76.461 145.125 1.768 0.024 1.266 0.473
68.558 299.932 1.244 0.046 1.178 0.473
73.722 286.434 1.531 0.098 1.114 0.473
79.816 114.027 1.472 0.035 1.124 0.473
83.430 119.624 1.676 0.053 1.289 0.473
69.003 296.428 1.129 0.025 1.059 0.473
66.736 190.330 2.582 0.087 1.506 0.474
61.284 184.295 0.903 0.038 1.340 0.474
61.818 181.610 1.129 0.041 1.203 0.474
77.896 140.262 1.631 0.029 1.173 0.475
82.009 31.239 1.388 0.162 1.535 0.475
80.907 112.457 1.514 0.041 1.378 0.475
75.490 154.822 2.259 0.041 1.495 0.475
77.649 147.609 1.824 0.034 1.243 0.475
79.663 350.640 1.997 0.064 1.096 0.476
73.157 224.459 2.475 0.055 1.390 0.476
62.727 190.751 1.323 0.059 1.115 0.476
74.985 295.224 1.670 0.141 1.150 0.476
69.378 192.291 2.135 0.058 1.758 0.477
74.887 166.686 2.244 0.048 1.273 0.477
75.182 130.083 2.214 0.052 1.092 0.477
74.359 299.694 1.510 0.105 1.109 0.477
71.236 295.183 1.396 0.088 1.116 0.477
57.625 191.940 0.862 0.060 1.129 0.477
64.575 182.291 0.567 0.012 1.166 0.477
80.224 61.966 1.566 0.088 1.509 0.478
76.294 204.677 2.386 0.058 1.484 0.478
74.667 203.749 2.395 0.048 1.441 0.478
81.767 33.906 1.460 0.152 1.492 0.478
72.438 66.224 0.826 0.023 0.978 0.478
83.008 58.092 1.467 0.093 1.430 0.478
80.946 347.856 1.367 0.032 0.995 0.478
75.893 152.008 2.187 0.036 1.514 0.479
78.997 81.209 1.076 0.031 1.347 0.479
73.197 58.116 nan nan 0.981 0.479
82.810 142.595 1.992 0.051 1.449 0.479
70.789 199.496 nan nan 1.315 0.479
77.772 181.577 2.351 0.056 1.593 0.479
73.657 293.923 1.440 0.179 1.210 0.480
76.353 201.714 2.392 0.055 1.525 0.480
77.640 126.142 1.405 0.025 1.247 0.480
81.252 99.583 1.465 0.028 1.303 0.480
75.431 195.642 2.391 0.044 1.613 0.480
69.871 220.011 nan nan 1.887 0.480
74.575 65.487 0.926 0.027 1.235 0.480
82.409 68.356 1.681 0.082 1.774 0.480
63.796 185.194 0.592 0.012 1.337 0.480
71.057 301.897 1.309 0.104 1.087 0.480
70.264 189.516 2.444 0.063 1.193 0.480
82.232 84.207 1.201 0.031 1.280 0.480
82.065 108.947 1.490 0.042 1.369 0.481
78.256 137.322 1.644 0.031 1.335 0.481
76.514 143.797 1.538 0.021 1.289 0.481
70.670 301.192 1.313 0.099 1.320 0.481
76.798 130.865 1.593 0.028 1.282 0.481
70.163 301.075 1.291 0.085 1.120 0.481
81.211 101.023 1.403 0.028 1.252 0.481
71.966 258.130 1.895 0.047 1.227 0.482
72.053 296.405 1.417 0.142 1.162 0.482
81.013 35.870 1.465 0.121 1.245 0.482
82.200 105.832 1.457 0.040 1.391 0.482
69.772 300.417 1.282 0.073 1.029 0.482
74.019 288.435 1.507 0.125 1.127 0.482
70.410 294.063 1.153 0.039 1.021 0.482
72.864 159.664 2.285 0.045 1.427 0.482
75.919 84.971 0.835 0.017 1.119 0.482
82.922 94.538 1.370 0.036 1.418 0.482
61.084 183.366 0.923 0.040 1.409 0.482
68.952 300.543 1.256 0.056 1.113 0.482
67.838 193.824 0.562 0.018 1.217 0.482
77.871 72.235 1.260 0.054 1.239 0.482
76.023 122.542 1.461 0.031 1.051 0.483
62.229 191.035 1.134 0.053 1.576 0.483
77.801 71.232 1.323 0.052 1.176 0.483
77.884 82.020 0.980 0.022 1.294 0.483
77.116 139.236 1.544 0.023 1.146 0.483
61.497 175.217 nan nan 1.179 0.483
76.544 187.184 2.345 0.052 1.543 0.483
75.448 288.435 1.354 0.099 1.227 0.483
77.401 34.114 0.762 0.035 1.283 0.483
73.710 291.435 1.449 0.148 1.210 0.483
78.703 49.830 0.846 0.043 1.278 0.484
82.200 74.168 1.476 0.069 1.498 0.484
75.392 295.974 1.640 0.114 1.190 0.484
61.133 180.674 1.083 0.046 1.363 0.484
75.876 199.011 2.390 0.048 1.506 0.484
64.092 188.271 1.267 0.045 1.109 0.485
71.441 154.522 1.691 0.022 1.141 0.485
82.448 54.660 1.391 0.092 1.305 0.485
74.301 263.841 1.612 0.068 1.336 0.486
73.034 292.999 1.385 0.145 1.214 0.486
79.615 60.945 1.644 0.089 1.435 0.486
82.455 95.964 1.374 0.033 1.391 0.486
68.088 301.974 1.201 0.049 1.047 0.486
61.035 175.292 0.479 0.024 1.414 0.486
71.340 297.646 1.380 0.117 1.211 0.486
58.117 189.630 0.912 0.085 1.147 0.486
74.401 279.530 nan nan 1.370 0.486
70.982 239.036 2.039 0.061 1.403 0.487
76.368 84.806 0.835 0.015 1.318 0.487
79.576 89.384 1.362 0.034 1.467 0.487
71.799 186.028 2.530 0.048 1.727 0.487
70.551 301.759 1.289 0.095 1.035 0.487
81.229 24.928 1.896 0.167 1.437 0.487
82.028 65.956 2.054 0.096 1.243 0.487
65.917 298.846 0.797 0.017 1.259 0.487
74.780 294.864 1.627 0.153 1.159 0.487
78.888 87.109 1.183 0.028 1.344 0.487
74.965 203.311 2.374 0.047 1.523 0.487
74.272 298.578 1.504 0.129 1.133 0.488
80.005 72.378 1.435 0.078 1.199 0.488
75.598 283.062 1.429 0.074 1.542 0.489
73.236 300.174 1.491 0.131 1.178 0.489
56.726 197.692 0.694 0.033 1.116 0.489
71.351 200.839 2.362 0.061 1.422 0.489
69.848 271.600 1.785 0.111 1.500 0.489
83.008 31.908 1.437 0.161 1.545 0.490
78.838 56.470 0.909 0.049 1.279 0.490
75.872 149.973 nan nan 1.351 0.490
77.065 191.505 2.412 0.054 1.527 0.490
68.391 189.904 2.594 0.079 1.420 0.490
68.857 303.267 1.173 0.080 1.159 0.490
78.530 129.447 1.546 0.030 1.358 0.490
83.037 117.801 1.645 0.052 1.373 0.491
68.981 299.174 1.263 0.048 1.121 0.491
62.589 192.144 1.180 0.058 1.606 0.491
75.765 202.724 2.379 0.051 1.488 0.491
81.550 51.459 1.309 0.081 1.315 0.491
81.115 113.009 1.527 0.042 1.439 0.491
73.974 295.308 1.475 0.187 1.336 0.491
58.813 186.892 0.890 0.083 1.349 0.492
64.512 188.920 1.766 0.065 1.491 0.492
67.019 302.989 1.211 0.070 1.001 0.492
80.312 119.827 1.591 0.042 1.279 0.492
77.955 144.090 1.709 0.032 1.274 0.492
80.199 30.964 1.840 0.070 1.027 0.492
78.039 51.089 0.844 0.045 1.342 0.493
83.616 68.385 1.489 0.066 1.521 0.493
71.999 173.186 2.774 0.055 1.487 0.493
78.583 144.593 1.782 0.036 1.228 0.493
71.176 301.316 1.349 0.109 1.189 0.493
81.143 87.825 1.022 0.023 1.440 0.493
67.934 300.362 1.226 0.039 1.243 0.493
59.062 193.782 0.735 0.031 1.468 0.493
79.995 41.367 0.898 0.044 1.252 0.494
77.526 93.608 1.113 0.023 1.438 0.494
76.983 42.905 0.785 0.026 1.642 0.494
78.308 24.353 1.316 0.106 1.185 0.494
82.720 90.881 1.268 0.030 1.378 0.494
77.976 86.257 0.971 0.017 1.228 0.495
76.454 129.623 1.665 0.032 1.066 0.495
57.719 191.152 0.891 0.066 1.270 0.495
73.242 293.299 1.404 0.156 1.250 0.495
82.034 62.354 1.455 0.066 1.252 0.495
77.751 93.674 1.229 0.027 1.263 0.495
81.532 27.582 1.709 0.162 1.513 0.495
75.797 206.768 2.377 0.056 1.629 0.496
71.813 292.920 1.429 0.088 1.198 0.496
71.541 62.030 0.836 0.023 0.984 0.496
70.522 177.683 2.155 0.051 1.657 0.497
82.002 52.970 1.336 0.088 1.348 0.497
71.014 299.450 1.358 0.109 1.187 0.497
71.041 194.778 2.229 0.050 1.799 0.497
68.034 303.283 1.236 0.063 1.100 0.497
62.137 191.949 1.147 0.057 1.479 0.497
77.226 196.844 2.437 0.058 1.501 0.497
76.714 146.712 1.836 0.028 1.220 0.497
77.290 195.876 2.442 0.057 1.505 0.497
