################## FYI, April 2012 values
### Lats,Lons,PIOMAS SIT,PIOMAS Snow,CS2U SIT,CS2C SIT
72.802 193.219 2.333 0.044 2.316 1.590
80.142 188.499 2.412 0.059 2.273 1.590
83.672 193.299 2.561 0.080 2.494 1.591
70.145 341.154 0.997 0.064 2.092 1.591
86.485 52.765 1.711 0.112 2.453 1.591
78.770 194.452 2.479 0.063 2.296 1.591
78.166 192.588 2.451 0.059 2.512 1.591
72.337 209.338 2.642 0.067 1.963 1.591
84.236 187.815 2.498 0.078 2.379 1.592
87.522 18.435 2.137 0.119 2.591 1.592
69.140 189.005 2.670 0.079 2.646 1.592
85.737 193.671 2.420 0.085 2.483 1.593
82.040 193.841 2.551 0.074 2.438 1.593
79.057 223.340 2.934 0.093 2.483 1.594
84.680 171.529 2.286 0.068 2.388 1.594
84.814 32.661 1.592 0.136 2.298 1.594
71.774 186.730 2.453 0.048 2.371 1.596
70.254 222.691 2.613 0.058 2.367 1.596
84.039 185.389 2.488 0.076 2.401 1.597
86.443 192.724 2.364 0.089 2.496 1.597
82.692 195.101 2.569 0.078 2.497 1.597
70.057 177.089 2.326 0.060 2.421 1.598
83.235 192.426 2.547 0.078 2.379 1.599
60.402 182.851 0.935 0.054 2.477 1.599
82.251 184.145 2.452 0.068 2.421 1.599
61.031 193.330 0.787 0.044 2.214 1.600
84.014 187.524 2.512 0.077 2.354 1.600
86.171 37.875 1.709 0.116 2.510 1.600
84.124 30.964 1.550 0.147 2.425 1.601
84.262 174.401 2.340 0.069 2.437 1.601
84.951 176.186 2.322 0.072 2.415 1.601
87.291 141.710 2.091 0.079 2.523 1.601
83.095 188.393 2.510 0.075 2.378 1.601
70.763 217.875 2.312 0.053 2.343 1.601
73.242 193.570 2.351 0.043 2.406 1.601
87.423 124.380 1.990 0.081 2.387 1.602
71.217 222.574 2.559 0.056 2.312 1.602
83.981 189.638 2.531 0.078 2.430 1.602
74.519 235.042 2.405 0.040 2.170 1.602
81.562 174.668 2.310 0.060 2.351 1.603
70.287 162.392 2.244 0.048 2.362 1.603
78.137 216.545 2.682 0.092 2.417 1.603
76.279 219.026 2.582 0.070 2.321 1.603
85.821 172.304 2.232 0.073 2.528 1.603
83.939 168.275 2.275 0.063 2.395 1.604
79.581 348.207 1.136 0.026 3.228 1.604
82.562 161.565 2.235 0.055 2.326 1.604
82.617 9.605 1.867 0.147 2.895 1.604
81.426 151.091 2.132 0.048 2.293 1.604
86.030 139.574 2.008 0.066 2.393 1.604
83.183 165.735 2.267 0.059 2.347 1.604
73.157 197.468 2.449 0.051 2.318 1.604
85.857 181.548 2.305 0.078 2.402 1.605
80.459 176.634 2.279 0.056 2.366 1.605
86.846 117.474 1.869 0.076 2.342 1.606
86.485 189.162 2.327 0.087 2.509 1.606
87.404 97.431 1.895 0.089 2.364 1.606
81.426 17.488 1.696 0.161 2.447 1.606
70.728 227.839 2.489 0.049 2.322 1.606
85.312 56.689 1.554 0.113 2.289 1.606
86.927 169.509 2.209 0.081 2.473 1.607
85.955 165.579 2.179 0.070 2.417 1.608
86.171 142.125 2.043 0.068 2.417 1.608
85.644 154.093 2.118 0.065 2.459 1.608
86.387 196.189 2.396 0.091 2.420 1.609
83.347 173.234 2.347 0.065 2.391 1.609
86.814 161.565 2.159 0.076 2.479 1.609
76.480 229.038 2.755 0.062 2.310 1.610
67.447 192.995 1.617 0.052 2.354 1.610
86.443 102.724 1.757 0.075 2.340 1.610
67.224 192.867 1.695 0.057 2.318 1.610
81.115 174.936 2.287 0.058 2.304 1.610
86.752 91.975 1.785 0.084 2.541 1.610
84.158 167.829 2.263 0.063 2.377 1.610
70.037 233.711 1.461 0.036 2.152 1.611
59.996 186.722 1.013 0.062 2.429 1.611
83.499 169.077 2.295 0.062 2.392 1.611
80.683 176.553 2.284 0.057 2.440 1.611
86.005 191.310 2.364 0.085 2.398 1.612
79.571 159.228 2.197 0.049 2.326 1.612
84.708 186.072 2.443 0.078 2.410 1.612
86.943 66.251 1.802 0.104 2.507 1.613
82.046 180.807 2.403 0.065 2.386 1.613
82.965 193.815 2.557 0.078 2.420 1.613
86.706 189.782 2.322 0.089 2.539 1.614
86.359 45.000 1.709 0.116 2.500 1.614
72.196 187.619 2.335 0.043 2.388 1.614
78.421 226.569 2.925 0.085 2.435 1.614
79.995 175.503 2.264 0.054 2.339 1.615
87.647 64.654 1.946 0.107 2.441 1.615
85.398 48.945 1.550 0.121 2.579 1.615
68.084 190.963 2.239 0.069 2.321 1.615
73.471 189.782 2.312 0.040 2.378 1.615
81.730 171.431 2.298 0.059 2.378 1.615
87.291 128.290 2.002 0.079 2.412 1.616
85.621 175.601 2.271 0.074 2.427 1.616
82.475 175.732 2.360 0.064 2.453 1.616
71.160 189.968 2.367 0.052 2.419 1.616
81.652 191.611 2.515 0.070 2.366 1.617
86.429 122.196 1.863 0.071 2.411 1.617
68.403 185.086 3.549 0.096 2.683 1.619
84.642 206.030 2.678 0.092 2.250 1.619
86.543 119.055 1.846 0.072 2.380 1.620
79.771 184.399 2.349 0.056 2.424 1.620
85.237 60.422 1.558 0.106 2.476 1.620
85.322 201.038 2.568 0.089 2.444 1.620
84.158 192.171 2.544 0.080 2.392 1.621
74.079 220.996 2.458 0.053 2.433 1.622
73.766 188.354 2.307 0.040 2.395 1.622
87.522 71.565 1.927 0.104 2.488 1.623
80.667 184.821 2.392 0.060 2.456 1.623
79.337 213.857 2.630 0.098 2.266 1.623
71.127 212.838 2.732 0.070 2.776 1.623
88.017 73.610 2.022 0.105 2.177 1.623
85.082 191.821 2.474 0.082 2.506 1.624
87.236 21.371 2.064 0.118 2.575 1.624
86.171 195.255 2.399 0.089 2.385 1.624
74.887 215.934 2.420 0.054 2.306 1.624
80.459 192.894 2.494 0.066 2.427 1.624
85.644 25.907 1.815 0.128 2.561 1.624
86.514 47.603 1.727 0.113 2.495 1.625
70.086 222.252 2.609 0.058 2.592 1.625
83.616 181.005 2.442 0.072 2.516 1.625
73.735 193.173 2.343 0.041 2.475 1.625
70.749 224.053 2.591 0.055 2.410 1.625
73.939 196.661 2.413 0.044 2.310 1.625
73.306 132.818 1.707 0.061 2.146 1.626
84.614 43.315 1.489 0.136 2.560 1.626
83.939 25.145 1.607 0.141 2.401 1.626
86.601 197.241 2.397 0.093 2.427 1.626
81.408 157.782 2.212 0.050 2.266 1.626
85.409 178.603 2.321 0.075 2.607 1.627
82.922 184.538 2.476 0.072 2.512 1.627
84.031 156.801 2.156 0.057 2.455 1.628
84.624 31.373 1.584 0.138 2.328 1.628
80.459 183.366 2.361 0.058 2.423 1.628
71.252 167.881 2.566 0.059 2.395 1.628
85.398 184.185 2.364 0.078 2.392 1.629
83.593 185.013 2.485 0.074 2.460 1.629
57.307 194.278 0.786 0.055 2.453 1.629
87.801 104.744 1.972 0.090 2.346 1.629
82.562 198.435 2.604 0.080 2.299 1.630
87.847 27.897 2.122 0.117 2.508 1.630
73.188 194.315 2.369 0.044 2.402 1.630
87.146 168.690 2.216 0.083 2.554 1.631
82.277 160.514 2.230 0.054 2.334 1.632
71.318 165.713 2.428 0.055 2.350 1.633
87.146 205.560 2.454 0.103 2.451 1.633
60.181 190.285 1.081 0.064 2.446 1.633
84.951 183.814 2.403 0.077 2.535 1.633
86.443 167.276 2.188 0.075 2.460 1.634
86.661 140.440 2.039 0.072 2.445 1.634
84.324 165.141 2.227 0.062 2.444 1.634
81.385 167.229 2.267 0.056 2.351 1.635
70.990 215.853 2.685 0.065 2.424 1.635
87.543 30.069 2.068 0.120 2.577 1.635
71.554 224.506 2.525 0.054 2.236 1.635
84.422 190.408 2.511 0.080 2.497 1.635
71.222 162.216 2.305 0.046 2.393 1.636
87.734 69.775 1.967 0.106 2.376 1.636
83.538 188.973 2.518 0.077 2.440 1.636
74.460 236.195 1.207 0.020 2.247 1.637
85.857 178.452 2.284 0.077 2.397 1.637
72.473 194.482 2.343 0.047 2.473 1.638
77.266 238.690 3.289 0.065 2.626 1.638
84.377 167.347 2.250 0.064 2.505 1.638
74.519 161.828 2.263 0.048 2.440 1.638
80.694 182.070 2.354 0.058 2.297 1.638
87.463 131.424 2.040 0.081 2.476 1.638
86.943 113.749 1.859 0.077 2.493 1.639
61.213 189.277 1.023 0.053 2.544 1.639
85.955 194.421 2.403 0.087 2.421 1.639
73.791 200.695 2.462 0.051 2.399 1.640
81.640 162.051 2.244 0.053 2.375 1.641
83.832 195.803 2.582 0.082 2.247 1.641
69.772 239.583 nan nan 2.324 1.641
86.198 137.386 1.995 0.068 2.412 1.642
87.309 106.928 1.888 0.084 2.423 1.643
87.404 82.569 1.904 0.097 2.450 1.643
84.680 188.471 2.466 0.079 2.407 1.643
80.924 359.293 nan nan 2.622 1.644
77.604 221.332 2.766 0.084 2.470 1.644
86.616 145.784 2.085 0.072 2.435 1.644
70.365 172.427 1.969 0.043 2.529 1.644
81.952 171.193 2.307 0.060 2.370 1.644
74.944 239.036 2.264 0.039 2.421 1.644
83.059 17.850 1.632 0.143 2.699 1.645
87.200 92.291 1.862 0.090 2.465 1.646
83.593 174.987 2.365 0.067 2.443 1.646
85.542 38.884 1.613 0.125 2.620 1.646
71.549 223.519 2.528 0.055 2.372 1.646
84.642 26.030 1.683 0.136 2.540 1.646
68.857 185.194 3.322 0.090 2.680 1.647
73.508 189.013 2.310 0.040 2.386 1.647
86.081 181.637 2.292 0.080 2.531 1.647
83.640 26.114 1.565 0.146 2.515 1.648
84.342 207.072 2.695 0.092 2.321 1.648
87.443 23.199 2.093 0.118 2.512 1.650
73.088 198.194 2.468 0.053 2.381 1.650
87.094 15.642 2.092 0.119 2.559 1.651
82.908 21.297 1.556 0.147 2.374 1.652
60.876 295.071 1.089 0.065 3.270 1.653
82.637 26.175 1.450 0.157 2.418 1.653
86.291 174.806 2.238 0.077 2.519 1.653
81.822 180.785 2.391 0.064 2.454 1.654
86.528 20.772 1.957 0.119 2.609 1.654
87.584 103.392 1.934 0.088 2.447 1.654
84.902 171.158 2.272 0.068 2.420 1.655
74.634 238.749 1.628 0.028 2.471 1.655
73.139 132.299 1.840 0.067 2.252 1.655
86.030 158.499 2.138 0.068 2.527 1.655
82.987 19.592 1.587 0.144 2.770 1.656
86.224 168.024 2.200 0.074 2.571 1.656
85.312 33.311 1.647 0.130 2.414 1.657
85.714 40.764 1.626 0.123 2.614 1.657
78.743 225.000 2.938 0.089 2.353 1.658
78.579 211.350 2.540 0.093 2.246 1.658
86.976 141.009 2.057 0.075 2.427 1.658
69.709 241.871 1.912 0.069 2.273 1.658
87.043 60.524 1.818 0.108 2.508 1.658
80.571 159.842 2.221 0.050 2.383 1.659
85.610 199.359 2.511 0.089 2.346 1.659
85.737 166.329 2.193 0.069 2.502 1.659
85.542 51.116 1.569 0.118 2.650 1.660
87.043 29.476 1.975 0.119 2.634 1.661
70.657 166.206 2.378 0.055 2.473 1.661
84.971 163.179 2.192 0.064 2.424 1.661
84.642 169.160 2.260 0.066 2.465 1.663
73.462 193.753 2.354 0.042 2.484 1.663
86.304 35.134 1.775 0.119 2.585 1.663
86.616 34.216 1.839 0.117 2.462 1.663
84.039 28.009 1.578 0.145 2.637 1.664
72.119 178.199 2.220 0.036 2.398 1.665
81.115 185.064 2.418 0.062 2.356 1.665
84.116 21.194 1.677 0.133 2.501 1.665
75.138 238.591 2.192 0.037 2.329 1.666
77.677 283.151 nan nan 2.486 1.666
82.091 192.265 2.532 0.073 2.435 1.667
86.485 142.765 2.060 0.071 2.442 1.667
86.616 55.784 1.738 0.110 2.600 1.667
86.119 33.232 1.747 0.117 2.479 1.667
78.739 46.614 0.838 0.042 2.431 1.668
82.838 189.904 2.519 0.075 2.484 1.668
81.822 193.465 2.542 0.073 2.505 1.669
81.143 177.825 2.313 0.059 2.687 1.669
71.152 219.674 2.580 0.058 2.345 1.669
81.853 161.565 2.243 0.053 2.371 1.669
78.703 220.170 2.831 0.094 2.270 1.670
82.937 182.726 2.460 0.070 2.477 1.670
80.250 0.659 nan nan 2.683 1.670
83.816 174.806 2.360 0.068 2.401 1.670
60.068 188.928 1.074 0.065 2.427 1.671
84.843 207.121 2.688 0.094 2.356 1.672
82.046 179.193 2.381 0.064 2.404 1.673
74.827 238.309 2.052 0.035 2.399 1.673
85.344 170.311 2.242 0.070 2.469 1.673
85.519 192.995 2.437 0.084 2.478 1.673
72.802 76.781 nan nan 2.162 1.674
76.510 226.348 2.712 0.067 2.589 1.674
84.902 188.842 2.455 0.080 2.535 1.674
85.881 137.203 1.981 0.065 2.479 1.674
71.098 255.881 nan nan 2.754 1.675
86.976 92.121 1.822 0.087 2.485 1.675
71.057 211.897 2.768 0.073 2.412 1.675
80.907 176.468 2.289 0.057 2.396 1.676
74.516 219.114 2.442 0.053 2.443 1.676
82.692 164.899 2.266 0.057 2.407 1.676
81.706 163.523 2.257 0.055 2.350 1.676
72.634 195.385 2.377 0.049 2.454 1.677
61.587 181.597 1.102 0.042 2.420 1.677
86.799 143.531 2.074 0.074 2.450 1.678
84.872 36.119 1.555 0.135 2.684 1.678
82.435 25.427 1.435 0.156 2.413 1.678
78.929 195.866 2.495 0.066 2.296 1.678
76.771 230.505 2.848 0.062 2.389 1.678
82.713 177.357 2.389 0.066 2.503 1.678
69.785 225.902 nan nan 2.341 1.678
80.907 183.532 2.387 0.060 2.470 1.680
78.583 215.407 2.651 0.095 2.574 1.680
77.088 230.641 2.911 0.066 2.669 1.680
86.224 191.976 2.371 0.087 2.494 1.680
70.083 239.813 2.134 0.070 2.500 1.680
83.235 24.444 1.550 0.149 2.372 1.681
86.387 163.811 2.171 0.073 2.490 1.681
85.344 207.181 2.648 0.096 2.396 1.681
71.724 203.569 2.151 0.055 2.984 1.681
84.014 172.476 2.326 0.066 2.489 1.681
79.509 229.332 3.024 0.097 2.566 1.681
72.253 194.300 2.328 0.048 2.404 1.682
86.387 106.189 1.762 0.073 2.467 1.682
83.347 186.766 2.499 0.075 2.480 1.682
84.422 38.480 1.507 0.144 2.442 1.682
85.409 181.397 2.341 0.077 2.535 1.682
85.857 51.582 1.601 0.115 2.492 1.683
81.694 169.902 2.289 0.058 2.489 1.683
83.736 28.856 1.541 0.151 2.380 1.683
88.017 16.390 2.236 0.121 2.420 1.684
77.262 230.001 2.904 0.069 2.441 1.684
83.453 167.152 2.275 0.061 2.415 1.684
72.053 169.535 2.686 0.060 2.423 1.684
80.250 180.659 2.312 0.056 2.383 1.685
81.473 170.166 2.281 0.058 2.416 1.685
79.210 227.526 2.995 0.093 2.401 1.686
71.665 181.757 2.274 0.042 2.352 1.686
86.878 165.466 2.179 0.078 2.567 1.686
82.713 182.643 2.450 0.069 2.505 1.686
78.530 219.447 2.802 0.094 2.451 1.687
87.584 166.607 2.216 0.088 2.544 1.687
86.005 168.690 2.199 0.072 2.540 1.687
86.042 45.000 1.647 0.117 2.658 1.687
87.605 37.405 2.010 0.115 2.568 1.687
75.389 133.132 1.951 0.041 2.304 1.688
85.821 187.696 2.352 0.082 2.540 1.688
86.443 155.854 2.128 0.071 2.478 1.688
86.528 178.152 2.262 0.081 2.559 1.689
78.239 221.135 2.824 0.090 2.441 1.690
87.182 6.843 2.220 0.122 2.749 1.690
79.441 189.162 2.407 0.058 2.405 1.691
86.737 84.094 1.784 0.090 2.612 1.691
82.529 192.995 2.546 0.076 2.446 1.692
87.146 78.690 1.863 0.098 2.661 1.692
86.514 174.472 2.236 0.079 2.512 1.693
86.752 88.025 1.786 0.087 2.594 1.693
68.915 188.909 2.754 0.082 2.426 1.693
84.614 200.695 2.607 0.087 2.454 1.693
82.965 166.185 2.277 0.059 2.371 1.693
78.901 225.818 2.963 0.090 2.293 1.693
81.338 185.194 2.429 0.063 2.554 1.693
70.363 168.433 2.079 0.048 2.662 1.693
82.475 194.657 2.563 0.077 2.441 1.694
85.409 45.000 1.560 0.124 2.615 1.694
71.392 224.021 2.540 0.055 2.405 1.695
87.043 209.476 2.504 0.106 2.462 1.695
60.756 189.134 1.045 0.059 2.691 1.695
83.841 27.031 1.569 0.145 2.481 1.695
81.592 177.709 2.338 0.061 2.458 1.695
82.699 175.601 2.367 0.065 2.554 1.696
72.941 197.241 2.445 0.052 2.433 1.696
87.847 98.973 1.976 0.093 2.503 1.696
87.605 127.405 2.032 0.083 2.528 1.697
81.767 194.982 2.560 0.074 2.559 1.697
86.878 194.534 2.358 0.093 2.569 1.698
72.156 197.978 2.419 0.056 3.147 1.698
86.304 54.866 1.675 0.111 2.501 1.698
70.220 233.326 1.486 0.034 2.320 1.699
84.862 168.690 2.246 0.066 2.473 1.699
87.871 93.013 1.980 0.095 2.395 1.699
86.304 178.264 2.266 0.080 2.495 1.700
87.423 87.510 1.906 0.094 2.485 1.700
80.770 190.491 2.473 0.064 2.422 1.700
68.654 189.413 2.661 0.080 2.441 1.700
86.927 10.491 2.127 0.120 2.701 1.702
85.185 197.592 2.536 0.086 2.467 1.702
84.823 201.571 2.614 0.088 2.509 1.703
84.941 204.864 2.658 0.092 2.774 1.703
86.601 162.759 2.166 0.075 2.523 1.703
85.542 208.496 2.645 0.098 2.369 1.703
82.065 161.053 2.239 0.053 2.379 1.703
74.585 132.639 1.885 0.046 2.287 1.704
69.311 185.307 3.113 0.084 2.551 1.705
85.893 197.447 2.455 0.089 2.509 1.705
85.737 156.801 2.132 0.066 2.454 1.705
72.989 233.054 2.296 0.039 1.850 1.705
87.309 135.000 2.057 0.080 2.569 1.706
84.961 181.273 2.379 0.075 2.678 1.706
83.569 172.999 2.340 0.066 2.564 1.707
74.608 182.090 2.370 0.046 2.347 1.708
81.984 187.224 2.477 0.069 2.512 1.708
83.939 191.725 2.550 0.079 2.492 1.708
84.540 195.461 2.552 0.083 2.508 1.708
79.361 221.583 2.879 0.097 2.280 1.708
86.291 354.806 2.412 0.116 2.539 1.709
78.892 227.454 2.978 0.089 2.444 1.709
87.734 32.905 2.074 0.116 2.600 1.709
77.896 203.477 2.428 0.074 2.245 1.710
83.890 193.782 2.567 0.081 2.565 1.710
69.914 187.404 2.648 0.071 2.486 1.710
87.626 98.130 1.935 0.091 2.443 1.710
70.752 225.000 2.327 0.048 2.357 1.711
85.542 61.504 1.584 0.104 2.638 1.711
87.404 172.569 2.247 0.088 2.564 1.713
78.408 41.864 0.849 0.040 2.548 1.713
81.166 12.450 1.689 0.173 2.531 1.714
84.262 197.021 2.583 0.083 2.466 1.715
86.237 157.249 2.133 0.070 2.601 1.715
86.814 198.435 2.396 0.095 2.548 1.716
83.453 192.848 2.555 0.079 2.432 1.716
68.942 180.919 nan nan 2.452 1.717
84.202 190.008 2.522 0.079 2.536 1.718
87.443 203.199 2.426 0.103 2.609 1.718
85.123 189.246 2.440 0.080 2.641 1.718
70.617 208.796 nan nan 2.264 1.718
70.316 167.791 2.158 0.051 2.473 1.718
77.018 257.525 1.933 0.133 2.292 1.719
84.766 41.532 1.509 0.136 2.719 1.719
83.792 187.253 2.506 0.076 2.546 1.719
86.345 152.650 2.111 0.070 2.509 1.720
86.737 120.964 1.880 0.074 2.489 1.720
68.690 188.815 2.853 0.084 2.480 1.720
73.542 188.241 2.306 0.040 2.497 1.720
72.110 182.521 2.745 0.046 2.501 1.720
85.154 186.633 2.410 0.079 2.576 1.720
79.163 219.123 2.802 0.097 2.536 1.721
74.082 212.905 2.427 0.050 2.398 1.721
87.236 201.371 2.411 0.101 2.562 1.721
87.647 25.346 2.116 0.119 2.652 1.722
73.124 187.267 2.307 0.040 2.532 1.722
67.050 192.193 1.991 0.069 2.547 1.722
87.366 77.735 1.903 0.100 2.628 1.722
84.931 43.210 1.505 0.132 2.604 1.723
87.647 87.274 1.947 0.096 2.497 1.723
83.168 179.061 2.417 0.069 2.540 1.723
68.072 331.460 nan nan 2.489 1.724
66.587 189.145 nan nan 2.366 1.724
87.847 117.897 2.018 0.087 2.389 1.724
87.801 14.744 2.218 0.121 2.596 1.725
66.550 189.689 2.045 0.068 2.540 1.726
86.846 62.526 1.780 0.106 2.606 1.726
82.699 159.341 2.213 0.054 2.458 1.727
87.647 177.274 2.266 0.092 2.631 1.727
73.610 131.666 1.749 0.053 2.189 1.729
68.453 183.296 2.559 0.069 2.530 1.729
85.464 164.249 2.186 0.067 2.518 1.729
82.576 191.310 2.528 0.075 2.605 1.729
86.528 181.848 2.279 0.083 2.546 1.730
79.191 229.205 3.008 0.093 2.478 1.731
82.651 187.883 2.498 0.073 2.558 1.732
87.543 149.931 2.139 0.082 2.589 1.733
86.737 22.166 1.972 0.117 2.613 1.733
80.781 16.232 2.200 0.156 3.299 1.736
78.039 218.911 2.763 0.091 2.563 1.737
82.489 182.564 2.441 0.068 2.561 1.738
80.727 191.853 2.488 0.066 2.538 1.739
84.324 202.011 2.630 0.087 2.425 1.739
74.278 135.000 2.049 0.063 2.317 1.739
71.373 256.383 1.937 0.050 2.342 1.739
71.474 167.735 2.567 0.059 2.435 1.740
85.930 148.496 2.080 0.066 2.521 1.740
81.580 183.814 2.422 0.064 2.539 1.740
86.706 170.218 2.209 0.079 2.582 1.740
83.124 186.546 2.496 0.074 2.517 1.740
83.095 171.607 2.333 0.063 2.554 1.741
73.741 120.285 1.443 0.041 2.116 1.741
87.112 144.462 2.090 0.077 2.524 1.743
86.661 193.570 2.360 0.091 2.548 1.743
85.679 196.557 2.467 0.087 2.483 1.743
73.349 195.255 2.393 0.045 2.455 1.743
75.775 350.463 1.717 0.088 2.316 1.743
73.958 123.579 nan nan 2.105 1.745
78.766 216.069 2.681 0.097 2.496 1.745
87.094 195.642 2.364 0.096 2.649 1.745
85.599 172.694 2.249 0.072 2.508 1.746
87.942 45.000 2.041 0.113 2.576 1.746
82.206 187.431 2.484 0.070 2.585 1.748
85.845 152.745 2.108 0.066 2.577 1.748
83.538 171.027 2.317 0.064 2.511 1.748
84.056 183.240 2.464 0.075 2.701 1.748
86.514 185.528 2.299 0.085 2.599 1.750
86.345 40.030 1.738 0.117 2.467 1.751
83.400 14.744 1.721 0.140 2.677 1.751
81.338 174.806 2.298 0.059 2.556 1.751
80.470 357.979 1.891 0.092 2.417 1.751
86.081 1.637 2.231 0.118 2.786 1.751
86.485 170.838 2.211 0.077 2.608 1.751
70.672 216.003 2.417 0.058 2.361 1.753
82.429 150.781 2.125 0.050 2.557 1.754
87.291 38.290 1.935 0.114 2.650 1.755
86.976 87.879 1.826 0.090 2.541 1.755
87.366 192.265 2.343 0.096 2.700 1.756
87.734 57.095 1.976 0.110 2.583 1.757
66.727 193.161 1.415 0.051 2.793 1.758
80.026 180.644 2.303 0.055 2.627 1.758
86.304 144.866 2.065 0.069 2.657 1.759
87.182 186.843 2.302 0.091 2.618 1.759
84.737 181.219 2.393 0.075 2.694 1.759
86.106 198.435 2.446 0.091 2.455 1.759
71.441 212.631 2.679 0.068 2.404 1.759
78.090 221.947 2.825 0.088 2.535 1.760
84.504 183.504 2.434 0.076 2.595 1.760
80.396 187.374 2.411 0.060 2.515 1.760
84.280 176.634 2.366 0.070 2.477 1.761
86.752 178.025 2.257 0.083 2.620 1.761
87.942 67.620 2.010 0.107 2.499 1.761
87.847 152.103 2.178 0.087 2.581 1.762
77.640 216.142 2.636 0.087 2.556 1.762
70.805 215.460 2.478 0.060 2.450 1.763
74.130 121.103 1.931 0.054 2.269 1.764
87.043 150.524 2.109 0.076 2.573 1.766
85.542 151.504 2.102 0.063 2.598 1.767
87.778 40.914 2.024 0.115 2.640 1.767
78.356 218.746 2.770 0.093 2.496 1.767
86.106 161.565 2.154 0.070 2.650 1.767
85.737 150.068 2.090 0.065 2.488 1.767
87.801 75.256 1.980 0.103 2.537 1.768
84.862 191.310 2.487 0.081 2.597 1.768
87.404 187.431 2.313 0.094 2.699 1.768
78.897 215.134 2.652 0.097 2.495 1.768
85.113 200.095 2.573 0.088 2.581 1.770
82.135 17.403 1.529 0.152 2.928 1.771
86.846 152.526 2.116 0.074 2.654 1.771
70.551 211.759 1.817 0.049 2.995 1.772
82.775 18.997 1.567 0.145 2.597 1.772
83.832 183.122 2.467 0.074 2.585 1.772
69.856 180.320 2.511 0.070 2.485 1.772
74.372 219.753 2.443 0.053 2.485 1.774
87.584 76.608 1.943 0.102 2.623 1.774
86.959 173.660 2.228 0.083 2.526 1.774
80.491 201.425 2.591 0.080 2.448 1.775
86.514 5.528 2.168 0.121 2.673 1.776
71.741 208.301 2.772 0.075 2.510 1.777
85.031 165.651 2.211 0.065 2.582 1.777
68.303 187.457 3.305 0.093 2.631 1.777
86.068 175.101 2.240 0.075 2.558 1.777
85.344 27.181 1.717 0.123 2.697 1.779
68.225 183.262 2.226 0.061 2.604 1.780
84.404 19.885 1.716 0.129 2.633 1.780
82.349 17.904 1.534 0.148 2.941 1.780
70.559 171.682 2.150 0.047 2.694 1.780
86.706 9.782 2.112 0.121 2.732 1.780
86.264 171.384 2.214 0.075 2.594 1.780
84.065 178.919 2.408 0.072 2.634 1.781
86.846 27.474 1.937 0.116 2.646 1.783
70.813 213.038 2.411 0.062 2.599 1.784
82.264 182.490 2.432 0.067 2.555 1.784
73.635 133.888 1.505 0.054 2.432 1.784
71.444 207.031 2.272 0.062 2.492 1.784
86.752 181.975 2.273 0.085 2.658 1.785
83.981 18.435 1.697 0.133 2.760 1.785
85.644 64.093 1.594 0.100 2.647 1.785
85.737 29.932 1.756 0.126 2.603 1.786
70.117 214.859 1.678 0.042 2.389 1.787
87.309 196.928 2.367 0.098 2.688 1.788
80.286 191.310 2.459 0.063 2.440 1.788
83.609 176.987 2.390 0.069 2.626 1.788
86.661 13.570 2.045 0.119 2.723 1.788
84.324 22.011 1.693 0.133 2.496 1.788
80.841 14.886 1.928 0.161 2.693 1.788
87.543 210.069 2.491 0.109 2.599 1.789
87.847 62.103 1.994 0.109 2.586 1.789
79.678 228.521 3.025 0.099 2.489 1.790
84.031 23.199 1.633 0.135 2.713 1.790
86.661 39.560 1.800 0.115 2.589 1.791
79.025 214.177 2.627 0.098 2.509 1.791
87.236 68.629 1.865 0.104 2.687 1.791
83.317 171.327 2.325 0.064 2.590 1.792
82.310 192.619 2.539 0.074 2.620 1.792
87.605 142.595 2.125 0.084 2.650 1.792
87.347 207.646 2.478 0.106 2.588 1.792
87.146 64.440 1.841 0.106 2.649 1.793
62.418 184.939 0.825 0.029 2.699 1.793
85.237 203.552 2.613 0.091 2.517 1.793
85.785 190.713 2.379 0.083 2.730 1.795
87.043 119.476 1.899 0.077 2.469 1.795
85.992 125.910 1.863 0.067 2.671 1.795
83.609 183.013 2.465 0.073 2.532 1.797
85.398 175.815 2.288 0.073 2.426 1.797
84.727 183.652 2.419 0.076 2.687 1.798
85.542 28.496 1.721 0.123 2.628 1.798
68.422 184.490 3.410 0.092 2.685 1.798
80.869 6.340 1.931 0.142 2.546 1.799
67.335 188.291 2.635 0.074 3.105 1.800
77.896 219.738 2.770 0.089 2.561 1.800
70.106 225.917 2.170 0.043 2.628 1.800
78.725 70.844 1.370 0.056 2.495 1.801
87.647 154.654 2.163 0.084 2.614 1.801
85.301 192.381 2.459 0.083 2.654 1.801
86.387 16.189 1.976 0.119 2.687 1.802
87.146 191.310 2.330 0.093 2.792 1.802
73.349 187.365 2.307 0.040 2.553 1.802
83.235 167.574 2.285 0.060 2.491 1.802
85.821 159.624 2.148 0.067 2.475 1.804
78.574 227.386 2.954 0.086 2.662 1.804
80.219 184.600 2.366 0.057 2.544 1.805
70.264 223.614 2.625 0.056 2.654 1.805
74.362 79.658 0.864 0.023 3.018 1.805
83.117 21.975 1.566 0.145 2.827 1.806
83.616 195.255 2.578 0.081 2.665 1.807
85.610 160.641 2.159 0.066 2.499 1.808
71.384 223.042 2.546 0.055 2.574 1.809
86.528 200.772 2.444 0.095 2.519 1.809
87.463 138.576 2.078 0.081 2.646 1.810
79.801 347.949 1.034 0.021 2.676 1.810
